"","msa.fips","year","total.personal.income"
"new.row.14285","11100",1989,3178603
"new.row.14286","11100",1990,3321105
"new.row.14287","11100",1991,3406854
"new.row.14288","11100",1992,3667462
"new.row.14289","11100",1993,3909065
"new.row.14290","11100",1994,4145568
"new.row.14291","11100",1995,4396440
"new.row.14292","11100",1996,4599060
"new.row.14293","11100",1997,4911261
"new.row.14294","11100",1998,5156207
"new.row.14295","11100",1999,5301775
"new.row.14296","11100",2000,5566371
"new.row.14297","11100",2001,5897163
"new.row.14298","11100",2002,6025140
"new.row.14299","11100",2003,6348616
"new.row.14300","11100",2004,6625023
"new.row.14301","11100",2005,7129790
"new.row.14302","11100",2006,7644371
"new.row.14303","11100",2007,8110079
"new.row.14304","11100",2008,8882025
"new.row.14305","11100",2009,8584786
"new.row.14306","11100",2010,9022207
"new.row.14307","11100",2011,9616582
"new.row.14308","11100",2012,10123437
"new.row.14309","11100",2013,10327233
"new.row.14310","12420",1969,1279465
"new.row.14311","12420",1970,1464983
"new.row.14312","12420",1971,1659968
"new.row.14313","12420",1972,1916485
"new.row.14314","12420",1973,2192740
"new.row.14315","12420",1974,2474557
"new.row.14316","12420",1975,2839904
"new.row.14317","12420",1976,3249519
"new.row.14318","12420",1977,3604760
"new.row.14319","12420",1978,4207399
"new.row.14320","12420",1979,4873926
"new.row.14321","12420",1980,5616370
"new.row.14322","12420",1981,6562452
"new.row.14323","12420",1982,7507740
"new.row.14324","12420",1983,8640329
"new.row.14325","12420",1984,10149398
"new.row.14326","12420",1985,11478107
"new.row.14327","12420",1986,12001926
"new.row.14328","12420",1987,12196826
"new.row.14329","12420",1988,12928747
"new.row.14330","12420",1989,13903219
"new.row.14331","12420",1990,15353639
"new.row.14332","12420",1991,16293138
"new.row.14333","12420",1992,17906384
"new.row.14334","12420",1993,19588065
"new.row.14335","12420",1994,21433822
"new.row.14336","12420",1995,23691430
"new.row.14337","12420",1996,25962019
"new.row.14338","12420",1997,28847670
"new.row.14339","12420",1998,33640375
"new.row.14340","12420",1999,37920823
"new.row.14341","12420",2000,41569294
"new.row.14342","12420",2001,43233734
"new.row.14343","12420",2002,42772088
"new.row.14344","12420",2003,44158949
"new.row.14345","12420",2004,46776051
"new.row.14346","12420",2005,51232206
"new.row.14347","12420",2006,56704107
"new.row.14348","12420",2007,59988501
"new.row.14349","12420",2008,65619694
"new.row.14350","12420",2009,64290898
"new.row.14351","12420",2010,67401503
"new.row.14352","12420",2011,74199427
"new.row.14353","12420",2012,81694141
"new.row.14354","12420",2013,84285529
"new.row.14355","13140",1969,1182187
"new.row.14356","13140",1970,1290924
"new.row.14357","13140",1971,1385661
"new.row.14358","13140",1972,1493805
"new.row.14359","13140",1973,1627006
"new.row.14360","13140",1974,1904518
"new.row.14361","13140",1975,2139896
"new.row.14362","13140",1976,2476389
"new.row.14363","13140",1977,2778688
"new.row.14364","13140",1978,3086816
"new.row.14365","13140",1979,3466715
"new.row.14366","13140",1980,3881497
"new.row.14367","13140",1981,4433510
"new.row.14368","13140",1982,4678578
"new.row.14369","13140",1983,4844886
"new.row.14370","13140",1984,5028476
"new.row.14371","13140",1985,5101814
"new.row.14372","13140",1986,5048147
"new.row.14373","13140",1987,5028385
"new.row.14374","13140",1988,5316804
"new.row.14375","13140",1989,5643069
"new.row.14376","13140",1990,5956988
"new.row.14377","13140",1991,6451487
"new.row.14378","13140",1992,6943069
"new.row.14379","13140",1993,6955173
"new.row.14380","13140",1994,7253989
"new.row.14381","13140",1995,7584887
"new.row.14382","13140",1996,7785577
"new.row.14383","13140",1997,8458331
"new.row.14384","13140",1998,9006633
"new.row.14385","13140",1999,8991370
"new.row.14386","13140",2000,9528067
"new.row.14387","13140",2001,9838871
"new.row.14388","13140",2002,9888595
"new.row.14389","13140",2003,10334213
"new.row.14390","13140",2004,10526730
"new.row.14391","13140",2005,11335437
"new.row.14392","13140",2006,12206690
"new.row.14393","13140",2007,12923344
"new.row.14394","13140",2008,13956202
"new.row.14395","13140",2009,13749727
"new.row.14396","13140",2010,14251759
"new.row.14397","13140",2011,14965115
"new.row.14398","13140",2012,16087766
"new.row.14399","13140",2013,16074123
"new.row.14400","15180",1969,280204
"new.row.14401","15180",1970,311996
"new.row.14402","15180",1971,363158
"new.row.14403","15180",1972,411629
"new.row.14404","15180",1973,482133
"new.row.14405","15180",1974,567802
"new.row.14406","15180",1975,648313
"new.row.14407","15180",1976,722059
"new.row.14408","15180",1977,791454
"new.row.14409","15180",1978,936542
"new.row.14410","15180",1979,1068383
"new.row.14411","15180",1980,1226209
"new.row.14412","15180",1981,1445810
"new.row.14413","15180",1982,1545144
"new.row.14414","15180",1983,1648394
"new.row.14415","15180",1984,1751164
"new.row.14416","15180",1985,1897688
"new.row.14417","15180",1986,1954105
"new.row.14418","15180",1987,2015292
"new.row.14419","15180",1988,2176704
"new.row.14420","15180",1989,2351722
"new.row.14421","15180",1990,2623751
"new.row.14422","15180",1991,2832767
"new.row.14423","15180",1992,3181210
"new.row.14424","15180",1993,3451111
"new.row.14425","15180",1994,3676065
"new.row.14426","15180",1995,3843476
"new.row.14427","15180",1996,4056021
"new.row.14428","15180",1997,4333341
"new.row.14429","15180",1998,4631962
"new.row.14430","15180",1999,4812919
"new.row.14431","15180",2000,5202329
"new.row.14432","15180",2001,5617433
"new.row.14433","15180",2002,6049131
"new.row.14434","15180",2003,6412644
"new.row.14435","15180",2004,6645431
"new.row.14436","15180",2005,7041243
"new.row.14437","15180",2006,7577543
"new.row.14438","15180",2007,8081478
"new.row.14439","15180",2008,8673377
"new.row.14440","15180",2009,8906401
"new.row.14441","15180",2010,9416395
"new.row.14442","15180",2011,9781129
"new.row.14443","15180",2012,10131522
"new.row.14444","15180",2013,10349169
"new.row.14445","17780",1969,211500
"new.row.14446","17780",1970,237087
"new.row.14447","17780",1971,271264
"new.row.14448","17780",1972,310667
"new.row.14449","17780",1973,345750
"new.row.14450","17780",1974,379731
"new.row.14451","17780",1975,432346
"new.row.14452","17780",1976,499771
"new.row.14453","17780",1977,569055
"new.row.14454","17780",1978,661227
"new.row.14455","17780",1979,753436
"new.row.14456","17780",1980,891371
"new.row.14457","17780",1981,1128860
"new.row.14458","17780",1982,1274400
"new.row.14459","17780",1983,1379814
"new.row.14460","17780",1984,1519909
"new.row.14461","17780",1985,1586314
"new.row.14462","17780",1986,1589115
"new.row.14463","17780",1987,1629132
"new.row.14464","17780",1988,1729457
"new.row.14465","17780",1989,1890141
"new.row.14466","17780",1990,2008257
"new.row.14467","17780",1991,2131081
"new.row.14468","17780",1992,2289476
"new.row.14469","17780",1993,2459147
"new.row.14470","17780",1994,2576657
"new.row.14471","17780",1995,2722592
"new.row.14472","17780",1996,2870469
"new.row.14473","17780",1997,3150249
"new.row.14474","17780",1998,3354092
"new.row.14475","17780",1999,3538328
"new.row.14476","17780",2000,3801711
"new.row.14477","17780",2001,3979910
"new.row.14478","17780",2002,4091952
"new.row.14479","17780",2003,4452785
"new.row.14480","17780",2004,4653971
"new.row.14481","17780",2005,4994601
"new.row.14482","17780",2006,5426606
"new.row.14483","17780",2007,5781310
"new.row.14484","17780",2008,6483236
"new.row.14485","17780",2009,6530641
"new.row.14486","17780",2010,6853801
"new.row.14487","17780",2011,7130965
"new.row.14488","17780",2012,7687340
"new.row.14489","17780",2013,7929763
"new.row.14490","18580",1969,967729
"new.row.14491","18580",1970,1069016
"new.row.14492","18580",1971,1169714
"new.row.14493","18580",1972,1271842
"new.row.14494","18580",1973,1417086
"new.row.14495","18580",1974,1613104
"new.row.14496","18580",1975,1823997
"new.row.14497","18580",1976,2082183
"new.row.14498","18580",1977,2202498
"new.row.14499","18580",1978,2547154
"new.row.14500","18580",1979,2932961
"new.row.14501","18580",1980,3280947
"new.row.14502","18580",1981,3812561
"new.row.14503","18580",1982,4094155
"new.row.14504","18580",1983,4240346
"new.row.14505","18580",1984,4490616
"new.row.14506","18580",1985,4734110
"new.row.14507","18580",1986,4698051
"new.row.14508","18580",1987,4664838
"new.row.14509","18580",1988,4885092
"new.row.14510","18580",1989,5145373
"new.row.14511","18580",1990,5570462
"new.row.14512","18580",1991,5943661
"new.row.14513","18580",1992,6436941
"new.row.14514","18580",1993,6730914
"new.row.14515","18580",1994,7126887
"new.row.14516","18580",1995,7456122
"new.row.14517","18580",1996,7951617
"new.row.14518","18580",1997,8447072
"new.row.14519","18580",1998,8933810
"new.row.14520","18580",1999,9212794
"new.row.14521","18580",2000,9620849
"new.row.14522","18580",2001,10139801
"new.row.14523","18580",2002,10366500
"new.row.14524","18580",2003,11032017
"new.row.14525","18580",2004,11579717
"new.row.14526","18580",2005,12423851
"new.row.14527","18580",2006,13451305
"new.row.14528","18580",2007,14309054
"new.row.14529","18580",2008,15491817
"new.row.14530","18580",2009,15033219
"new.row.14531","18580",2010,15777707
"new.row.14532","18580",2011,16942076
"new.row.14533","18580",2012,18170868
"new.row.14534","18580",2013,18735882
"new.row.14535","19100",1969,9706206
"new.row.14536","19100",1970,10512124
"new.row.14537","19100",1971,11240215
"new.row.14538","19100",1972,12456815
"new.row.14539","19100",1973,13977560
"new.row.14540","19100",1974,15822769
"new.row.14541","19100",1975,17612812
"new.row.14542","19100",1976,19669098
"new.row.14543","19100",1977,22006168
"new.row.14544","19100",1978,25620957
"new.row.14545","19100",1979,29749284
"new.row.14546","19100",1980,34596547
"new.row.14547","19100",1981,39909578
"new.row.14548","19100",1982,44300745
"new.row.14549","19100",1983,48977137
"new.row.14550","19100",1984,55894460
"new.row.14551","19100",1985,62014523
"new.row.14552","19100",1986,65660917
"new.row.14553","19100",1987,68063740
"new.row.14554","19100",1988,72019653
"new.row.14555","19100",1989,76848036
"new.row.14556","19100",1990,83007349
"new.row.14557","19100",1991,86125877
"new.row.14558","19100",1992,92563038
"new.row.14559","19100",1993,98157043
"new.row.14560","19100",1994,104723186
"new.row.14561","19100",1995,112634674
"new.row.14562","19100",1996,122731422
"new.row.14563","19100",1997,134430288
"new.row.14564","19100",1998,149330815
"new.row.14565","19100",1999,158906264
"new.row.14566","19100",2000,176506579
"new.row.14567","19100",2001,186022017
"new.row.14568","19100",2002,187486213
"new.row.14569","19100",2003,191659573
"new.row.14570","19100",2004,201458828
"new.row.14571","19100",2005,217940436
"new.row.14572","19100",2006,238676437
"new.row.14573","19100",2007,252222392
"new.row.14574","19100",2008,271506294
"new.row.14575","19100",2009,256195174
"new.row.14576","19100",2010,266842785
"new.row.14577","19100",2011,292079377
"new.row.14578","19100",2012,311008898
"new.row.14579","19100",2013,320035384
"new.row.14580","21340",1969,1138649
"new.row.14581","21340",1970,1198395
"new.row.14582","21340",1971,1310389
"new.row.14583","21340",1972,1420302
"new.row.14584","21340",1973,1622281
"new.row.14585","21340",1974,1821349
"new.row.14586","21340",1975,1920677
"new.row.14587","21340",1976,2138408
"new.row.14588","21340",1977,2354233
"new.row.14589","21340",1978,2643394
"new.row.14590","21340",1979,3012540
"new.row.14591","21340",1980,3341958
"new.row.14592","21340",1981,4039165
"new.row.14593","21340",1982,4350199
"new.row.14594","21340",1983,4671396
"new.row.14595","21340",1984,5041399
"new.row.14596","21340",1985,5436889
"new.row.14597","21340",1986,5741145
"new.row.14598","21340",1987,5965211
"new.row.14599","21340",1988,6388416
"new.row.14600","21340",1989,6997789
"new.row.14601","21340",1990,7569829
"new.row.14602","21340",1991,7812385
"new.row.14603","21340",1992,8704841
"new.row.14604","21340",1993,9168836
"new.row.14605","21340",1994,9674947
"new.row.14606","21340",1995,10151282
"new.row.14607","21340",1996,10538723
"new.row.14608","21340",1997,11273409
"new.row.14609","21340",1998,11930930
"new.row.14610","21340",1999,12249481
"new.row.14611","21340",2000,13128012
"new.row.14612","21340",2001,14293416
"new.row.14613","21340",2002,15099820
"new.row.14614","21340",2003,15528890
"new.row.14615","21340",2004,16100528
"new.row.14616","21340",2005,17054485
"new.row.14617","21340",2006,18514946
"new.row.14618","21340",2007,19865992
"new.row.14619","21340",2008,21036946
"new.row.14620","21340",2009,21734644
"new.row.14621","21340",2010,23048361
"new.row.14622","21340",2011,24305895
"new.row.14623","21340",2012,25583976
"new.row.14624","21340",2013,25891399
"new.row.14625","26420",1969,8365245
"new.row.14626","26420",1970,9328282
"new.row.14627","26420",1971,10231877
"new.row.14628","26420",1972,11348167
"new.row.14629","26420",1973,12857524
"new.row.14630","26420",1974,15282486
"new.row.14631","26420",1975,18060255
"new.row.14632","26420",1976,20696797
"new.row.14633","26420",1977,23608990
"new.row.14634","26420",1978,27947712
"new.row.14635","26420",1979,32653268
"new.row.14636","26420",1980,38232224
"new.row.14637","26420",1981,45475880
"new.row.14638","26420",1982,50323820
"new.row.14639","26420",1983,51166127
"new.row.14640","26420",1984,54562156
"new.row.14641","26420",1985,57276747
"new.row.14642","26420",1986,57138059
"new.row.14643","26420",1987,57956555
"new.row.14644","26420",1988,62576489
"new.row.14645","26420",1989,68259606
"new.row.14646","26420",1990,75402205
"new.row.14647","26420",1991,79777071
"new.row.14648","26420",1992,86513849
"new.row.14649","26420",1993,90686328
"new.row.14650","26420",1994,94597543
"new.row.14651","26420",1995,101907544
"new.row.14652","26420",1996,110895880
"new.row.14653","26420",1997,122423529
"new.row.14654","26420",1998,135083200
"new.row.14655","26420",1999,142672565
"new.row.14656","26420",2000,157442515
"new.row.14657","26420",2001,173110691
"new.row.14658","26420",2002,170667059
"new.row.14659","26420",2003,177189089
"new.row.14660","26420",2004,188199318
"new.row.14661","26420",2005,207737680
"new.row.14662","26420",2006,232338177
"new.row.14663","26420",2007,244152198
"new.row.14664","26420",2008,274689102
"new.row.14665","26420",2009,251287902
"new.row.14666","26420",2010,263569638
"new.row.14667","26420",2011,292806084
"new.row.14668","26420",2012,317099156
"new.row.14669","26420",2013,327841202
"new.row.14670","28660",1969,636458
"new.row.14671","28660",1970,742292
"new.row.14672","28660",1971,803219
"new.row.14673","28660",1972,976600
"new.row.14674","28660",1973,1129538
"new.row.14675","28660",1974,1248620
"new.row.14676","28660",1975,1399084
"new.row.14677","28660",1976,1553734
"new.row.14678","28660",1977,1653747
"new.row.14679","28660",1978,1847441
"new.row.14680","28660",1979,1883942
"new.row.14681","28660",1980,2139792
"new.row.14682","28660",1981,2431359
"new.row.14683","28660",1982,2650440
"new.row.14684","28660",1983,2851671
"new.row.14685","28660",1984,3088263
"new.row.14686","28660",1985,3319483
"new.row.14687","28660",1986,3501093
"new.row.14688","28660",1987,3622870
"new.row.14689","28660",1988,3850564
"new.row.14690","28660",1989,4011994
"new.row.14691","28660",1990,4135133
"new.row.14692","28660",1991,4036197
"new.row.14693","28660",1992,4693343
"new.row.14694","28660",1993,5224670
"new.row.14695","28660",1994,5686449
"new.row.14696","28660",1995,6024391
"new.row.14697","28660",1996,6305224
"new.row.14698","28660",1997,6475020
"new.row.14699","28660",1998,6955624
"new.row.14700","28660",1999,7459742
"new.row.14701","28660",2000,7909451
"new.row.14702","28660",2001,8330624
"new.row.14703","28660",2002,8825955
"new.row.14704","28660",2003,9527269
"new.row.14705","28660",2004,10040228
"new.row.14706","28660",2005,11116727
"new.row.14707","28660",2006,12243180
"new.row.14708","28660",2007,13528300
"new.row.14709","28660",2008,14892321
"new.row.14710","28660",2009,15368741
"new.row.14711","28660",2010,15620330
"new.row.14712","28660",2011,16500090
