"","msa.fips","year","earnings.by.place.of.work"
"new.row.13745","43900",1989,3082191
"new.row.13746","43900",1990,3255452
"new.row.13747","43900",1991,3355450
"new.row.13748","43900",1992,3655760
"new.row.13749","43900",1993,3894342
"new.row.13750","43900",1994,4127722
"new.row.13751","43900",1995,4398709
"new.row.13752","43900",1996,4564821
"new.row.13753","43900",1997,4812067
"new.row.13754","43900",1998,5060225
"new.row.13755","43900",1999,5339200
"new.row.13756","43900",2000,5586759
"new.row.13757","43900",2001,5733049
"new.row.13758","43900",2002,5884545
"new.row.13759","43900",2003,6018236
"new.row.13760","43900",2004,6240241
"new.row.13761","43900",2005,6440989
"new.row.13762","43900",2006,6859705
"new.row.13763","43900",2007,7173554
"new.row.13764","43900",2008,7473864
"new.row.13765","43900",2009,7048150
"new.row.13766","43900",2010,7161726
"new.row.13767","43900",2011,7400720
"new.row.13768","43900",2012,7871588
"new.row.13769","43900",2013,8255491
"new.row.13770","44940",1969,190147
"new.row.13771","44940",1970,206172
"new.row.13772","44940",1971,223291
"new.row.13773","44940",1972,250963
"new.row.13774","44940",1973,269708
"new.row.13775","44940",1974,291263
"new.row.13776","44940",1975,310083
"new.row.13777","44940",1976,342657
"new.row.13778","44940",1977,371872
"new.row.13779","44940",1978,417997
"new.row.13780","44940",1979,456474
"new.row.13781","44940",1980,486834
"new.row.13782","44940",1981,529784
"new.row.13783","44940",1982,570950
"new.row.13784","44940",1983,615916
"new.row.13785","44940",1984,701274
"new.row.13786","44940",1985,749077
"new.row.13787","44940",1986,787578
"new.row.13788","44940",1987,848306
"new.row.13789","44940",1988,918411
"new.row.13790","44940",1989,969447
"new.row.13791","44940",1990,1043713
"new.row.13792","44940",1991,1075741
"new.row.13793","44940",1992,1127456
"new.row.13794","44940",1993,1199194
"new.row.13795","44940",1994,1249553
"new.row.13796","44940",1995,1308725
"new.row.13797","44940",1996,1369610
"new.row.13798","44940",1997,1439635
"new.row.13799","44940",1998,1505691
"new.row.13800","44940",1999,1564655
"new.row.13801","44940",2000,1655727
"new.row.13802","44940",2001,1667148
"new.row.13803","44940",2002,1738409
"new.row.13804","44940",2003,1831700
"new.row.13805","44940",2004,1933277
"new.row.13806","44940",2005,2000744
"new.row.13807","44940",2006,2075199
"new.row.13808","44940",2007,2128123
"new.row.13809","44940",2008,2111004
"new.row.13810","44940",2009,2053812
"new.row.13811","44940",2010,2097422
"new.row.13812","44940",2011,2227392
"new.row.13813","44940",2012,2470900
"new.row.13814","44940",2013,2508281
"new.row.13815","39660",1969,224425
"new.row.13816","39660",1970,250522
"new.row.13817","39660",1971,285846
"new.row.13818","39660",1972,332995
"new.row.13819","39660",1973,382935
"new.row.13820","39660",1974,395910
"new.row.13821","39660",1975,434887
"new.row.13822","39660",1976,477409
"new.row.13823","39660",1977,524806
"new.row.13824","39660",1978,608834
"new.row.13825","39660",1979,674713
"new.row.13826","39660",1980,685531
"new.row.13827","39660",1981,727176
"new.row.13828","39660",1982,770758
"new.row.13829","39660",1983,840979
"new.row.13830","39660",1984,942804
"new.row.13831","39660",1985,972212
"new.row.13832","39660",1986,1032404
"new.row.13833","39660",1987,1106180
"new.row.13834","39660",1988,1171909
"new.row.13835","39660",1989,1247898
"new.row.13836","39660",1990,1363838
"new.row.13837","39660",1991,1440207
"new.row.13838","39660",1992,1544251
"new.row.13839","39660",1993,1629377
"new.row.13840","39660",1994,1671084
"new.row.13841","39660",1995,1733087
"new.row.13842","39660",1996,1747551
"new.row.13843","39660",1997,1819628
"new.row.13844","39660",1998,1976003
"new.row.13845","39660",1999,2130212
"new.row.13846","39660",2000,2243067
"new.row.13847","39660",2001,2381029
"new.row.13848","39660",2002,2535370
"new.row.13849","39660",2003,2704924
"new.row.13850","39660",2004,2826121
"new.row.13851","39660",2005,2928554
"new.row.13852","39660",2006,2991820
"new.row.13853","39660",2007,3117492
"new.row.13854","39660",2008,3293471
"new.row.13855","39660",2009,3310979
"new.row.13856","39660",2010,3498461
"new.row.13857","39660",2011,3649403
"new.row.13858","39660",2012,3827527
"new.row.13859","39660",2013,3892024
"new.row.13860","43620",1969,362822
"new.row.13861","43620",1970,382474
"new.row.13862","43620",1971,417126
"new.row.13863","43620",1972,476266
"new.row.13864","43620",1973,581799
"new.row.13865","43620",1974,618079
"new.row.13866","43620",1975,679890
"new.row.13867","43620",1976,712885
"new.row.13868","43620",1977,818604
"new.row.13869","43620",1978,973489
"new.row.13870","43620",1979,1069931
"new.row.13871","43620",1980,1069009
"new.row.13872","43620",1981,1205540
"new.row.13873","43620",1982,1214768
"new.row.13874","43620",1983,1307923
"new.row.13875","43620",1984,1464545
"new.row.13876","43620",1985,1563315
"new.row.13877","43620",1986,1643023
"new.row.13878","43620",1987,1772358
"new.row.13879","43620",1988,1938830
"new.row.13880","43620",1989,2074745
"new.row.13881","43620",1990,2324341
"new.row.13882","43620",1991,2496150
"new.row.13883","43620",1992,2735717
"new.row.13884","43620",1993,2827064
"new.row.13885","43620",1994,3189043
"new.row.13886","43620",1995,3240323
"new.row.13887","43620",1996,3574921
