"","msa.fips","year","personal.current.transfer.receipts"
"new.row.14621","21340",2010,839962
"new.row.14622","21340",2011,687412
"new.row.14623","21340",2012,702465
"new.row.14624","21340",2013,908686
"new.row.14625","26420",1969,244003
"new.row.14626","26420",1970,266464
"new.row.14627","26420",1971,300164
"new.row.14628","26420",1972,344107
"new.row.14629","26420",1973,458954
"new.row.14630","26420",1974,563907
"new.row.14631","26420",1975,653975
"new.row.14632","26420",1976,753818
"new.row.14633","26420",1977,869743
"new.row.14634","26420",1978,1051132
"new.row.14635","26420",1979,1300559
"new.row.14636","26420",1980,1549217
"new.row.14637","26420",1981,2005305
"new.row.14638","26420",1982,2230846
"new.row.14639","26420",1983,2173492
"new.row.14640","26420",1984,2295904
"new.row.14641","26420",1985,2479097
"new.row.14642","26420",1986,2437547
"new.row.14643","26420",1987,2445236
"new.row.14644","26420",1988,2744133
"new.row.14645","26420",1989,3068367
"new.row.14646","26420",1990,3366132
"new.row.14647","26420",1991,3682902
"new.row.14648","26420",1992,3927572
"new.row.14649","26420",1993,4098080
"new.row.14650","26420",1994,4317049
"new.row.14651","26420",1995,4629782
"new.row.14652","26420",1996,4971456
"new.row.14653","26420",1997,5477194
"new.row.14654","26420",1998,5973702
"new.row.14655","26420",1999,6307587
"new.row.14656","26420",2000,6819990
"new.row.14657","26420",2001,7367390
"new.row.14658","26420",2002,7387603
"new.row.14659","26420",2003,7479418
"new.row.14660","26420",2004,7925876
"new.row.14661","26420",2005,8619551
"new.row.14662","26420",2006,9433515
"new.row.14663","26420",2007,10320512
"new.row.14664","26420",2008,11211958
"new.row.14665","26420",2009,10836179
"new.row.14666","26420",2010,11073379
"new.row.14667","26420",2011,9280804
"new.row.14668","26420",2012,9824555
"new.row.14669","26420",2013,13449465
"new.row.14670","28660",1969,13366
"new.row.14671","28660",1970,15229
"new.row.14672","28660",1971,16849
"new.row.14673","28660",1972,20097
"new.row.14674","28660",1973,26023
"new.row.14675","28660",1974,30378
"new.row.14676","28660",1975,33481
"new.row.14677","28660",1976,37633
"new.row.14678","28660",1977,41397
"new.row.14679","28660",1978,47005
"new.row.14680","28660",1979,50576
"new.row.14681","28660",1980,57167
"new.row.14682","28660",1981,70385
"new.row.14683","28660",1982,77638
"new.row.14684","28660",1983,84587
"new.row.14685","28660",1984,93259
"new.row.14686","28660",1985,104321
"new.row.14687","28660",1986,110618
"new.row.14688","28660",1987,113844
"new.row.14689","28660",1988,129423
"new.row.14690","28660",1989,136556
"new.row.14691","28660",1990,141560
"new.row.14692","28660",1991,140717
"new.row.14693","28660",1992,161409
"new.row.14694","28660",1993,183342
"new.row.14695","28660",1994,204451
"new.row.14696","28660",1995,217007
"new.row.14697","28660",1996,224324
"new.row.14698","28660",1997,231551
"new.row.14699","28660",1998,241371
"new.row.14700","28660",1999,256503
"new.row.14701","28660",2000,267346
"new.row.14702","28660",2001,281033
"new.row.14703","28660",2002,301180
"new.row.14704","28660",2003,316279
"new.row.14705","28660",2004,332255
"new.row.14706","28660",2005,361435
"new.row.14707","28660",2006,390491
"new.row.14708","28660",2007,424691
"new.row.14709","28660",2008,463934
"new.row.14710","28660",2009,492713
"new.row.14711","28660",2010,499075
"new.row.14712","28660",2011,397495
"new.row.14713","28660",2012,398930
"new.row.14714","28660",2013,520790
"new.row.14715","29700",1969,4198
"new.row.14716","29700",1970,4560
"new.row.14717","29700",1971,4974
"new.row.14718","29700",1972,5669
"new.row.14719","29700",1973,7128
"new.row.14720","29700",1974,7902
"new.row.14721","29700",1975,9076
"new.row.14722","29700",1976,10215
"new.row.14723","29700",1977,11637
"new.row.14724","29700",1978,13422
"new.row.14725","29700",1979,16327
"new.row.14726","29700",1980,20085
"new.row.14727","29700",1981,26085
"new.row.14728","29700",1982,27731
"new.row.14729","29700",1983,24813
"new.row.14730","29700",1984,27286
"new.row.14731","29700",1985,31753
"new.row.14732","29700",1986,32413
"new.row.14733","29700",1987,33981
"new.row.14734","29700",1988,40666
"new.row.14735","29700",1989,47022
"new.row.14736","29700",1990,52643
"new.row.14737","29700",1991,61489
"new.row.14738","29700",1992,68273
"new.row.14739","29700",1993,76041
"new.row.14740","29700",1994,86111
"new.row.14741","29700",1995,86512
"new.row.14742","29700",1996,91110
"new.row.14743","29700",1997,100708
"new.row.14744","29700",1998,105824
"new.row.14745","29700",1999,111192
"new.row.14746","29700",2000,119241
"new.row.14747","29700",2001,131599
"new.row.14748","29700",2002,142038
"new.row.14749","29700",2003,149053
"new.row.14750","29700",2004,159318
"new.row.14751","29700",2005,175005
"new.row.14752","29700",2006,187030
"new.row.14753","29700",2007,199385
"new.row.14754","29700",2008,212461
"new.row.14755","29700",2009,211353
"new.row.14756","29700",2010,219615
"new.row.14757","29700",2011,187192
"new.row.14758","29700",2012,193780
"new.row.14759","29700",2013,254284
"new.row.14760","30980",1969,9989
"new.row.14761","30980",1970,10795
"new.row.14762","30980",1971,12190
"new.row.14763","30980",1972,13789
"new.row.14764","30980",1973,18043
"new.row.14765","30980",1974,21768
"new.row.14766","30980",1975,24104
"new.row.14767","30980",1976,28467
"new.row.14768","30980",1977,31729
"new.row.14769","30980",1978,37260
"new.row.14770","30980",1979,45787
"new.row.14771","30980",1980,53030
"new.row.14772","30980",1981,68225
"new.row.14773","30980",1982,74670
"new.row.14774","30980",1983,73509
"new.row.14775","30980",1984,78728
"new.row.14776","30980",1985,85879
"new.row.14777","30980",1986,85315
"new.row.14778","30980",1987,85390
"new.row.14779","30980",1988,95565
"new.row.14780","30980",1989,101530
"new.row.14781","30980",1990,105892
"new.row.14782","30980",1991,114683
"new.row.14783","30980",1992,121666
"new.row.14784","30980",1993,123932
"new.row.14785","30980",1994,133556
"new.row.14786","30980",1995,141160
"new.row.14787","30980",1996,148056
"new.row.14788","30980",1997,158778
"new.row.14789","30980",1998,165970
"new.row.14790","30980",1999,169632
"new.row.14791","30980",2000,178560
"new.row.14792","30980",2001,194335
"new.row.14793","30980",2002,198595
"new.row.14794","30980",2003,205221
"new.row.14795","30980",2004,217673
"new.row.14796","30980",2005,238786
"new.row.14797","30980",2006,260311
"new.row.14798","30980",2007,284229
"new.row.14799","30980",2008,320274
"new.row.14800","30980",2009,309684
"new.row.14801","30980",2010,325900
"new.row.14802","30980",2011,269680
"new.row.14803","30980",2012,279149
"new.row.14804","30980",2013,371362
"new.row.14805","31180",1969,15319
"new.row.14806","31180",1970,16765
"new.row.14807","31180",1971,18491
"new.row.14808","31180",1972,21307
"new.row.14809","31180",1973,28002
"new.row.14810","31180",1974,33339
"new.row.14811","31180",1975,36033
"new.row.14812","31180",1976,40477
"new.row.14813","31180",1977,45892
"new.row.14814","31180",1978,52381
"new.row.14815","31180",1979,62189
"new.row.14816","31180",1980,70706
"new.row.14817","31180",1981,82549
"new.row.14818","31180",1982,90589
"new.row.14819","31180",1983,97189
"new.row.14820","31180",1984,100086
"new.row.14821","31180",1985,110983
"new.row.14822","31180",1986,113817
"new.row.14823","31180",1987,112942
"new.row.14824","31180",1988,127475
"new.row.14825","31180",1989,137079
"new.row.14826","31180",1990,145719
"new.row.14827","31180",1991,158160
"new.row.14828","31180",1992,163640
"new.row.14829","31180",1993,173235
"new.row.14830","31180",1994,186876
"new.row.14831","31180",1995,195200
"new.row.14832","31180",1996,200863
"new.row.14833","31180",1997,208130
"new.row.14834","31180",1998,220183
"new.row.14835","31180",1999,225588
"new.row.14836","31180",2000,237357
"new.row.14837","31180",2001,236981
"new.row.14838","31180",2002,250812
"new.row.14839","31180",2003,255499
"new.row.14840","31180",2004,267447
"new.row.14841","31180",2005,280888
"new.row.14842","31180",2006,300367
"new.row.14843","31180",2007,312566
"new.row.14844","31180",2008,329166
"new.row.14845","31180",2009,342267
"new.row.14846","31180",2010,346958
"new.row.14847","31180",2011,281140
"new.row.14848","31180",2012,292872
"new.row.14849","31180",2013,392072
"new.row.14850","32580",1969,7821
"new.row.14851","32580",1970,8578
"new.row.14852","32580",1971,9941
"new.row.14853","32580",1972,11856
"new.row.14854","32580",1973,16100
"new.row.14855","32580",1974,19491
"new.row.14856","32580",1975,22123
"new.row.14857","32580",1976,25575
"new.row.14858","32580",1977,28785
"new.row.14859","32580",1978,32818
"new.row.14860","32580",1979,38950
"new.row.14861","32580",1980,46271
"new.row.14862","32580",1981,58105
"new.row.14863","32580",1982,64620
"new.row.14864","32580",1983,65165
"new.row.14865","32580",1984,70526
"new.row.14866","32580",1985,80504
"new.row.14867","32580",1986,83458
"new.row.14868","32580",1987,86448
"new.row.14869","32580",1988,102939
"new.row.14870","32580",1989,115742
"new.row.14871","32580",1990,123503
"new.row.14872","32580",1991,139906
"new.row.14873","32580",1992,150151
"new.row.14874","32580",1993,164933
"new.row.14875","32580",1994,184434
"new.row.14876","32580",1995,194991
"new.row.14877","32580",1996,205090
"new.row.14878","32580",1997,223191
"new.row.14879","32580",1998,238146
"new.row.14880","32580",1999,253298
"new.row.14881","32580",2000,274195
"new.row.14882","32580",2001,298596
"new.row.14883","32580",2002,321157
"new.row.14884","32580",2003,341270
"new.row.14885","32580",2004,372240
"new.row.14886","32580",2005,405569
"new.row.14887","32580",2006,449955
"new.row.14888","32580",2007,489548
"new.row.14889","32580",2008,517522
"new.row.14890","32580",2009,548873
"new.row.14891","32580",2010,563165
"new.row.14892","32580",2011,474207
"new.row.14893","32580",2012,481196
"new.row.14894","32580",2013,624052
"new.row.14895","33260",1969,8310
"new.row.14896","33260",1970,8901
"new.row.14897","33260",1971,9803
"new.row.14898","33260",1972,10745
"new.row.14899","33260",1973,13939
"new.row.14900","33260",1974,16638
"new.row.14901","33260",1975,20403
"new.row.14902","33260",1976,22558
"new.row.14903","33260",1977,26444
"new.row.14904","33260",1978,32367
"new.row.14905","33260",1979,38823
"new.row.14906","33260",1980,50617
"new.row.14907","33260",1981,68702
"new.row.14908","33260",1982,80227
"new.row.14909","33260",1983,73496
"new.row.14910","33260",1984,75469
"new.row.14911","33260",1985,84380
"new.row.14912","33260",1986,77866
"new.row.14913","33260",1987,73016
"new.row.14914","33260",1988,82806
"new.row.14915","33260",1989,87968
"new.row.14916","33260",1990,90790
"new.row.14917","33260",1991,92305
"new.row.14918","33260",1992,97637
"new.row.14919","33260",1993,103785
"new.row.14920","33260",1994,105163
"new.row.14921","33260",1995,111085
"new.row.14922","33260",1996,119312
"new.row.14923","33260",1997,136739
"new.row.14924","33260",1998,137287
"new.row.14925","33260",1999,127812
"new.row.14926","33260",2000,135521
"new.row.14927","33260",2001,152608
"new.row.14928","33260",2002,149224
"new.row.14929","33260",2003,157090
"new.row.14930","33260",2004,174771
"new.row.14931","33260",2005,203717
"new.row.14932","33260",2006,233083
"new.row.14933","33260",2007,257936
"new.row.14934","33260",2008,336355
"new.row.14935","33260",2009,299195
"new.row.14936","33260",2010,338219
"new.row.14937","33260",2011,330898
"new.row.14938","33260",2012,369283
"new.row.14939","33260",2013,504127
"new.row.14940","36220",1969,9133
"new.row.14941","36220",1970,9813
"new.row.14942","36220",1971,10692
"new.row.14943","36220",1972,12118
"new.row.14944","36220",1973,15877
"new.row.14945","36220",1974,19787
"new.row.14946","36220",1975,23082
"new.row.14947","36220",1976,27300
"new.row.14948","36220",1977,31448
"new.row.14949","36220",1978,36721
"new.row.14950","36220",1979,42561
"new.row.14951","36220",1980,51629
"new.row.14952","36220",1981,73636
"new.row.14953","36220",1982,79634
"new.row.14954","36220",1983,68646
"new.row.14955","36220",1984,67906
"new.row.14956","36220",1985,73097
"new.row.14957","36220",1986,61106
"new.row.14958","36220",1987,57760
"new.row.14959","36220",1988,62605
"new.row.14960","36220",1989,65802
"new.row.14961","36220",1990,67049
"new.row.14962","36220",1991,73568
"new.row.14963","36220",1992,73076
"new.row.14964","36220",1993,76536
"new.row.14965","36220",1994,80830
"new.row.14966","36220",1995,83421
"new.row.14967","36220",1996,85872
"new.row.14968","36220",1997,95066
"new.row.14969","36220",1998,103676
"new.row.14970","36220",1999,95450
"new.row.14971","36220",2000,102231
"new.row.14972","36220",2001,109588
"new.row.14973","36220",2002,112157
"new.row.14974","36220",2003,114747
"new.row.14975","36220",2004,121801
"new.row.14976","36220",2005,136437
"new.row.14977","36220",2006,158961
"new.row.14978","36220",2007,182601
"new.row.14979","36220",2008,205846
"new.row.14980","36220",2009,188983
"new.row.14981","36220",2010,198623
"new.row.14982","36220",2011,185420
"new.row.14983","36220",2012,211653
"new.row.14984","36220",2013,294174
"new.row.14985","41660",1969,5785
"new.row.14986","41660",1970,6263
"new.row.14987","41660",1971,7059
"new.row.14988","41660",1972,7908
"new.row.14989","41660",1973,10355
"new.row.14990","41660",1974,11930
"new.row.14991","41660",1975,13208
"new.row.14992","41660",1976,14838
"new.row.14993","41660",1977,16896
"new.row.14994","41660",1978,19838
"new.row.14995","41660",1979,23557
"new.row.14996","41660",1980,27310
"new.row.14997","41660",1981,33954
"new.row.14998","41660",1982,38827
"new.row.14999","41660",1983,40293
"new.row.15000","41660",1984,42563
"new.row.15001","41660",1985,46035
"new.row.15002","41660",1986,46788
"new.row.15003","41660",1987,47076
"new.row.15004","41660",1988,51615
"new.row.15005","41660",1989,54322
"new.row.15006","41660",1990,56042
"new.row.15007","41660",1991,61436
"new.row.15008","41660",1992,64214
"new.row.15009","41660",1993,68879
"new.row.15010","41660",1994,72019
"new.row.15011","41660",1995,77125
"new.row.15012","41660",1996,78181
"new.row.15013","41660",1997,81582
"new.row.15014","41660",1998,87178
"new.row.15015","41660",1999,89112
"new.row.15016","41660",2000,90873
"new.row.15017","41660",2001,94770
"new.row.15018","41660",2002,98608
"new.row.15019","41660",2003,101651
"new.row.15020","41660",2004,107472
"new.row.15021","41660",2005,111327
"new.row.15022","41660",2006,115132
"new.row.15023","41660",2007,119501
"new.row.15024","41660",2008,128407
"new.row.15025","41660",2009,129516
"new.row.15026","41660",2010,133556
"new.row.15027","41660",2011,112044
"new.row.15028","41660",2012,116443
"new.row.15029","41660",2013,155326
"new.row.15030","41700",1969,70631
"new.row.15031","41700",1970,75595
"new.row.15032","41700",1971,86050
"new.row.15033","41700",1972,97577
"new.row.15034","41700",1973,126001
"new.row.15035","41700",1974,144228
"new.row.15036","41700",1975,153252
"new.row.15037","41700",1976,168788
"new.row.15038","41700",1977,188779
"new.row.15039","41700",1978,220021
"new.row.15040","41700",1979,263565
"new.row.15041","41700",1980,307760
"new.row.15042","41700",1981,381828
"new.row.15043","41700",1982,428010
"new.row.15044","41700",1983,469127
"new.row.15045","41700",1984,530448
"new.row.15046","41700",1985,611152
"new.row.15047","41700",1986,647856
"new.row.15048","41700",1987,662692
"new.row.15049","41700",1988,737792
"new.row.15050","41700",1989,791694
"new.row.15051","41700",1990,830844
"new.row.15052","41700",1991,908517
"new.row.15053","41700",1992,979487
"new.row.15054","41700",1993,1058945
"new.row.15055","41700",1994,1162711
"new.row.15056","41700",1995,1250554
"new.row.15057","41700",1996,1302276
"new.row.15058","41700",1997,1383199
"new.row.15059","41700",1998,1487362
"new.row.15060","41700",1999,1604645
"new.row.15061","41700",2000,1733520
"new.row.15062","41700",2001,1829793
"new.row.15063","41700",2002,1884371
"new.row.15064","41700",2003,1949068
