"","msa.fips","year","wage.and.salary.employment"
"new.row.3557","34940",2006,147480
"new.row.3558","34940",2007,141220
"new.row.3559","34940",2008,132188
"new.row.3560","34940",2009,121404
"new.row.3561","34940",2010,119981
"new.row.3562","34940",2011,123949
"new.row.3563","34940",2012,127253
"new.row.3564","35840",1969,65044
"new.row.3565","35840",1970,68794
"new.row.3566","35840",1971,72422
"new.row.3567","35840",1972,77974
"new.row.3568","35840",1973,88993
"new.row.3569","35840",1974,92858
"new.row.3570","35840",1975,88539
"new.row.3571","35840",1976,92174
"new.row.3572","35840",1977,101165
"new.row.3573","35840",1978,113027
"new.row.3574","35840",1979,120974
"new.row.3575","35840",1980,125280
"new.row.3576","35840",1981,130911
"new.row.3577","35840",1982,133531
"new.row.3578","35840",1983,141532
"new.row.3579","35840",1984,153619
"new.row.3580","35840",1985,157999
"new.row.3581","35840",1986,164903
"new.row.3582","35840",1987,175876
"new.row.3583","35840",1988,184359
"new.row.3584","35840",1989,192166
"new.row.3585","35840",1990,199760
"new.row.3586","35840",1991,202868
"new.row.3587","35840",1992,209983
"new.row.3588","35840",1993,219683
"new.row.3589","35840",1994,235961
"new.row.3590","35840",1995,255040
"new.row.3591","35840",1996,248186
"new.row.3592","35840",1997,258305
"new.row.3593","35840",1998,260054
"new.row.3594","35840",1999,267825
"new.row.3595","35840",2000,288487
"new.row.3596","35840",2001,260513
"new.row.3597","35840",2002,276777
"new.row.3598","35840",2003,278428
"new.row.3599","35840",2004,290736
"new.row.3600","35840",2005,306736
"new.row.3601","35840",2006,315915
"new.row.3602","35840",2007,308623
"new.row.3603","35840",2008,282776
"new.row.3604","35840",2009,263097
"new.row.3605","35840",2010,252241
"new.row.3606","35840",2011,254291
"new.row.3607","35840",2012,261474
"new.row.3608","36100",1969,21200
"new.row.3609","36100",1970,23033
"new.row.3610","36100",1971,24814
"new.row.3611","36100",1972,27001
"new.row.3612","36100",1973,30185
"new.row.3613","36100",1974,30761
"new.row.3614","36100",1975,29858
"new.row.3615","36100",1976,30507
"new.row.3616","36100",1977,31850
"new.row.3617","36100",1978,34752
"new.row.3618","36100",1979,37236
"new.row.3619","36100",1980,40370
"new.row.3620","36100",1981,42086
"new.row.3621","36100",1982,43073
"new.row.3622","36100",1983,45842
"new.row.3623","36100",1984,49605
"new.row.3624","36100",1985,53370
"new.row.3625","36100",1986,56916
"new.row.3626","36100",1987,60345
"new.row.3627","36100",1988,62747
"new.row.3628","36100",1989,64485
"new.row.3629","36100",1990,65782
"new.row.3630","36100",1991,65386
"new.row.3631","36100",1992,66272
"new.row.3632","36100",1993,70014
"new.row.3633","36100",1994,72304
"new.row.3634","36100",1995,74667
"new.row.3635","36100",1996,78489
"new.row.3636","36100",1997,81729
"new.row.3637","36100",1998,84820
"new.row.3638","36100",1999,87625
"new.row.3639","36100",2000,89396
"new.row.3640","36100",2001,88745
"new.row.3641","36100",2002,90435
"new.row.3642","36100",2003,95341
"new.row.3643","36100",2004,100050
"new.row.3644","36100",2005,105809
"new.row.3645","36100",2006,112833
"new.row.3646","36100",2007,113151
"new.row.3647","36100",2008,108255
"new.row.3648","36100",2009,98723
"new.row.3649","36100",2010,95694
"new.row.3650","36100",2011,95658
"new.row.3651","36100",2012,97254
"new.row.3652","36740",1969,188628
"new.row.3653","36740",1970,198164
"new.row.3654","36740",1971,214026
"new.row.3655","36740",1972,246346
"new.row.3656","36740",1973,277673
"new.row.3657","36740",1974,281387
"new.row.3658","36740",1975,271120
"new.row.3659","36740",1976,280426
"new.row.3660","36740",1977,294434
"new.row.3661","36740",1978,322602
"new.row.3662","36740",1979,342082
"new.row.3663","36740",1980,360856
"new.row.3664","36740",1981,379078
"new.row.3665","36740",1982,395999
"new.row.3666","36740",1983,422429
"new.row.3667","36740",1984,459773
"new.row.3668","36740",1985,486681
"new.row.3669","36740",1986,518907
"new.row.3670","36740",1987,551622
"new.row.3671","36740",1988,582703
"new.row.3672","36740",1989,623355
"new.row.3673","36740",1990,644627
"new.row.3674","36740",1991,636822
"new.row.3675","36740",1992,656519
"new.row.3676","36740",1993,687419
"new.row.3677","36740",1994,712011
"new.row.3678","36740",1995,731661
"new.row.3679","36740",1996,770646
"new.row.3680","36740",1997,814745
"new.row.3681","36740",1998,858969
"new.row.3682","36740",1999,902535
"new.row.3683","36740",2000,933885
"new.row.3684","36740",2001,933324
"new.row.3685","36740",2002,923766
"new.row.3686","36740",2003,952735
"new.row.3687","36740",2004,998005
"new.row.3688","36740",2005,1052137
"new.row.3689","36740",2006,1093204
"new.row.3690","36740",2007,1112802
"new.row.3691","36740",2008,1090928
"new.row.3692","36740",2009,1020189
"new.row.3693","36740",2010,1011780
"new.row.3694","36740",2011,1028494
"new.row.3695","36740",2012,1061285
"new.row.3696","37340",1969,97314
"new.row.3697","37340",1970,88479
"new.row.3698","37340",1971,83686
"new.row.3699","37340",1972,84992
"new.row.3700","37340",1973,89314
"new.row.3701","37340",1974,87443
"new.row.3702","37340",1975,85147
"new.row.3703","37340",1976,85816
"new.row.3704","37340",1977,89280
"new.row.3705","37340",1978,97004
"new.row.3706","37340",1979,105423
"new.row.3707","37340",1980,112082
"new.row.3708","37340",1981,116084
"new.row.3709","37340",1982,118844
"new.row.3710","37340",1983,126634
"new.row.3711","37340",1984,137290
"new.row.3712","37340",1985,145726
"new.row.3713","37340",1986,148019
"new.row.3714","37340",1987,152394
"new.row.3715","37340",1988,161148
"new.row.3716","37340",1989,168819
"new.row.3717","37340",1990,172974
"new.row.3718","37340",1991,172466
"new.row.3719","37340",1992,173050
"new.row.3720","37340",1993,175198
"new.row.3721","37340",1994,177544
"new.row.3722","37340",1995,177023
"new.row.3723","37340",1996,179032
"new.row.3724","37340",1997,185490
"new.row.3725","37340",1998,188737
"new.row.3726","37340",1999,192609
"new.row.3727","37340",2000,198301
"new.row.3728","37340",2001,204199
"new.row.3729","37340",2002,202350
"new.row.3730","37340",2003,208631
"new.row.3731","37340",2004,216541
"new.row.3732","37340",2005,223849
"new.row.3733","37340",2006,228912
"new.row.3734","37340",2007,224228
"new.row.3735","37340",2008,217106
"new.row.3736","37340",2009,205790
"new.row.3737","37340",2010,203352
"new.row.3738","37340",2011,202458
"new.row.3739","37340",2012,202618
"new.row.3740","37460",1969,30319
"new.row.3741","37460",1970,31242
"new.row.3742","37460",1971,31244
"new.row.3743","37460",1972,31936
"new.row.3744","37460",1973,34642
"new.row.3745","37460",1974,37007
"new.row.3746","37460",1975,37386
"new.row.3747","37460",1976,39400
"new.row.3748","37460",1977,40085
"new.row.3749","37460",1978,41855
"new.row.3750","37460",1979,42534
"new.row.3751","37460",1980,43243
"new.row.3752","37460",1981,44975
"new.row.3753","37460",1982,46417
"new.row.3754","37460",1983,47987
"new.row.3755","37460",1984,52120
"new.row.3756","37460",1985,55296
"new.row.3757","37460",1986,56781
"new.row.3758","37460",1987,57600
"new.row.3759","37460",1988,58731
"new.row.3760","37460",1989,60206
"new.row.3761","37460",1990,62495
"new.row.3762","37460",1991,63479
"new.row.3763","37460",1992,64478
"new.row.3764","37460",1993,66449
"new.row.3765","37460",1994,67399
"new.row.3766","37460",1995,68435
"new.row.3767","37460",1996,70642
"new.row.3768","37460",1997,71054
"new.row.3769","37460",1998,71513
"new.row.3770","37460",1999,72475
"new.row.3771","37460",2000,72053
"new.row.3772","37460",2001,73575
"new.row.3773","37460",2002,75153
"new.row.3774","37460",2003,77294
"new.row.3775","37460",2004,81749
"new.row.3776","37460",2005,84951
"new.row.3777","37460",2006,87685
"new.row.3778","37460",2007,86992
"new.row.3779","37460",2008,85669
"new.row.3780","37460",2009,82117
"new.row.3781","37460",2010,81061
"new.row.3782","37460",2011,81290
"new.row.3783","37460",2012,81714
"new.row.3784","37860",1969,93411
"new.row.3785","37860",1970,95027
"new.row.3786","37860",1971,97669
"new.row.3787","37860",1972,100923
"new.row.3788","37860",1973,102628
"new.row.3789","37860",1974,105779
"new.row.3790","37860",1975,106522
"new.row.3791","37860",1976,106200
"new.row.3792","37860",1977,108852
"new.row.3793","37860",1978,112604
"new.row.3794","37860",1979,114866
"new.row.3795","37860",1980,116897
"new.row.3796","37860",1981,121213
"new.row.3797","37860",1982,121343
"new.row.3798","37860",1983,124003
"new.row.3799","37860",1984,130024
"new.row.3800","37860",1985,133338
"new.row.3801","37860",1986,137333
"new.row.3802","37860",1987,139616
"new.row.3803","37860",1988,140673
"new.row.3804","37860",1989,143958
"new.row.3805","37860",1990,145342
"new.row.3806","37860",1991,145275
"new.row.3807","37860",1992,148925
"new.row.3808","37860",1993,149695
"new.row.3809","37860",1994,152340
"new.row.3810","37860",1995,155880
"new.row.3811","37860",1996,160995
"new.row.3812","37860",1997,168134
"new.row.3813","37860",1998,171647
"new.row.3814","37860",1999,175285
"new.row.3815","37860",2000,178084
"new.row.3816","37860",2001,174180
"new.row.3817","37860",2002,173395
"new.row.3818","37860",2003,175410
"new.row.3819","37860",2004,181483
"new.row.3820","37860",2005,183376
"new.row.3821","37860",2006,187669
"new.row.3822","37860",2007,188217
"new.row.3823","37860",2008,183150
"new.row.3824","37860",2009,174814
"new.row.3825","37860",2010,173572
"new.row.3826","37860",2011,175284
"new.row.3827","37860",2012,176282
"new.row.3828","38940",1969,25992
"new.row.3829","38940",1970,27688
"new.row.3830","38940",1971,29047
"new.row.3831","38940",1972,32650
"new.row.3832","38940",1973,36945
"new.row.3833","38940",1974,38433
"new.row.3834","38940",1975,37952
"new.row.3835","38940",1976,39675
"new.row.3836","38940",1977,42228
"new.row.3837","38940",1978,46655
"new.row.3838","38940",1979,51838
"new.row.3839","38940",1980,56940
"new.row.3840","38940",1981,58800
"new.row.3841","38940",1982,60241
"new.row.3842","38940",1983,62305
"new.row.3843","38940",1984,65783
"new.row.3844","38940",1985,68738
"new.row.3845","38940",1986,72279
"new.row.3846","38940",1987,78186
"new.row.3847","38940",1988,83403
"new.row.3848","38940",1989,88386
"new.row.3849","38940",1990,89695
"new.row.3850","38940",1991,87833
"new.row.3851","38940",1992,87770
"new.row.3852","38940",1993,89881
"new.row.3853","38940",1994,91931
"new.row.3854","38940",1995,94519
"new.row.3855","38940",1996,98612
"new.row.3856","38940",1997,101168
"new.row.3857","38940",1998,104058
"new.row.3858","38940",1999,107575
"new.row.3859","38940",2000,110907
"new.row.3860","38940",2001,113909
"new.row.3861","38940",2002,116419
"new.row.3862","38940",2003,121608
"new.row.3863","38940",2004,129577
"new.row.3864","38940",2005,138840
"new.row.3865","38940",2006,144928
"new.row.3866","38940",2007,144111
"new.row.3867","38940",2008,138212
"new.row.3868","38940",2009,129576
"new.row.3869","38940",2010,129108
"new.row.3870","38940",2011,129410
"new.row.3871","38940",2012,131672
"new.row.3872","39460",1969,5620
"new.row.3873","39460",1970,6219
"new.row.3874","39460",1971,6938
"new.row.3875","39460",1972,8316
"new.row.3876","39460",1973,9489
"new.row.3877","39460",1974,9445
"new.row.3878","39460",1975,9404
"new.row.3879","39460",1976,9959
"new.row.3880","39460",1977,11434
"new.row.3881","39460",1978,13384
"new.row.3882","39460",1979,13671
"new.row.3883","39460",1980,14801
"new.row.3884","39460",1981,16262
"new.row.3885","39460",1982,15686
"new.row.3886","39460",1983,16615
"new.row.3887","39460",1984,17311
"new.row.3888","39460",1985,18765
"new.row.3889","39460",1986,20609
"new.row.3890","39460",1987,22565
"new.row.3891","39460",1988,24807
"new.row.3892","39460",1989,27300
"new.row.3893","39460",1990,29076
"new.row.3894","39460",1991,29232
"new.row.3895","39460",1992,30254
"new.row.3896","39460",1993,31141
"new.row.3897","39460",1994,32673
"new.row.3898","39460",1995,33241
"new.row.3899","39460",1996,34727
"new.row.3900","39460",1997,35629
"new.row.3901","39460",1998,36886
"new.row.3902","39460",1999,39355
"new.row.3903","39460",2000,40581
"new.row.3904","39460",2001,42468
"new.row.3905","39460",2002,41269
"new.row.3906","39460",2003,41292
"new.row.3907","39460",2004,42904
"new.row.3908","39460",2005,44530
"new.row.3909","39460",2006,48991
"new.row.3910","39460",2007,47613
"new.row.3911","39460",2008,45302
"new.row.3912","39460",2009,42893
"new.row.3913","39460",2010,43185
"new.row.3914","39460",2011,43927
"new.row.3915","39460",2012,44752
"new.row.3916","42680",1969,12618
"new.row.3917","42680",1970,12430
"new.row.3918","42680",1971,13466
"new.row.3919","42680",1972,15242
"new.row.3920","42680",1973,17467
"new.row.3921","42680",1974,17601
"new.row.3922","42680",1975,17217
"new.row.3923","42680",1976,17985
"new.row.3924","42680",1977,19084
"new.row.3925","42680",1978,21157
"new.row.3926","42680",1979,22185
"new.row.3927","42680",1980,22361
"new.row.3928","42680",1981,23683
"new.row.3929","42680",1982,22999
"new.row.3930","42680",1983,23768
"new.row.3931","42680",1984,25621
"new.row.3932","42680",1985,27212
"new.row.3933","42680",1986,29311
"new.row.3934","42680",1987,30821
"new.row.3935","42680",1988,33461
"new.row.3936","42680",1989,35961
"new.row.3937","42680",1990,36186
"new.row.3938","42680",1991,35380
"new.row.3939","42680",1992,34867
"new.row.3940","42680",1993,35553
"new.row.3941","42680",1994,36909
"new.row.3942","42680",1995,38312
"new.row.3943","42680",1996,40123
"new.row.3944","42680",1997,42316
"new.row.3945","42680",1998,44369
"new.row.3946","42680",1999,45269
"new.row.3947","42680",2000,45570
"new.row.3948","42680",2001,46044
"new.row.3949","42680",2002,46519
"new.row.3950","42680",2003,50165
"new.row.3951","42680",2004,50751
"new.row.3952","42680",2005,52876
"new.row.3953","42680",2006,55961
"new.row.3954","42680",2007,55626
"new.row.3955","42680",2008,53588
"new.row.3956","42680",2009,49897
"new.row.3957","42680",2010,49041
"new.row.3958","42680",2011,49519
"new.row.3959","42680",2012,50272
"new.row.3960","42700",1969,7922
"new.row.3961","42700",1970,8117
"new.row.3962","42700",1971,8533
"new.row.3963","42700",1972,9055
"new.row.3964","42700",1973,9931
"new.row.3965","42700",1974,10655
"new.row.3966","42700",1975,10709
"new.row.3967","42700",1976,10883
"new.row.3968","42700",1977,11340
"new.row.3969","42700",1978,12380
"new.row.3970","42700",1979,12962
"new.row.3971","42700",1980,13914
"new.row.3972","42700",1981,14421
"new.row.3973","42700",1982,14409
"new.row.3974","42700",1983,15250
"new.row.3975","42700",1984,16232
"new.row.3976","42700",1985,17051
"new.row.3977","42700",1986,17850
"new.row.3978","42700",1987,18778
"new.row.3979","42700",1988,19610
"new.row.3980","42700",1989,20505
"new.row.3981","42700",1990,21738
"new.row.3982","42700",1991,22344
"new.row.3983","42700",1992,22832
"new.row.3984","42700",1993,23113
"new.row.3985","42700",1994,24437
"new.row.3986","42700",1995,24859
"new.row.3987","42700",1996,25169
"new.row.3988","42700",1997,26136
"new.row.3989","42700",1998,27299
"new.row.3990","42700",1999,28679
"new.row.3991","42700",2000,25668
"new.row.3992","42700",2001,25608
"new.row.3993","42700",2002,27055
"new.row.3994","42700",2003,28943
"new.row.3995","42700",2004,28952
"new.row.3996","42700",2005,29632
"new.row.3997","42700",2006,30971
"new.row.3998","42700",2007,31909
"new.row.3999","42700",2008,31090
"new.row.4000","42700",2009,29827
"new.row.4001","42700",2010,29730
"new.row.4002","42700",2011,30099
"new.row.4003","42700",2012,29952
"new.row.4004","45220",1969,58884
"new.row.4005","45220",1970,61171
"new.row.4006","45220",1971,64602
"new.row.4007","45220",1972,69563
"new.row.4008","45220",1973,74873
"new.row.4009","45220",1974,77458
"new.row.4010","45220",1975,77523
"new.row.4011","45220",1976,78230
"new.row.4012","45220",1977,80336
"new.row.4013","45220",1978,83553
"new.row.4014","45220",1979,88450
"new.row.4015","45220",1980,93159
"new.row.4016","45220",1981,95415
"new.row.4017","45220",1982,95843
"new.row.4018","45220",1983,99307
"new.row.4019","45220",1984,102747
"new.row.4020","45220",1985,107247
"new.row.4021","45220",1986,113498
"new.row.4022","45220",1987,119590
"new.row.4023","45220",1988,124917
"new.row.4024","45220",1989,131596
"new.row.4025","45220",1990,136133
"new.row.4026","45220",1991,137962
"new.row.4027","45220",1992,140545
"new.row.4028","45220",1993,145545
"new.row.4029","45220",1994,151171
"new.row.4030","45220",1995,156058
"new.row.4031","45220",1996,157867
"new.row.4032","45220",1997,163356
"new.row.4033","45220",1998,165202
"new.row.4034","45220",1999,170359
"new.row.4035","45220",2000,174113
"new.row.4036","45220",2001,176672
"new.row.4037","45220",2002,173025
"new.row.4038","45220",2003,172997
"new.row.4039","45220",2004,174770
"new.row.4040","45220",2005,178932
