"","msa.fips","year","real.gdp","employment","worker.productivity"
"1","10180",2001,4242,89514,47389.2352034319
"2","10180",2002,4390,90394,48565.1702546629
"3","10180",2003,4461,91990,48494.4015653875
"4","10180",2004,4542,93421,48618.618940067
"5","10180",2005,4452,94654,47034.4623576394
"6","10180",2006,4578,95580,47897.0495919648
"7","10180",2007,4807,97660,49221.7898832685
"8","10180",2008,4922,99715,49360.6779321065
"9","10180",2009,4750,97812,48562.5485625486
"10","10180",2010,4798,97107,49409.4143573584
"11","10180",2011,4862,98429,49396.0113381219
"12","10180",2012,5098,99870,51046.3602683489
"13","10420",2001,23067,392626,58750.5666970603
"14","10420",2002,23892,392580,60858.9332110653
"15","10420",2003,24334,393640,61817.9046844833
"16","10420",2004,25082,401040,62542.389786555
"17","10420",2005,25555,408949,62489.4546752774
"18","10420",2006,25334,413964,61198.5583287436
"19","10420",2007,25597,419706,60987.9296459903
"20","10420",2008,25399,419611,60529.8717145165
"21","10420",2009,23819,400451,59480.4358086258
"22","10420",2010,24169,395745,61072.1550493373
"23","10420",2011,24553,400411,61319.4942196893
"24","10420",2012,25165,406183,61954.8331663314
"25","10500",2001,4625,79520,58161.4688128773
"26","10500",2002,4599,77966,58987.2508529359
"27","10500",2003,4673,79268,58951.909976283
"28","10500",2004,4640,79358,58469.2154540185
"29","10500",2005,4710,81093,58081.4620250823
"30","10500",2006,4559,81219,56132.1858185892
"31","10500",2007,4547,81680,55668.4622918707
"32","10500",2008,4397,80922,54336.2744371123
"33","10500",2009,4358,78681,55388.2131645505
"34","10500",2010,4224,78031,54132.3320218887
"35","10500",2011,4164,79763,52204.6562942718
"36","10500",2012,4212,79989,52657.2403705509
"37","10540",2001,2610,51696,50487.4651810585
"38","10540",2002,2784,51213,54361.1973522348
"39","10540",2003,2718,50790,53514.4713526285
"40","10540",2004,2879,51569,55828.113789292
"41","10540",2005,2924,53462,54693.0530096143
"42","10540",2006,3032,54529,55603.4403711786
"43","10540",2007,2910,55579,52357.9049641051
"44","10540",2008,2895,55692,51982.3313940961
"45","10540",2009,2784,52083,53453.1421001094
"46","10540",2010,2720,51439,52878.166371819
"47","10540",2011,2740,51009,53716.0109000372
"48","10540",2012,2852,51460,55421.686746988
"49","10580",2001,31851,519215,61344.5297227545
"50","10580",2002,32277,518143,62293.6139251133
"51","10580",2003,33290,522682,63690.7335626633
"52","10580",2004,34219,528835,64706.3828982575
"53","10580",2005,34346,534973,64201.3709103076
"54","10580",2006,35004,537457,65128.9312447321
"55","10580",2007,34602,542360,63798.9527251272
"56","10580",2008,34401,547684,62811.767369505
"57","10580",2009,35039,539416,64957.2871401664
"58","10580",2010,35156,532901,65970.9777238174
"59","10580",2011,35355,537553,65770.2589326076
"60","10580",2012,35872,543806,65964.7006469219
"61","10740",2001,27906,452415,61682.3049633633
"62","10740",2002,27444,452487,60651.466229969
"63","10740",2003,29340,457258,64165.0884183546
"64","10740",2004,32756,470208,69662.7875323261
"65","10740",2005,33221,481101,69052.0285761202
"66","10740",2006,33792,498798,67746.8634597573
"67","10740",2007,33393,508999,65605.2369454557
"68","10740",2008,33225,509393,65224.6889925853
"69","10740",2009,33915,492509,68861.6857763005
"70","10740",2010,34765,481956,72133.1407846359
"71","10740",2011,34894,480059,72686.89890201
"72","10740",2012,35185,483010,72845.2827063622
"73","10780",2001,3747,74009,50628.9775567836
"74","10780",2002,3855,74601,51674.9105239876
"75","10780",2003,3885,74877,51885.0915501422
"76","10780",2004,4118,76361,53928.0522779953
"77","10780",2005,4262,78125,54553.6
"78","10780",2006,4473,82292,54355.22286492
"79","10780",2007,4575,84227,54317.4991392309
"80","10780",2008,4633,84185,55033.5570469799
"81","10780",2009,4581,82260,55689.2778993435
"82","10780",2010,4737,80514,58834.4884119532
"83","10780",2011,4781,81002,59023.2339942224
"84","10780",2012,4760,80658,59014.6048749039
"85","10900",2001,24856,390939,63580.2516505133
"86","10900",2002,25734,390322,65930.1807225829
"87","10900",2003,25388,393637,64495.9696370006
"88","10900",2004,25492,400599,63634.7070262282
"89","10900",2005,25794,410736,62799.4624284212
"90","10900",2006,26148,419996,62257.7357879599
"91","10900",2007,26574,427264,62195.7384661474
"92","10900",2008,26262,428109,61344.1903814216
"93","10900",2009,25441,417453,60943.387638848
"94","10900",2010,26206,417782,62726.493721606
"95","10900",2011,26543,425328,62405.9549336042
"96","10900",2012,27203,433217,62793.0113545867
"97","11020",2001,3490,71975,48489.0587009378
"98","11020",2002,3500,72071,48563.2223779329
"99","11020",2003,3586,72582,49406.1888622523
"100","11020",2004,3609,73566,49057.9887448006
"101","11020",2005,3670,74410,49321.3277785244
"102","11020",2006,3656,74630,48988.3424896154
"103","11020",2007,3755,75269,49887.7359869269
"104","11020",2008,3678,74399,49436.1483353271
"105","11020",2009,3656,73228,49926.2577156279
"106","11020",2010,3653,72529,50366.0604723628
"107","11020",2011,3688,73364,50269.8871381059
"108","11020",2012,3812,73694,51727.4133579396
"109","11100",2001,7312,136417,53600.3577266763
"110","11100",2002,7531,137392,54813.9629672761
"111","11100",2003,7699,141618,54364.5581776328
"112","11100",2004,7874,145308,54188.344757343
"113","11100",2005,7893,147145,53640.9663936933
"114","11100",2006,8179,150561,54323.496788677
"115","11100",2007,8380,153253,54680.8219088696
"116","11100",2008,8675,156468,55442.6464197152
"117","11100",2009,8744,156089,56019.3223097079
"118","11100",2010,8920,154017,57915.6846322159
"119","11100",2011,8983,156947,57235.8821767858
"120","11100",2012,9100,158625,57368.0063041765
"121","11180",2001,2875,53249,53991.6242558546
"122","11180",2002,2877,53510,53765.6512801346
"123","11180",2003,2983,53733,55515.2327247688
"124","11180",2004,3125,54964,56855.3962593698
"125","11180",2005,3137,55093,56940.0831321584
"126","11180",2006,3313,55850,59319.606087735
"127","11180",2007,3336,56444,59102.8275813195
"128","11180",2008,3524,56558,62307.7195091764
"129","11180",2009,3328,56005,59423.2657798411
"130","11180",2010,3528,55497,63571.0038380453
"131","11180",2011,3645,56153,64911.9370291881
"132","11180",2012,3795,56622,67023.4184592561
"133","11260",2001,19864,201651,98506.8261501307
"134","11260",2002,20206,206182,98000.7954137607
"135","11260",2003,19815,209892,94405.6943570979
"136","11260",2004,21134,214670,98448.7818512135
"137","11260",2005,21180,219253,96600.7306627503
"138","11260",2006,22174,224563,98742.891749754
"139","11260",2007,22625,228774,98896.7277750094
"140","11260",2008,22744,230791,98548.0369685126
"141","11260",2009,24885,231133,107665.28362458
"142","11260",2010,24412,229926,106173.290536955
"143","11260",2011,24627,230107,107024.123559909
"144","11260",2012,25191,235886,106793.111926948
"145","11460",2001,16028,241692,66315.8068947255
"146","11460",2002,17083,241125,70847.0710212545
"147","11460",2003,17389,238950,72772.5465578573
"148","11460",2004,17134,240142,71349.4515744851
"149","11460",2005,17178,242617,70802.9528021532
"150","11460",2006,16953,242018,70048.5087886025
"151","11460",2007,17460,241513,72294.2450302882
"152","11460",2008,16889,238158,70915.1067778534
"153","11460",2009,15857,233949,67779.7297701636
"154","11460",2010,16411,237441,69116.1172670263
"155","11460",2011,16622,241210,68910.9075079806
"156","11460",2012,16880,244980,68903.583966038
"157","11500",2001,2718,59782,45465.1901910274
"158","11500",2002,2843,60331,47123.3694120767
"159","11500",2003,2949,61027,48322.8734822292
"160","11500",2004,3162,63189,50040.3551251009
"161","11500",2005,3263,63835,51116.1588470275
"162","11500",2006,3321,64603,51406.2814420383
"163","11500",2007,3464,66547,52053.4359174719
"164","11500",2008,3486,65043,53595.3138692865
"165","11500",2009,3262,62000,52612.9032258065
"166","11500",2010,3300,60483,54560.7856753137
"167","11500",2011,3254,60826,53496.8598954394
"168","11500",2012,3225,60291,53490.57073195
"169","11540",2001,8149,138376,58890.2699890154
"170","11540",2002,8027,139404,57580.8441651603
"171","11540",2003,8351,141656,58952.6740836957
"172","11540",2004,8636,145426,59384.15414025
"173","11540",2005,8730,146666,59522.9978318083
"174","11540",2006,8773,148158,59213.8122814833
"175","11540",2007,8875,151022,58766.2724636146
"176","11540",2008,8483,150751,56271.6001883901
"177","11540",2009,8458,146687,57660.1880193882
"178","11540",2010,8584,145206,59116.0144897594
"179","11540",2011,8708,148131,58785.8044568659
"180","11540",2012,8807,150448,58538.4983515899
"181","11700",2001,10900,214468,50823.4328664416
"182","11700",2002,11065,215013,51462.0046229763
"183","11700",2003,11207,218521,51285.6887896358
"184","11700",2004,11613,224430,51744.4191952947
"185","11700",2005,11967,229994,52031.7921337078
"186","11700",2006,12340,237845,51882.5285374929
"187","11700",2007,12525,247760,50552.9544720697
"188","11700",2008,12952,246314,52583.2879982461
"189","11700",2009,12548,236554,53044.9707043635
"190","11700",2010,12577,234897,53542.6165510841
"191","11700",2011,12552,239691,52367.4230571861
"192","11700",2012,12905,243270,53048.0536029926
"193","12020",2001,5148,96220,53502.3903554355
"194","12020",2002,5146,96689,53222.1865982687
"195","12020",2003,5257,98989,53106.9108688844
"196","12020",2004,5347,101290,52789.021621088
"197","12020",2005,5529,105712,52302.4822158317
"198","12020",2006,5549,109054,50883.0487648321
"199","12020",2007,5671,112737,50302.9174095461
"200","12020",2008,5793,113041,51246.8927203404
"201","12020",2009,5662,110330,51318.7709598477
"202","12020",2010,5721,109237,52372.3646749728
"203","12020",2011,5679,109692,51772.2349852314
"204","12020",2012,5746,111104,51717.3099078341
"205","12060",2001,222711,2812463,79187.1750846144
"206","12060",2002,226447,2798820,80908.0255250427
"207","12060",2003,230458,2807704,82080.5896917909
"208","12060",2004,236280,2890033,81756.8519113796
"209","12060",2005,244240,2999666,81422.3983603508
"210","12060",2006,249992,3114975,80254.8977118597
"211","12060",2007,257683,3220565,80011.7370709798
"212","12060",2008,254444,3205157,79385.8147978399
"213","12060",2009,239062,3087887,77419.2838015122
"214","12060",2010,243667,3059005,79655.6396606086
"215","12060",2011,249981,3137381,79678.2411826935
"216","12060",2012,256357,3198998,80136.6552901877
"217","12100",2001,11904,173368,68663.1904388353
"218","12100",2002,12209,173389,70413.9247587794
"219","12100",2003,12539,176421,71074.3052130982
"220","12100",2004,12567,179474,70021.2844200274
"221","12100",2005,12991,185561,70009.323079742
"222","12100",2006,13085,187018,69966.5272861436
"223","12100",2007,12716,185663,68489.6829201295
"224","12100",2008,12199,184591,66086.6456111078
"225","12100",2009,11304,176355,64097.9841796377
"226","12100",2010,11553,174500,66206.3037249284
"227","12100",2011,11380,174957,65044.5538046491
"228","12100",2012,11468,177824,64490.7324095735
"229","12220",2001,2483,54171,45836.3330933525
"230","12220",2002,2525,56167,44955.2228176687
"231","12220",2003,2666,57288,46536.7965367965
"232","12220",2004,2892,60871,47510.308685581
"233","12220",2005,3018,63477,47544.7799990548
"234","12220",2006,3151,66238,47570.8807633081
"235","12220",2007,3227,68359,47206.6589622434
"236","12220",2008,3347,68583,48802.1812985725
"237","12220",2009,3285,67134,48931.9867727232
"238","12220",2010,3425,66836,51244.8381111976
"239","12220",2011,3548,69471,51071.6701933181
"240","12220",2012,3581,71859,49833.7021110786
"241","12260",2001,16318,273905,59575.4002300068
"242","12260",2002,16332,273670,59677.7140351518
"243","12260",2003,16712,278730,59957.6651239551
"244","12260",2004,16661,286516,58150.3301735331
"245","12260",2005,16802,291349,57669.6676494513
"246","12260",2006,16415,293152,55994.8422661282
"247","12260",2007,16537,299202,55270.3524709059
"248","12260",2008,16642,299582,55550.7340227383
"249","12260",2009,16460,294983,55799.8257526705
"250","12260",2010,16909,294642,57388.2881598686
"251","12260",2011,17254,297107,58073.3540441659
"252","12260",2012,17447,297975,58551.8919372431
"253","12420",2001,55078,864443,63715.0164903875
"254","12420",2002,55079,857145,64258.6726866516
"255","12420",2003,56957,863089,65992.0355838158
"256","12420",2004,61934,886466,69866.1877612903
"257","12420",2005,66174,932804,70940.947937616
"258","12420",2006,71783,977181,73459.2670139923
"259","12420",2007,74621,1033499,72202.2953094294
"260","12420",2008,78084,1068481,73079.4464290895
"261","12420",2009,76580,1063997,71973.8871444186
"262","12420",2010,82294,1076507,76445.3923662364
"263","12420",2011,85261,1112225,76658.0503045697
"264","12420",2012,90831,1151301,78894.224881243
"265","12540",2001,19373,311946,62103.6974348124
"266","12540",2002,21496,319271,67328.3824713175
"267","12540",2003,21801,325961,66882.2343777323
"268","12540",2004,23067,328645,70188.1969906738
"269","12540",2005,23666,345022,68592.7274202804
"270","12540",2006,25233,356784,70723.4629355576
"271","12540",2007,26164,366751,71339.9554466109
"272","12540",2008,26211,369152,71003.2723647712
"273","12540",2009,27718,354513,78186.1313971561
"274","12540",2010,27802,354198,78492.8203998893
"275","12540",2011,26908,369336,72855.0696384864
"276","12540",2012,28492,386642,73690.9078682606
"277","12580",2001,109859,1545730,71072.5676541181
"278","12580",2002,112222,1558866,71989.51032353
"279","12580",2003,114144,1568774,72760.0023967761
"280","12580",2004,118547,1597614,74202.5295221499
"281","12580",2005,121468,1630560,74494.6521440487
"282","12580",2006,123560,1663668,74269.625910939
"283","12580",2007,125240,1696016,73843.6429845001
"284","12580",2008,125962,1695343,74298.8292044737
"285","12580",2009,124519,1659308,75042.72865556
"286","12580",2010,129306,1648603,78433.6799095962
"287","12580",2011,131273,1680470,78116.8363612561
"288","12580",2012,135507,1719498,78806.1399315382
"289","12620",2001,4657,89862,51823.9077696913
"290","12620",2002,4753,90178,52706.8686375834
"291","12620",2003,4716,89515,52683.9077249623
"292","12620",2004,4893,90778,53900.7248452268
"293","12620",2005,4881,91982,53064.7300558805
"294","12620",2006,4942,92917,53187.253139899
"295","12620",2007,4955,94160,52623.1945624469
"296","12620",2008,4781,93890,50921.2908722974
"297","12620",2009,4722,91605,51547.4046176519
"298","12620",2010,4741,89500,52972.0670391061
"299","12620",2011,4775,89623,53278.734253484
"300","12620",2012,4841,90342,53585.264882336
"301","12700",2001,7775,132541,58661.0935484114
"302","12700",2002,8378,134168,62444.0999344106
"303","12700",2003,8223,138093,59546.8271382329
"304","12700",2004,8174,141168,57902.6408251162
"305","12700",2005,8179,141981,57606.2994344314
"306","12700",2006,7895,141813,55671.9059606665
"307","12700",2007,7658,143309,53436.9788359419
"308","12700",2008,7372,141818,51982.1179257922
"309","12700",2009,7177,138101,51969.2109398194
"310","12700",2010,7286,137608,52947.5030521481
"311","12700",2011,7300,138747,52613.7502072117
"312","12700",2012,7418,141740,52335.2617468605
"313","12940",2001,27354,413379,66171.7213501412
"314","12940",2002,29258,414418,70600.215241616
"315","12940",2003,31597,418546,75492.29953219
"316","12940",2004,33719,421925,79917.0468685193
"317","12940",2005,37244,434029,85809.9343592248
"318","12940",2006,35922,456107,78757.8353324987
"319","12940",2007,34630,470869,73544.8712911659
"320","12940",2008,34354,481320,71374.5533117261
"321","12940",2009,34432,481258,71545.8236538406
"322","12940",2010,36646,477079,76813.2741118347
"323","12940",2011,36005,483703,74436.172610052
"324","12940",2012,37044,492155,75268.9701415205
"325","12980",2001,4226,73944,57151.3577842692
"326","12980",2002,4585,73966,61987.940405051
"327","12980",2003,4607,72440,63597.4599668691
"328","12980",2004,4543,72671,62514.6206877572
"329","12980",2005,4593,71591,64156.1090081155
"330","12980",2006,4484,70579,63531.6453902719
"331","12980",2007,4477,70054,63907.8425214834
"332","12980",2008,4307,68899,62511.7926239858
"333","12980",2009,4008,65891,60827.730646067
"334","12980",2010,4346,65519,66331.9037225843
"335","12980",2011,4251,65970,64438.3810823101
"336","12980",2012,4431,66008,67128.2268815901
"337","13020",2001,2590,51568,50224.9457027614
"338","13020",2002,2704,51057,52960.4167890789
"339","13020",2003,2699,50707,53227.3650580788
"340","13020",2004,2651,50925,52056.9464899362
"341","13020",2005,2645,50192,52697.641058336
"342","13020",2006,2624,49728,52767.0527670528
"343","13020",2007,2611,50009,52210.6020916235
"344","13020",2008,2562,49153,52122.9629931032
"345","13020",2009,2512,47312,53094.3523841732
"346","13020",2010,2563,46774,54795.3991533758
"347","13020",2011,2577,46921,54922.1031094819
"348","13020",2012,2610,47510,54935.8029888445
"349","13140",2001,12368,196241,63024.5463486224
"350","13140",2002,13272,195872,67758.5361868976
"351","13140",2003,13674,197214,69335.8483677629
"352","13140",2004,14874,197015,75496.7895845494
"353","13140",2005,13761,200492,68636.1550585559
"354","13140",2006,14010,207574,67494.0021389962
"355","13140",2007,15115,212934,70984.4364920586
"356","13140",2008,14886,214552,69381.7815727656
"357","13140",2009,15828,210500,75192.3990498812
"358","13140",2010,16472,208979,78821.3169744328
"359","13140",2011,17373,214634,80942.4415516647
"360","13140",2012,17698,216351,81802.2565183429
"361","13220",2001,3200,54816,58377.1161704612
"362","13220",2002,3220,54862,58692.7199154242
"363","13220",2003,3144,54030,58189.8945030539
"364","13220",2004,3188,55256,57695.0919357174
"365","13220",2005,3243,56221,57683.0721616478
"366","13220",2006,3326,57355,57989.7131897829
"367","13220",2007,3226,57734,55876.9529220217
"368","13220",2008,3166,58107,54485.6901922316
"369","13220",2009,3087,56664,54479.0343074968
"370","13220",2010,3303,56788,58163.6965556103
"371","13220",2011,3457,58148,59451.7438260989
"372","13220",2012,3650,58863,62008.3923687206
"373","13380",2001,5578,93655,59559.0198067375
"374","13380",2002,6253,95976,65151.7045928149
"375","13380",2003,6512,98620,66031.2309876293
"376","13380",2004,6499,102454,63433.3456966053
"377","13380",2005,7675,107142,71633.9064045846
"378","13380",2006,6969,109676,63541.7046573544
"379","13380",2007,7245,113881,63619.0409286887
"380","13380",2008,7190,114622,62727.9230863185
"381","13380",2009,7413,110422,67133.3611055768
"382","13380",2010,7916,108420,73012.3593432946
"383","13380",2011,7378,109447,67411.6238910157
"384","13380",2012,7687,111419,68991.8236566474
"385","13460",2001,4385,77175,56818.9180434078
"386","13460",2002,4659,78674,59219.0558507258
"387","13460",2003,4974,80901,61482.552749657
"388","13460",2004,5157,86167,59848.8980700268
"389","13460",2005,5546,92162,60176.6454721035
"390","13460",2006,6036,98205,61463.2656178402
"391","13460",2007,6071,101571,59770.9976272755
"392","13460",2008,6009,99358,60478.2704965881
"393","13460",2009,5339,92675,57609.9271648233
"394","13460",2010,5309,90940,58379.1510886299
"395","13460",2011,5316,92281,57606.6579252501
"396","13460",2012,5468,94007,58165.8812641612
"397","13740",2001,5300,94679,55978.6225034062
"398","13740",2002,5403,95853,56367.5628305843
"399","13740",2003,5712,96886,58955.8862993621
"400","13740",2004,6033,99519,60621.5898471649
"401","13740",2005,6080,102019,59596.7417833933
"402","13740",2006,6187,104039,59468.0840838532
"403","13740",2007,6710,107869,62205.0820903132
"404","13740",2008,6344,107947,58769.5813686346
"405","13740",2009,6070,105719,57416.3584596903
"406","13740",2010,6314,104854,60217.0637267057
"407","13740",2011,6758,106100,63694.6277097078
"408","13740",2012,6859,108198,63393.0386883307
"409","13780",2001,6234,138786,44918.0753101898
"410","13780",2002,6392,135876,47042.8920486326
"411","13780",2003,6427,134683,47719.4597684934
"412","13780",2004,6586,135287,48681.6915150754
"413","13780",2005,6838,135546,50447.8184527762
"414","13780",2006,7038,136801,51446.9923465472
"415","13780",2007,7424,138900,53448.5241180706
"416","13780",2008,7607,138521,54915.861132969
"417","13780",2009,7456,134638,55378.1250464208
"418","13780",2010,7669,132925,57694.1884521347
"419","13780",2011,7618,132560,57468.3162341581
"420","13780",2012,7561,132481,57072.3349008537
"421","13820",2001,45843,622268,73670.8299317979
"422","13820",2002,46858,621579,75385.4296879399
"423","13820",2003,46458,621342,74770.4162924766
"424","13820",2004,47974,635453,75495.748702107
"425","13820",2005,48640,650399,74784.8628303549
"426","13820",2006,48706,663730,73382.2488059904
"427","13820",2007,49622,678123,73175.5153563587
"428","13820",2008,49279,674542,73055.4954324564
"429","13820",2009,46092,646003,71349.5138567468
"430","13820",2010,47103,636553,73996.9806127691
"431","13820",2011,48114,644168,74691.6953341364
"432","13820",2012,49959,659258,75780.6503675344
"433","13900",2001,3499,70289,49780.1932023503
"434","13900",2002,3636,70735,51403.1243373153
"435","13900",2003,3866,71739,53889.7949511423
"436","13900",2004,3975,73811,53853.7616344447
"437","13900",2005,4065,75798,53629.3833610385
"438","13900",2006,4089,78144,52326.4742014742
"439","13900",2007,4124,80111,51478.5734792975
"440","13900",2008,4212,81814,51482.6313344904
"441","13900",2009,4332,82647,52415.6956695343
"442","13900",2010,4510,83350,54109.1781643671
"443","13900",2011,4665,85191,54759.3055604465
"444","13900",2012,5063,88310,57332.1254671045
"445","13980",2001,4388,85231,51483.6151165656
"446","13980",2002,4338,85692,50623.1620221258
"447","13980",2003,4452,86844,51264.3360508498
"448","13980",2004,4524,87693,51589.0664021074
"449","13980",2005,4817,88943,54158.2811463522
"450","13980",2006,4955,89612,55293.9338481453
"451","13980",2007,5171,90353,57231.0825318473
"452","13980",2008,4871,90584,53773.2932968295
"453","13980",2009,4519,87877,51424.1496637345
"454","13980",2010,4594,86117,53346.0292392907
"455","13980",2011,4802,87618,54806.0900728161
"456","13980",2012,4909,89231,55014.5128935011
"457","14010",2001,7830,116749,67066.9556056155
"458","14010",2002,7828,117757,66475.8782917364
"459","14010",2003,8114,117548,69027.1208357437
"460","14010",2004,8270,116566,70946.9313521953
"461","14010",2005,7966,117692,67685.144274887
"462","14010",2006,8507,118700,71668.0707666386
"463","14010",2007,8394,120625,69587.5647668394
"464","14010",2008,8339,121389,68696.504625625
"465","14010",2009,8768,119861,73151.4003720977
"466","14010",2010,8818,118889,74170.0241401644
"467","14010",2011,8765,119965,73062.9767015379
"468","14010",2012,8943,121765,73444.7501334538
"469","14020",2001,4287,84483,50743.9366499769
"470","14020",2002,4272,84593,50500.6324400364
"471","14020",2003,4514,86923,51931.0194079818
"472","14020",2004,4547,87889,51735.712091388
"473","14020",2005,4683,88699,52796.5366013146
"474","14020",2006,4858,89825,54082.9390481492
"475","14020",2007,4901,92058,53238.1759325643
"476","14020",2008,4964,92214,53831.30544169
"477","14020",2009,5178,91941,56318.7261395895
"478","14020",2010,5186,90536,57281.081558717
"479","14020",2011,5207,91014,57210.9785307755
"480","14020",2012,5324,91258,58340.0907317715
"481","14100",2001,2415,49795,48498.8452655889
"482","14100",2002,2580,50882,50705.5540269643
"483","14100",2003,2533,50522,50136.57416571
"484","14100",2004,2632,51820,50791.2003087611
"485","14100",2005,2643,53446,49451.783108184
"486","14100",2006,2709,54898,49346.0599657547
"487","14100",2007,2818,56501,49875.2234473726
"488","14100",2008,2787,56901,48979.8070332683
"489","14100",2009,2751,56401,48775.7309267566
"490","14100",2010,2877,56776,50672.8195011977
"491","14100",2011,2936,57883,50723.0102102517
"492","14100",2012,2974,59229,50211.8894460484
"493","14260",2001,17954,310960,57737.329560072
"494","14260",2002,18321,313008,58532.0502990339
"495","14260",2003,18829,316022,59581.2949731348
"496","14260",2004,21117,327203,64537.9168283909
"497","14260",2005,23697,344125,68861.6055212495
"498","14260",2006,23758,366235,64870.9162149986
"499","14260",2007,24792,378730,65460.8824228342
"500","14260",2008,24486,373815,65502.9894466514
"501","14260",2009,23824,353792,67339.001447178
"502","14260",2010,24605,348610,70580.3046384212
"503","14260",2011,24710,354391,69725.2469729762
"504","14260",2012,25234,362342,69641.3885224456
"505","14460",2001,252182,3041328,82918.3830221535
"506","14460",2002,251253,2986954,84116.7959064653
"507","14460",2003,254149,2952975,86065.4086133476
"508","14460",2004,260172,2966186,87712.638384781
"509","14460",2005,263971,3002461,87918.2110941658
"510","14460",2006,268868,3046008,88268.9736862149
"511","14460",2007,274823,3124554,87955.913067913
"512","14460",2008,277419,3147322,88144.4605922114
"513","14460",2009,271573,3082698,88095.8822434115
"514","14460",2010,283456,3078015,92090.5193769361
"515","14460",2011,289088,3130005,92360.2358462686
"516","14460",2012,295829,3191147,92703.0312298368
"517","14500",2001,15666,244640,64036.9522563767
"518","14500",2002,14086,213503,65975.6537378866
"519","14500",2003,14233,213171,66767.9937702596
"520","14500",2004,14959,217188,68875.8126599996
"521","14500",2005,15532,221461,70134.2448557534
"522","14500",2006,15938,225612,70643.4054926156
"523","14500",2007,16837,233600,72076.198630137
"524","14500",2008,16968,238079,71270.460645416
"525","14500",2009,16203,232349,69735.613236984
"526","14500",2010,17185,230479,74562.1076106717
"527","14500",2011,17821,236573,75329.813630465
"528","14500",2012,18482,243033,76047.2857595471
"529","14540",2001,3711,77571,47840.0433151564
"530","14540",2002,3838,77448,49555.8310091933
"531","14540",2003,3991,78558,50803.2281880903
"532","14540",2004,4114,80347,51202.9073891993
"533","14540",2005,4352,83217,52297.0066212433
"534","14540",2006,4536,85119,53290.0997427131
"535","14540",2007,4606,87781,52471.4915528417
"536","14540",2008,4566,87304,52300.0091633831
"537","14540",2009,4257,83475,50997.3045822102
"538","14540",2010,4494,84031,53480.2632361866
"539","14540",2011,4552,86789,52449.0430814965
"540","14540",2012,4639,88794,52244.5210261955
"541","14740",2001,7041,112897,62366.5819286606
"542","14740",2002,7466,116513,64078.6864985023
"543","14740",2003,7533,119238,63176.1686710612
"544","14740",2004,7541,122231,61694.6601107739
"545","14740",2005,7608,125301,60717.7915579285
"546","14740",2006,7929,127379,62247.3092110944
"547","14740",2007,7880,128045,61540.8645398102
"548","14740",2008,7838,127518,61465.8322746593
"549","14740",2009,7729,123297,62686.034534498
"550","14740",2010,7780,120425,64604.5256383641
"551","14740",2011,7830,120111,65189.6995279367
"552","14740",2012,7715,120435,64059.4511562253
"553","14860",2001,70364,572817,122838.533074263
"554","14860",2002,68476,569549,120228.46146688
"555","14860",2003,68939,570046,120935.854299478
"556","14860",2004,71957,577354,124632.374591672
"557","14860",2005,73343,585343,125299.183555625
"558","14860",2006,75636,596259,126850.91545788
"559","14860",2007,76614,616024,124368.531096191
"560","14860",2008,73203,616764,118688.833978637
"561","14860",2009,69900,603645,115796.536043536
"562","14860",2010,74432,597964,124475.720946411
"563","14860",2011,74584,614480,121377.424814477
"564","14860",2012,74854,624558,119851.158739461
"565","15180",2001,5668,143311,39550.3485426799
"566","15180",2002,5881,148385,39633.3861239344
"567","15180",2003,6000,149493,40135.6585258173
"568","15180",2004,6066,153074,39627.892391915
"569","15180",2005,6160,155546,39602.4327208671
"570","15180",2006,6370,162580,39180.7110345676
"571","15180",2007,6629,167522,39570.9220281515
"572","15180",2008,6819,170768,39931.3688747306
"573","15180",2009,6821,171161,39851.368010236
"574","15180",2010,7035,172221,40848.6769906109
"575","15180",2011,7114,178773,39793.4811185134
"576","15180",2012,7209,182851,39425.5432018419
"577","15260",2001,2654,52146,50895.562459249
"578","15260",2002,2703,52307,51675.6839428757
"579","15260",2003,2839,52743,53827.0481390895
"580","15260",2004,2953,54684,54001.1703606174
"581","15260",2005,2993,56679,52806.1539547275
"582","15260",2006,3107,58326,53269.5538867743
"583","15260",2007,3073,59415,51720.9458890852
"584","15260",2008,3057,58564,52199.3033262755
"585","15260",2009,2920,55144,52952.2704192659
"586","15260",2010,2801,53243,52607.8545536502
"587","15260",2011,2799,53308,52506.1904404592
"588","15260",2012,2862,54111,52891.279037534
"589","15380",2001,36129,635224,56875.9996473685
"590","15380",2002,37558,632058,59421.7619269118
"591","15380",2003,37925,635400,59686.8114573497
"592","15380",2004,38411,641838,59845.319223854
"593","15380",2005,38463,642683,59847.5453684009
"594","15380",2006,39464,641880,61481.8969277747
"595","15380",2007,39321,646043,60864.369709137
"596","15380",2008,38713,650112,59548.200925379
"597","15380",2009,38762,637675,60786.4507782177
"598","15380",2010,39460,637190,61928.1532980744
"599","15380",2011,39822,646149,61629.7479373952
"600","15380",2012,40124,652508,61491.9663820214
"601","15500",2001,4199,79654,52715.4945137721
"602","15500",2002,4302,78210,55005.753739931
"603","15500",2003,4079,77276,52784.8232310161
"604","15500",2004,4172,78521,53132.2830835063
"605","15500",2005,4198,79361,52897.5189324731
"606","15500",2006,4313,80013,53903.7406421457
"607","15500",2007,4265,83090,51329.8832591166
"608","15500",2008,4198,81717,51372.4194476058
"609","15500",2009,3883,77688,49981.9791988467
