"","msa.fips","year","farm.personal.income"
"new.row.9765","31700",2010,-400
"new.row.9766","31700",2011,-2860
"new.row.9767","31700",2012,-2965
"new.row.9768","10900",1969,17155
"new.row.9769","10900",1970,15712
"new.row.9770","10900",1971,12354
"new.row.9771","10900",1972,13502
"new.row.9772","10900",1973,19331
"new.row.9773","10900",1974,21598
"new.row.9774","10900",1975,19159
"new.row.9775","10900",1976,21498
"new.row.9776","10900",1977,20745
"new.row.9777","10900",1978,23236
"new.row.9778","10900",1979,30956
"new.row.9779","10900",1980,16175
"new.row.9780","10900",1981,22780
"new.row.9781","10900",1982,19931
"new.row.9782","10900",1983,3402
"new.row.9783","10900",1984,25994
"new.row.9784","10900",1985,26815
"new.row.9785","10900",1986,21503
"new.row.9786","10900",1987,21234
"new.row.9787","10900",1988,26064
"new.row.9788","10900",1989,35571
"new.row.9789","10900",1990,32639
"new.row.9790","10900",1991,19113
"new.row.9791","10900",1992,34318
"new.row.9792","10900",1993,25893
"new.row.9793","10900",1994,20202
"new.row.9794","10900",1995,14809
"new.row.9795","10900",1996,32527
"new.row.9796","10900",1997,13298
"new.row.9797","10900",1998,15147
"new.row.9798","10900",1999,7185
"new.row.9799","10900",2000,26840
"new.row.9800","10900",2001,16698
"new.row.9801","10900",2002,9655
"new.row.9802","10900",2003,27601
"new.row.9803","10900",2004,37174
"new.row.9804","10900",2005,24447
"new.row.9805","10900",2006,20168
"new.row.9806","10900",2007,29284
"new.row.9807","10900",2008,36022
"new.row.9808","10900",2009,27423
"new.row.9809","10900",2010,34794
"new.row.9810","10900",2011,52432
"new.row.9811","10900",2012,66809
"new.row.9812","12100",1969,6322
"new.row.9813","12100",1970,6130
"new.row.9814","12100",1971,6153
"new.row.9815","12100",1972,5044
"new.row.9816","12100",1973,7716
"new.row.9817","12100",1974,8560
"new.row.9818","12100",1975,7810
"new.row.9819","12100",1976,8582
"new.row.9820","12100",1977,11168
"new.row.9821","12100",1978,11359
"new.row.9822","12100",1979,9281
"new.row.9823","12100",1980,11358
"new.row.9824","12100",1981,10403
"new.row.9825","12100",1982,14158
"new.row.9826","12100",1983,20166
"new.row.9827","12100",1984,14685
"new.row.9828","12100",1985,19686
"new.row.9829","12100",1986,21107
"new.row.9830","12100",1987,17941
"new.row.9831","12100",1988,17938
"new.row.9832","12100",1989,17578
"new.row.9833","12100",1990,16295
"new.row.9834","12100",1991,19517
"new.row.9835","12100",1992,21574
"new.row.9836","12100",1993,25313
"new.row.9837","12100",1994,25500
"new.row.9838","12100",1995,27567
"new.row.9839","12100",1996,30108
"new.row.9840","12100",1997,28729
"new.row.9841","12100",1998,25644
"new.row.9842","12100",1999,21377
"new.row.9843","12100",2000,29930
"new.row.9844","12100",2001,28070
"new.row.9845","12100",2002,34900
"new.row.9846","12100",2003,33556
"new.row.9847","12100",2004,33140
"new.row.9848","12100",2005,44132
"new.row.9849","12100",2006,64637
"new.row.9850","12100",2007,67761
"new.row.9851","12100",2008,64650
"new.row.9852","12100",2009,69221
"new.row.9853","12100",2010,57074
"new.row.9854","12100",2011,70642
"new.row.9855","12100",2012,73113
"new.row.9856","35620",1969,88359
"new.row.9857","35620",1970,78518
"new.row.9858","35620",1971,72784
"new.row.9859","35620",1972,62064
"new.row.9860","35620",1973,91292
"new.row.9861","35620",1974,93507
"new.row.9862","35620",1975,85166
"new.row.9863","35620",1976,82904
"new.row.9864","35620",1977,98258
"new.row.9865","35620",1978,112913
"new.row.9866","35620",1979,128062
"new.row.9867","35620",1980,152130
"new.row.9868","35620",1981,161331
"new.row.9869","35620",1982,158884
"new.row.9870","35620",1983,154942
"new.row.9871","35620",1984,180943
"new.row.9872","35620",1985,182578
"new.row.9873","35620",1986,188959
"new.row.9874","35620",1987,223836
"new.row.9875","35620",1988,222546
"new.row.9876","35620",1989,218969
"new.row.9877","35620",1990,201589
"new.row.9878","35620",1991,183497
"new.row.9879","35620",1992,178812
"new.row.9880","35620",1993,200613
"new.row.9881","35620",1994,179958
"new.row.9882","35620",1995,175170
"new.row.9883","35620",1996,169159
"new.row.9884","35620",1997,143902
"new.row.9885","35620",1998,174377
"new.row.9886","35620",1999,189163
"new.row.9887","35620",2000,234809
"new.row.9888","35620",2001,204683
"new.row.9889","35620",2002,207726
"new.row.9890","35620",2003,215712
"new.row.9891","35620",2004,215353
"new.row.9892","35620",2005,219399
"new.row.9893","35620",2006,234692
"new.row.9894","35620",2007,219094
"new.row.9895","35620",2008,224956
"new.row.9896","35620",2009,194625
"new.row.9897","35620",2010,185478
"new.row.9898","35620",2011,174107
"new.row.9899","35620",2012,168349
"new.row.9900","36140",1969,1086
"new.row.9901","36140",1970,1082
"new.row.9902","36140",1971,941
"new.row.9903","36140",1972,996
"new.row.9904","36140",1973,1430
"new.row.9905","36140",1974,1546
"new.row.9906","36140",1975,1361
"new.row.9907","36140",1976,1280
"new.row.9908","36140",1977,847
"new.row.9909","36140",1978,1055
"new.row.9910","36140",1979,940
"new.row.9911","36140",1980,518
"new.row.9912","36140",1981,997
"new.row.9913","36140",1982,1618
"new.row.9914","36140",1983,2257
"new.row.9915","36140",1984,2272
"new.row.9916","36140",1985,2344
"new.row.9917","36140",1986,2426
"new.row.9918","36140",1987,1955
"new.row.9919","36140",1988,2158
"new.row.9920","36140",1989,2206
"new.row.9921","36140",1990,2344
"new.row.9922","36140",1991,2006
"new.row.9923","36140",1992,2141
"new.row.9924","36140",1993,2708
"new.row.9925","36140",1994,3231
"new.row.9926","36140",1995,2786
"new.row.9927","36140",1996,2357
"new.row.9928","36140",1997,2164
"new.row.9929","36140",1998,3449
"new.row.9930","36140",1999,4159
"new.row.9931","36140",2000,5412
"new.row.9932","36140",2001,5379
"new.row.9933","36140",2002,5968
"new.row.9934","36140",2003,5791
"new.row.9935","36140",2004,5833
"new.row.9936","36140",2005,6151
"new.row.9937","36140",2006,6783
"new.row.9938","36140",2007,6993
"new.row.9939","36140",2008,6237
"new.row.9940","36140",2009,5053
"new.row.9941","36140",2010,5458
"new.row.9942","36140",2011,5356
"new.row.9943","36140",2012,5201
"new.row.9944","45940",1969,2748
"new.row.9945","45940",1970,2516
"new.row.9946","45940",1971,1974
"new.row.9947","45940",1972,1746
"new.row.9948","45940",1973,3397
"new.row.9949","45940",1974,4404
"new.row.9950","45940",1975,1976
"new.row.9951","45940",1976,2128
"new.row.9952","45940",1977,3058
"new.row.9953","45940",1978,2619
"new.row.9954","45940",1979,2232
"new.row.9955","45940",1980,1706
"new.row.9956","45940",1981,3664
"new.row.9957","45940",1982,2813
"new.row.9958","45940",1983,4051
"new.row.9959","45940",1984,5744
"new.row.9960","45940",1985,6411
"new.row.9961","45940",1986,6554
"new.row.9962","45940",1987,7840
"new.row.9963","45940",1988,7106
"new.row.9964","45940",1989,6294
"new.row.9965","45940",1990,4831
"new.row.9966","45940",1991,2956
"new.row.9967","45940",1992,1871
"new.row.9968","45940",1993,2430
"new.row.9969","45940",1994,2994
"new.row.9970","45940",1995,1778
"new.row.9971","45940",1996,2715
"new.row.9972","45940",1997,1265
"new.row.9973","45940",1998,1083
"new.row.9974","45940",1999,1136
"new.row.9975","45940",2000,3617
"new.row.9976","45940",2001,2464
"new.row.9977","45940",2002,3448
"new.row.9978","45940",2003,3808
"new.row.9979","45940",2004,5519
"new.row.9980","45940",2005,4652
"new.row.9981","45940",2006,4752
"new.row.9982","45940",2007,4356
"new.row.9983","45940",2008,3642
"new.row.9984","45940",2009,2462
"new.row.9985","45940",2010,2189
"new.row.9986","45940",2011,2475
"new.row.9987","45940",2012,2285
"new.row.9988","47220",1969,13370
"new.row.9989","47220",1970,13175
"new.row.9990","47220",1971,11489
"new.row.9991","47220",1972,10942
"new.row.9992","47220",1973,14988
"new.row.9993","47220",1974,16362
"new.row.9994","47220",1975,11758
"new.row.9995","47220",1976,12943
"new.row.9996","47220",1977,9727
"new.row.9997","47220",1978,15610
"new.row.9998","47220",1979,13702
"new.row.9999","47220",1980,10117
"new.row.10000","47220",1981,15303
"new.row.10001","47220",1982,18099
"new.row.10002","47220",1983,21343
"new.row.10003","47220",1984,20218
"new.row.10004","47220",1985,22205
"new.row.10005","47220",1986,23049
"new.row.10006","47220",1987,25769
"new.row.10007","47220",1988,28619
"new.row.10008","47220",1989,29199
"new.row.10009","47220",1990,30867
"new.row.10010","47220",1991,31677
"new.row.10011","47220",1992,37303
"new.row.10012","47220",1993,44256
"new.row.10013","47220",1994,48992
"new.row.10014","47220",1995,47077
"new.row.10015","47220",1996,47397
"new.row.10016","47220",1997,42156
"new.row.10017","47220",1998,48614
"new.row.10018","47220",1999,33062
"new.row.10019","47220",2000,50259
"new.row.10020","47220",2001,41156
"new.row.10021","47220",2002,44324
"new.row.10022","47220",2003,46224
"new.row.10023","47220",2004,48943
"new.row.10024","47220",2005,50838
"new.row.10025","47220",2006,66273
"new.row.10026","47220",2007,73592
"new.row.10027","47220",2008,74286
"new.row.10028","47220",2009,67266
"new.row.10029","47220",2010,72645
"new.row.10030","47220",2011,71885
"new.row.10031","47220",2012,69655
"new.row.10032","10740",1969,7272
"new.row.10033","10740",1970,8423
"new.row.10034","10740",1971,7807
"new.row.10035","10740",1972,9391
"new.row.10036","10740",1973,10829
"new.row.10037","10740",1974,11413
"new.row.10038","10740",1975,10268
"new.row.10039","10740",1976,8371
"new.row.10040","10740",1977,10234
"new.row.10041","10740",1978,16227
"new.row.10042","10740",1979,21714
"new.row.10043","10740",1980,24904
"new.row.10044","10740",1981,23500
"new.row.10045","10740",1982,21296
"new.row.10046","10740",1983,16479
"new.row.10047","10740",1984,22457
"new.row.10048","10740",1985,19454
"new.row.10049","10740",1986,17235
"new.row.10050","10740",1987,15745
"new.row.10051","10740",1988,22510
"new.row.10052","10740",1989,31574
"new.row.10053","10740",1990,30787
"new.row.10054","10740",1991,32726
"new.row.10055","10740",1992,25833
"new.row.10056","10740",1993,29246
"new.row.10057","10740",1994,23144
"new.row.10058","10740",1995,17334
"new.row.10059","10740",1996,23462
"new.row.10060","10740",1997,26356
"new.row.10061","10740",1998,26749
"new.row.10062","10740",1999,30852
"new.row.10063","10740",2000,26496
"new.row.10064","10740",2001,36199
"new.row.10065","10740",2002,21416
"new.row.10066","10740",2003,34550
"new.row.10067","10740",2004,52094
"new.row.10068","10740",2005,42579
"new.row.10069","10740",2006,25050
"new.row.10070","10740",2007,43534
"new.row.10071","10740",2008,41264
"new.row.10072","10740",2009,24498
"new.row.10073","10740",2010,40548
"new.row.10074","10740",2011,68529
"new.row.10075","10740",2012,68935
"new.row.10076","22140",1969,2127
"new.row.10077","22140",1970,1924
"new.row.10078","22140",1971,1415
"new.row.10079","22140",1972,1840
"new.row.10080","22140",1973,2465
"new.row.10081","22140",1974,2583
"new.row.10082","22140",1975,2038
"new.row.10083","22140",1976,1472
"new.row.10084","22140",1977,2566
"new.row.10085","22140",1978,-875
"new.row.10086","22140",1979,-1080
"new.row.10087","22140",1980,-2609
"new.row.10088","22140",1981,-340
"new.row.10089","22140",1982,-2170
"new.row.10090","22140",1983,2226
"new.row.10091","22140",1984,2220
"new.row.10092","22140",1985,3885
"new.row.10093","22140",1986,5778
"new.row.10094","22140",1987,13410
"new.row.10095","22140",1988,23112
"new.row.10096","22140",1989,29050
"new.row.10097","22140",1990,28706
"new.row.10098","22140",1991,24724
"new.row.10099","22140",1992,30387
"new.row.10100","22140",1993,37928
"new.row.10101","22140",1994,37893
"new.row.10102","22140",1995,41687
"new.row.10103","22140",1996,36581
"new.row.10104","22140",1997,69764
"new.row.10105","22140",1998,54186
"new.row.10106","22140",1999,43634
"new.row.10107","22140",2000,31405
"new.row.10108","22140",2001,18326
"new.row.10109","22140",2002,8767
"new.row.10110","22140",2003,7374
"new.row.10111","22140",2004,6781
"new.row.10112","22140",2005,6433
"new.row.10113","22140",2006,-225
"new.row.10114","22140",2007,9713
"new.row.10115","22140",2008,8164
"new.row.10116","22140",2009,5571
"new.row.10117","22140",2010,7170
"new.row.10118","22140",2011,20777
"new.row.10119","22140",2012,28742
"new.row.10120","29740",1969,14227
"new.row.10121","29740",1970,12183
"new.row.10122","29740",1971,13869
"new.row.10123","29740",1972,14904
"new.row.10124","29740",1973,15983
"new.row.10125","29740",1974,27615
"new.row.10126","29740",1975,16130
"new.row.10127","29740",1976,22418
"new.row.10128","29740",1977,19529
"new.row.10129","29740",1978,24314
"new.row.10130","29740",1979,13529
"new.row.10131","29740",1980,21078
"new.row.10132","29740",1981,34941
"new.row.10133","29740",1982,31918
"new.row.10134","29740",1983,45366
"new.row.10135","29740",1984,40283
"new.row.10136","29740",1985,48637
"new.row.10137","29740",1986,66681
"new.row.10138","29740",1987,64069
"new.row.10139","29740",1988,65461
"new.row.10140","29740",1989,91882
"new.row.10141","29740",1990,102035
"new.row.10142","29740",1991,85619
"new.row.10143","29740",1992,100974
"new.row.10144","29740",1993,84513
"new.row.10145","29740",1994,73181
"new.row.10146","29740",1995,97726
"new.row.10147","29740",1996,74562
"new.row.10148","29740",1997,101487
"new.row.10149","29740",1998,110008
"new.row.10150","29740",1999,108821
"new.row.10151","29740",2000,77622
"new.row.10152","29740",2001,110014
"new.row.10153","29740",2002,92188
"new.row.10154","29740",2003,113251
"new.row.10155","29740",2004,148963
"new.row.10156","29740",2005,169267
"new.row.10157","29740",2006,119399
"new.row.10158","29740",2007,170410
"new.row.10159","29740",2008,116205
"new.row.10160","29740",2009,116251
"new.row.10161","29740",2010,210572
"new.row.10162","29740",2011,207034
"new.row.10163","29740",2012,167222
"new.row.10164","42140",1969,1629
"new.row.10165","42140",1970,1912
"new.row.10166","42140",1971,1450
"new.row.10167","42140",1972,1178
"new.row.10168","42140",1973,2558
"new.row.10169","42140",1974,3132
"new.row.10170","42140",1975,2129
"new.row.10171","42140",1976,1547
"new.row.10172","42140",1977,1050
"new.row.10173","42140",1978,2603
"new.row.10174","42140",1979,2419
"new.row.10175","42140",1980,490
"new.row.10176","42140",1981,509
"new.row.10177","42140",1982,952
"new.row.10178","42140",1983,-436
"new.row.10179","42140",1984,1235
"new.row.10180","42140",1985,3121
"new.row.10181","42140",1986,1826
"new.row.10182","42140",1987,1009
"new.row.10183","42140",1988,2513
"new.row.10184","42140",1989,1035
"new.row.10185","42140",1990,2069
"new.row.10186","42140",1991,3946
"new.row.10187","42140",1992,3142
"new.row.10188","42140",1993,2529
"new.row.10189","42140",1994,3799
"new.row.10190","42140",1995,2739
"new.row.10191","42140",1996,3201
"new.row.10192","42140",1997,1872
"new.row.10193","42140",1998,2870
"new.row.10194","42140",1999,6785
"new.row.10195","42140",2000,5789
"new.row.10196","42140",2001,7368
"new.row.10197","42140",2002,6245
"new.row.10198","42140",2003,4770
"new.row.10199","42140",2004,4271
"new.row.10200","42140",2005,4991
"new.row.10201","42140",2006,9041
"new.row.10202","42140",2007,2704
"new.row.10203","42140",2008,6146
"new.row.10204","42140",2009,3499
"new.row.10205","42140",2010,1835
"new.row.10206","42140",2011,3853
"new.row.10207","42140",2012,2766
"new.row.10208","10580",1969,18386
"new.row.10209","10580",1970,17756
"new.row.10210","10580",1971,17047
"new.row.10211","10580",1972,16339
"new.row.10212","10580",1973,19518
"new.row.10213","10580",1974,17578
"new.row.10214","10580",1975,16142
"new.row.10215","10580",1976,18650
"new.row.10216","10580",1977,13792
"new.row.10217","10580",1978,16991
"new.row.10218","10580",1979,21855
"new.row.10219","10580",1980,22367
"new.row.10220","10580",1981,22172
"new.row.10221","10580",1982,21816
"new.row.10222","10580",1983,16587
"new.row.10223","10580",1984,19738
"new.row.10224","10580",1985,21194
"new.row.10225","10580",1986,25616
"new.row.10226","10580",1987,25819
"new.row.10227","10580",1988,22429
"new.row.10228","10580",1989,27724
"new.row.10229","10580",1990,26463
"new.row.10230","10580",1991,21031
"new.row.10231","10580",1992,25652
"new.row.10232","10580",1993,25733
"new.row.10233","10580",1994,21138
"new.row.10234","10580",1995,17868
"new.row.10235","10580",1996,25601
"new.row.10236","10580",1997,4900
"new.row.10237","10580",1998,19872
"new.row.10238","10580",1999,24132
"new.row.10239","10580",2000,27366
"new.row.10240","10580",2001,32177
"new.row.10241","10580",2002,23441
"new.row.10242","10580",2003,28909
"new.row.10243","10580",2004,33211
"new.row.10244","10580",2005,29966
"new.row.10245","10580",2006,22890
"new.row.10246","10580",2007,28935
"new.row.10247","10580",2008,28785
"new.row.10248","10580",2009,17409
"new.row.10249","10580",2010,24423
"new.row.10250","10580",2011,37069
"new.row.10251","10580",2012,27616
"new.row.10252","13780",1969,8605
"new.row.10253","13780",1970,8570
"new.row.10254","13780",1971,8624
"new.row.10255","13780",1972,8750
"new.row.10256","13780",1973,9947
"new.row.10257","13780",1974,6868
"new.row.10258","13780",1975,6502
"new.row.10259","13780",1976,8220
"new.row.10260","13780",1977,4669
"new.row.10261","13780",1978,7508
"new.row.10262","13780",1979,9201
"new.row.10263","13780",1980,9525
"new.row.10264","13780",1981,7610
"new.row.10265","13780",1982,13914
"new.row.10266","13780",1983,7658
"new.row.10267","13780",1984,8577
"new.row.10268","13780",1985,9545
"new.row.10269","13780",1986,10088
"new.row.10270","13780",1987,10319
