"","msa.fips","year","real.gdp"
"new.row","11500",2001,3081
"new.row.1","11500",2002,3210
"new.row.2","11500",2003,3373
"new.row.3","11500",2004,3631
"new.row.4","11500",2005,3763
"new.row.5","11500",2006,3810
"new.row.6","11500",2007,3940
"new.row.7","11500",2008,3962
"new.row.8","11500",2009,3743
"new.row.9","11500",2010,3777
"new.row.10","11500",2011,3707
"new.row.11","11500",2012,3625
"new.row.12","11500",2013,3518
"new.row.13","12220",2001,2838
"new.row.14","12220",2002,2964
"new.row.15","12220",2003,3077
"new.row.16","12220",2004,3331
"new.row.17","12220",2005,3484
"new.row.18","12220",2006,3607
"new.row.19","12220",2007,3652
"new.row.20","12220",2008,3775
"new.row.21","12220",2009,3692
"new.row.22","12220",2010,3843
"new.row.23","12220",2011,4040
"new.row.24","12220",2012,4152
"new.row.25","12220",2013,4293
"new.row.26","13820",2001,50883
"new.row.27","13820",2002,52404
"new.row.28","13820",2003,52293
"new.row.29","13820",2004,54271
"new.row.30","13820",2005,55180
"new.row.31","13820",2006,54842
"new.row.32","13820",2007,55086
"new.row.33","13820",2008,54984
"new.row.34","13820",2009,51279
"new.row.35","13820",2010,52058
"new.row.36","13820",2011,53866
"new.row.37","13820",2012,56354
"new.row.38","13820",2013,55913
"new.row.39","17980",2001,10454
"new.row.40","17980",2002,10142
"new.row.41","17980",2003,10423
"new.row.42","17980",2004,10560
"new.row.43","17980",2005,10858
"new.row.44","17980",2006,11045
"new.row.45","17980",2007,11378
"new.row.46","17980",2008,11286
"new.row.47","17980",2009,11605
"new.row.48","17980",2010,11972
"new.row.49","17980",2011,12112
"new.row.50","17980",2012,12167
"new.row.51","17980",2013,12108
"new.row.52","19300",2001,4099
"new.row.53","19300",2002,4247
"new.row.54","19300",2003,4409
"new.row.55","19300",2004,4794
"new.row.56","19300",2005,4999
"new.row.57","19300",2006,5238
"new.row.58","19300",2007,5457
"new.row.59","19300",2008,5629
"new.row.60","19300",2009,5512
"new.row.61","19300",2010,5557
"new.row.62","19300",2011,5588
"new.row.63","19300",2012,5678
"new.row.64","19300",2013,5909
"new.row.65","19460",2001,4455
"new.row.66","19460",2002,4397
"new.row.67","19460",2003,4668
"new.row.68","19460",2004,5038
"new.row.69","19460",2005,4971
"new.row.70","19460",2006,5045
"new.row.71","19460",2007,5098
"new.row.72","19460",2008,5055
"new.row.73","19460",2009,4866
"new.row.74","19460",2010,4965
"new.row.75","19460",2011,4824
"new.row.76","19460",2012,5034
"new.row.77","19460",2013,5063
"new.row.78","20020",2001,3984
"new.row.79","20020",2002,4302
"new.row.80","20020",2003,4442
"new.row.81","20020",2004,4648
"new.row.82","20020",2005,4860
"new.row.83","20020",2006,4892
"new.row.84","20020",2007,4801
"new.row.85","20020",2008,4552
"new.row.86","20020",2009,4389
"new.row.87","20020",2010,4505
"new.row.88","20020",2011,4427
"new.row.89","20020",2012,4505
"new.row.90","20020",2013,4583
"new.row.91","22520",2001,3506
"new.row.92","22520",2002,3505
"new.row.93","22520",2003,3648
"new.row.94","22520",2004,3797
"new.row.95","22520",2005,3920
"new.row.96","22520",2006,3999
"new.row.97","22520",2007,3947
"new.row.98","22520",2008,3899
"new.row.99","22520",2009,3890
"new.row.100","22520",2010,4014
"new.row.101","22520",2011,4009
"new.row.102","22520",2012,4096
"new.row.103","22520",2013,4255
"new.row.104","23460",2001,2459
"new.row.105","23460",2002,2514
"new.row.106","23460",2003,2561
"new.row.107","23460",2004,2651
"new.row.108","23460",2005,2690
"new.row.109","23460",2006,2683
"new.row.110","23460",2007,2639
"new.row.111","23460",2008,2617
"new.row.112","23460",2009,2546
"new.row.113","23460",2010,2578
"new.row.114","23460",2011,2638
"new.row.115","23460",2012,2599
"new.row.116","23460",2013,2518
"new.row.117","26620",2001,14101
"new.row.118","26620",2002,15280
"new.row.119","26620",2003,16622
"new.row.120","26620",2004,17753
"new.row.121","26620",2005,18616
"new.row.122","26620",2006,19322
"new.row.123","26620",2007,19557
"new.row.124","26620",2008,19945
"new.row.125","26620",2009,20215
"new.row.126","26620",2010,21147
"new.row.127","26620",2011,21339
"new.row.128","26620",2012,21509
"new.row.129","26620",2013,21645
"new.row.130","33660",2001,13572
"new.row.131","33660",2002,13558
"new.row.132","33660",2003,13856
"new.row.133","33660",2004,14452
"new.row.134","33660",2005,14909
"new.row.135","33660",2006,15782
"new.row.136","33660",2007,16008
"new.row.137","33660",2008,16022
"new.row.138","33660",2009,16321
"new.row.139","33660",2010,16443
"new.row.140","33660",2011,16519
"new.row.141","33660",2012,16602
"new.row.142","33660",2013,17085
"new.row.143","33860",2001,13846
"new.row.144","33860",2002,14333
"new.row.145","33860",2003,14731
"new.row.146","33860",2004,15298
"new.row.147","33860",2005,15663
"new.row.148","33860",2006,15991
"new.row.149","33860",2007,15683
"new.row.150","33860",2008,15575
"new.row.151","33860",2009,15109
"new.row.152","33860",2010,15289
"new.row.153","33860",2011,15398
"new.row.154","33860",2012,15449
"new.row.155","33860",2013,15489
"new.row.156","46220",2001,6625
"new.row.157","46220",2002,6882
"new.row.158","46220",2003,7363
"new.row.159","46220",2004,7833
"new.row.160","46220",2005,8282
"new.row.161","46220",2006,8361
"new.row.162","46220",2007,8731
"new.row.163","46220",2008,8713
"new.row.164","46220",2009,8710
"new.row.165","46220",2010,9062
"new.row.166","46220",2011,9274
"new.row.167","46220",2012,9404
"new.row.168","46220",2013,9437
"new.row.169","11260",2001,19873
"new.row.170","11260",2002,20617
"new.row.171","11260",2003,20532
"new.row.172","11260",2004,21535
"new.row.173","11260",2005,22298
"new.row.174","11260",2006,23151
"new.row.175","11260",2007,23931
"new.row.176","11260",2008,24167
"new.row.177","11260",2009,26771
"new.row.178","11260",2010,26379
"new.row.179","11260",2011,26967
"new.row.180","11260",2012,28393
"new.row.181","11260",2013,27487
"new.row.182","21820",2001,4344
"new.row.183","21820",2002,4418
"new.row.184","21820",2003,4684
"new.row.185","21820",2004,4839
"new.row.186","21820",2005,4935
"new.row.187","21820",2006,5221
"new.row.188","21820",2007,5329
"new.row.189","21820",2008,5425
"new.row.190","21820",2009,5082
"new.row.191","21820",2010,5054
"new.row.192","21820",2011,5195
"new.row.193","21820",2012,5198
"new.row.194","21820",2013,5027
"new.row.195","22380",2001,3821
"new.row.196","22380",2002,3969
"new.row.197","22380",2003,4142
"new.row.198","22380",2004,4262
"new.row.199","22380",2005,4474
"new.row.200","22380",2006,4819
"new.row.201","22380",2007,5215
"new.row.202","22380",2008,5090
"new.row.203","22380",2009,4787
"new.row.204","22380",2010,4828
"new.row.205","22380",2011,4753
"new.row.206","22380",2012,4828
"new.row.207","22380",2013,4930
"new.row.208","29420",2001,3056
"new.row.209","29420",2002,3242
"new.row.210","29420",2003,3472
"new.row.211","29420",2004,3616
"new.row.212","29420",2005,3910
"new.row.213","29420",2006,4286
"new.row.214","29420",2007,4308
"new.row.215","29420",2008,3958
"new.row.216","29420",2009,3578
"new.row.217","29420",2010,3563
"new.row.218","29420",2011,3552
"new.row.219","29420",2012,3544
"new.row.220","29420",2013,3520
"new.row.221","38060",2001,152210
"new.row.222","38060",2002,157541
"new.row.223","38060",2003,166883
"new.row.224","38060",2004,173131
"new.row.225","38060",2005,187154
"new.row.226","38060",2006,198711
"new.row.227","38060",2007,203401
"new.row.228","38060",2008,197379
"new.row.229","38060",2009,179998
"new.row.230","38060",2010,181660
"new.row.231","38060",2011,188001
"new.row.232","38060",2012,194731
"new.row.233","38060",2013,197079
"new.row.234","39140",2001,3809
"new.row.235","39140",2002,3931
"new.row.236","39140",2003,4192
"new.row.237","39140",2004,4364
"new.row.238","39140",2005,4819
"new.row.239","39140",2006,5302
"new.row.240","39140",2007,5392
"new.row.241","39140",2008,5022
"new.row.242","39140",2009,4546
"new.row.243","39140",2010,4358
"new.row.244","39140",2011,4274
"new.row.245","39140",2012,4395
"new.row.246","39140",2013,4490
"new.row.247","43420",2001,3262
"new.row.248","43420",2002,3254
"new.row.249","43420",2003,3355
"new.row.250","43420",2004,3484
"new.row.251","43420",2005,3723
"new.row.252","43420",2006,3814
"new.row.253","43420",2007,3943
"new.row.254","43420",2008,3946
"new.row.255","43420",2009,4060
"new.row.256","43420",2010,4158
"new.row.257","43420",2011,4127
"new.row.258","43420",2012,3967
"new.row.259","43420",2013,3916
"new.row.260","46060",2001,28523
"new.row.261","46060",2002,28368
"new.row.262","46060",2003,30112
"new.row.263","46060",2004,30659
"new.row.264","46060",2005,32433
"new.row.265","46060",2006,33770
"new.row.266","46060",2007,35314
"new.row.267","46060",2008,34792
"new.row.268","46060",2009,32401
"new.row.269","46060",2010,32586
"new.row.270","46060",2011,32419
"new.row.271","46060",2012,33247
"new.row.272","46060",2013,33355
"new.row.273","49740",2001,3842
"new.row.274","49740",2002,4302
"new.row.275","49740",2003,4346
"new.row.276","49740",2004,4763
"new.row.277","49740",2005,5009
"new.row.278","49740",2006,5266
"new.row.279","49740",2007,5444
"new.row.280","49740",2008,5180
"new.row.281","49740",2009,5271
"new.row.282","49740",2010,5204
"new.row.283","49740",2011,5093
"new.row.284","49740",2012,5030
"new.row.285","49740",2013,4976
"new.row.286","22220",2001,13606
"new.row.287","22220",2002,14579
"new.row.288","22220",2003,15894
"new.row.289","22220",2004,17190
"new.row.290","22220",2005,18412
"new.row.291","22220",2006,19084
"new.row.292","22220",2007,18662
"new.row.293","22220",2008,19206
"new.row.294","22220",2009,18359
"new.row.295","22220",2010,20129
"new.row.296","22220",2011,21005
"new.row.297","22220",2012,21398
"new.row.298","22220",2013,22593
"new.row.299","22900",2001,8239
"new.row.300","22900",2002,8415
"new.row.301","22900",2003,8853
"new.row.302","22900",2004,9166
"new.row.303","22900",2005,9806
"new.row.304","22900",2006,10310
"new.row.305","22900",2007,9784
"new.row.306","22900",2008,9753
"new.row.307","22900",2009,9187
"new.row.308","22900",2010,9593
"new.row.309","22900",2011,9546
"new.row.310","22900",2012,9605
"new.row.311","22900",2013,9776
"new.row.312","26300",2001,2421
"new.row.313","26300",2002,2434
"new.row.314","26300",2003,2494
"new.row.315","26300",2004,2595
"new.row.316","26300",2005,2727
"new.row.317","26300",2006,2778
"new.row.318","26300",2007,2703
"new.row.319","26300",2008,2759
"new.row.320","26300",2009,2628
"new.row.321","26300",2010,2776
"new.row.322","26300",2011,2863
"new.row.323","26300",2012,2936
"new.row.324","26300",2013,2993
"new.row.325","27860",2001,3453
"new.row.326","27860",2002,3473
"new.row.327","27860",2003,3722
"new.row.328","27860",2004,3889
"new.row.329","27860",2005,4062
"new.row.330","27860",2006,4154
"new.row.331","27860",2007,3970
"new.row.332","27860",2008,4226
"new.row.333","27860",2009,4147
"new.row.334","27860",2010,4404
"new.row.335","27860",2011,4363
"new.row.336","27860",2012,4514
"new.row.337","27860",2013,4543
"new.row.338","30780",2001,26330
"new.row.339","30780",2002,27208
"new.row.340","30780",2003,27918
"new.row.341","30780",2004,29136
"new.row.342","30780",2005,31958
"new.row.343","30780",2006,33627
"new.row.344","30780",2007,36737
"new.row.345","30780",2008,37007
"new.row.346","30780",2009,37636
"new.row.347","30780",2010,37618
"new.row.348","30780",2011,38398
"new.row.349","30780",2012,38354
"new.row.350","30780",2013,38625
"new.row.351","32820",2001,60404
"new.row.352","32820",2002,62709
"new.row.353","32820",2003,63869
"new.row.354","32820",2004,65307
"new.row.355","32820",2005,66008
"new.row.356","32820",2006,66758
"new.row.357","32820",2007,66575
"new.row.358","32820",2008,64390
"new.row.359","32820",2009,61682
"new.row.360","32820",2010,61731
"new.row.361","32820",2011,61885
"new.row.362","32820",2012,63160
"new.row.363","32820",2013,63081
"new.row.364","38220",2001,3047
"new.row.365","38220",2002,3060
"new.row.366","38220",2003,3139
"new.row.367","38220",2004,3249
"new.row.368","38220",2005,3258
"new.row.369","38220",2006,3332
"new.row.370","38220",2007,3177
"new.row.371","38220",2008,3161
"new.row.372","38220",2009,3049
"new.row.373","38220",2010,3125
"new.row.374","38220",2011,3060
"new.row.375","38220",2012,3107
"new.row.376","38220",2013,3005
"new.row.377","45500",2001,4113
"new.row.378","45500",2002,4228
"new.row.379","45500",2003,4408
"new.row.380","45500",2004,4632
"new.row.381","45500",2005,4740
"new.row.382","45500",2006,4859
"new.row.383","45500",2007,4897
"new.row.384","45500",2008,4913
"new.row.385","45500",2009,4811
"new.row.386","45500",2010,4901
"new.row.387","45500",2011,4863
"new.row.388","45500",2012,4896
"new.row.389","45500",2013,4765
"new.row.390","12540",2001,21281
"new.row.391","12540",2002,23088
"new.row.392","12540",2003,23453
"new.row.393","12540",2004,24617
"new.row.394","12540",2005,26155
"new.row.395","12540",2006,27940
"new.row.396","12540",2007,29176
"new.row.397","12540",2008,29235
"new.row.398","12540",2009,30667
"new.row.399","12540",2010,31151
"new.row.400","12540",2011,30698
"new.row.401","12540",2012,33018
"new.row.402","12540",2013,33408
"new.row.403","17020",2001,5368
"new.row.404","17020",2002,5736
"new.row.405","17020",2003,5915
"new.row.406","17020",2004,6095
"new.row.407","17020",2005,6345
"new.row.408","17020",2006,6358
"new.row.409","17020",2007,6385
"new.row.410","17020",2008,6219
"new.row.411","17020",2009,6131
"new.row.412","17020",2010,6135
"new.row.413","17020",2011,5995
"new.row.414","17020",2012,6008
"new.row.415","17020",2013,6247
"new.row.416","20940",2001,3649
"new.row.417","20940",2002,4196
"new.row.418","20940",2003,4135
"new.row.419","20940",2004,4068
"new.row.420","20940",2005,4328
"new.row.421","20940",2006,4574
"new.row.422","20940",2007,4502
"new.row.423","20940",2008,4707
"new.row.424","20940",2009,4788
"new.row.425","20940",2010,4651
"new.row.426","20940",2011,4802
"new.row.427","20940",2012,4744
"new.row.428","20940",2013,4835
"new.row.429","23420",2001,25193
"new.row.430","23420",2002,27214
"new.row.431","23420",2003,28486
"new.row.432","23420",2004,29166
"new.row.433","23420",2005,30185
"new.row.434","23420",2006,31389
"new.row.435","23420",2007,30992
"new.row.436","23420",2008,30757
"new.row.437","23420",2009,30782
"new.row.438","23420",2010,31000
"new.row.439","23420",2011,31942
"new.row.440","23420",2012,32074
"new.row.441","23420",2013,33165
"new.row.442","25260",2001,3508
"new.row.443","25260",2002,3724
"new.row.444","25260",2003,4111
"new.row.445","25260",2004,4362
"new.row.446","25260",2005,4508
"new.row.447","25260",2006,4491
"new.row.448","25260",2007,4866
"new.row.449","25260",2008,4660
"new.row.450","25260",2009,4276
"new.row.451","25260",2010,4379
"new.row.452","25260",2011,4581
"new.row.453","25260",2012,4491
"new.row.454","25260",2013,4662
"new.row.455","31080",2001,646872
"new.row.456","31080",2002,663832
"new.row.457","31080",2003,689082
"new.row.458","31080",2004,720433
"new.row.459","31080",2005,739935
"new.row.460","31080",2006,767082
"new.row.461","31080",2007,780013
"new.row.462","31080",2008,786211
"new.row.463","31080",2009,748002
"new.row.464","31080",2010,747663
"new.row.465","31080",2011,752826
"new.row.466","31080",2012,766654
"new.row.467","31080",2013,775967
"new.row.468","31460",2001,2647
"new.row.469","31460",2002,2925
"new.row.470","31460",2003,3111
"new.row.471","31460",2004,3516
"new.row.472","31460",2005,3718
"new.row.473","31460",2006,3793
"new.row.474","31460",2007,3778
"new.row.475","31460",2008,3674
"new.row.476","31460",2009,3466
"new.row.477","31460",2010,3695
"new.row.478","31460",2011,3846
"new.row.479","31460",2012,3972
"new.row.480","31460",2013,4291
"new.row.481","32900",2001,4781
"new.row.482","32900",2002,5266
"new.row.483","32900",2003,5746
"new.row.484","32900",2004,6172
"new.row.485","32900",2005,6312
"new.row.486","32900",2006,6409
"new.row.487","32900",2007,6728
"new.row.488","32900",2008,6160
"new.row.489","32900",2009,6034
"new.row.490","32900",2010,6004
"new.row.491","32900",2011,6046
"new.row.492","32900",2012,6217
"new.row.493","32900",2013,6498
"new.row.494","33700",2001,13426
"new.row.495","33700",2002,14423
"new.row.496","33700",2003,15194
"new.row.497","33700",2004,15927
"new.row.498","33700",2005,16615
"new.row.499","33700",2006,16809
"new.row.500","33700",2007,16276
"new.row.501","33700",2008,15483
"new.row.502","33700",2009,15374
"new.row.503","33700",2010,15606
"new.row.504","33700",2011,15711
"new.row.505","33700",2012,15781
"new.row.506","33700",2013,16284
"new.row.507","34900",2001,6549
"new.row.508","34900",2002,6876
"new.row.509","34900",2003,7064
"new.row.510","34900",2004,7218
"new.row.511","34900",2005,7599
"new.row.512","34900",2006,7737
"new.row.513","34900",2007,7762
"new.row.514","34900",2008,7588
"new.row.515","34900",2009,7341
"new.row.516","34900",2010,7034
"new.row.517","34900",2011,7069
"new.row.518","34900",2012,7217
"new.row.519","34900",2013,7546
"new.row.520","37100",2001,30790
"new.row.521","37100",2002,31273
"new.row.522","37100",2003,33875
"new.row.523","37100",2004,36180
"new.row.524","37100",2005,37677
"new.row.525","37100",2006,38896
"new.row.526","37100",2007,39653
"new.row.527","37100",2008,36743
"new.row.528","37100",2009,37157
"new.row.529","37100",2010,38993
"new.row.530","37100",2011,40501
"new.row.531","37100",2012,41370
"new.row.532","37100",2013,41737
"new.row.533","39820",2001,4965
"new.row.534","39820",2002,5497
"new.row.535","39820",2003,5735
"new.row.536","39820",2004,5843
"new.row.537","39820",2005,5970
"new.row.538","39820",2006,5931
"new.row.539","39820",2007,5750
"new.row.540","39820",2008,5330
"new.row.541","39820",2009,4974
"new.row.542","39820",2010,4963
"new.row.543","39820",2011,5007
"new.row.544","39820",2012,4963
"new.row.545","39820",2013,4973
"new.row.546","40140",2001,98469
"new.row.547","40140",2002,102013
"new.row.548","40140",2003,108466
"new.row.549","40140",2004,115710
"new.row.550","40140",2005,122950
"new.row.551","40140",2006,126680
"new.row.552","40140",2007,123637
"new.row.553","40140",2008,118661
"new.row.554","40140",2009,110275
"new.row.555","40140",2010,112505
"new.row.556","40140",2011,114901
"new.row.557","40140",2012,115500
"new.row.558","40140",2013,118693
"new.row.559","40900",2001,81450
"new.row.560","40900",2002,87067
"new.row.561","40900",2003,93559
"new.row.562","40900",2004,96916
"new.row.563","40900",2005,102448
"new.row.564","40900",2006,104265
"new.row.565","40900",2007,102863
"new.row.566","40900",2008,99143
"new.row.567","40900",2009,94714
"new.row.568","40900",2010,94606
"new.row.569","40900",2011,96294
"new.row.570","40900",2012,98748
"new.row.571","40900",2013,101402
"new.row.572","41500",2001,16784
"new.row.573","41500",2002,17799
"new.row.574","41500",2003,18307
"new.row.575","41500",2004,17648
"new.row.576","41500",2005,18652
"new.row.577","41500",2006,19310
"new.row.578","41500",2007,18045
"new.row.579","41500",2008,17545
"new.row.580","41500",2009,17770
"new.row.581","41500",2010,17559
"new.row.582","41500",2011,17299
"new.row.583","41500",2012,17544
"new.row.584","41500",2013,17886
"new.row.585","41740",2001,147198
"new.row.586","41740",2002,155153
"new.row.587","41740",2003,161416
"new.row.588","41740",2004,169060
"new.row.589","41740",2005,175312
"new.row.590","41740",2006,178314
"new.row.591","41740",2007,180485
"new.row.592","41740",2008,179721
"new.row.593","41740",2009,173564
"new.row.594","41740",2010,173575
"new.row.595","41740",2011,178520
"new.row.596","41740",2012,182949
"new.row.597","41740",2013,186108
"new.row.598","41860",2001,293864
"new.row.599","41860",2002,291841
"new.row.600","41860",2003,296717
"new.row.601","41860",2004,303320
"new.row.602","41860",2005,317651
"new.row.603","41860",2006,325930
"new.row.604","41860",2007,334874
"new.row.605","41860",2008,339613
"new.row.606","41860",2009,327531
"new.row.607","41860",2010,326333
"new.row.608","41860",2011,328236
"new.row.609","41860",2012,349088
"new.row.610","41860",2013,356081
"new.row.611","41940",2001,127425
"new.row.612","41940",2002,119578
"new.row.613","41940",2003,124128
"new.row.614","41940",2004,130407
"new.row.615","41940",2005,138456
"new.row.616","41940",2006,147338
"new.row.617","41940",2007,158604
"new.row.618","41940",2008,159719
"new.row.619","41940",2009,150478
"new.row.620","41940",2010,165435
"new.row.621","41940",2011,178316
"new.row.622","41940",2012,184112
"new.row.623","41940",2013,192184
"new.row.624","42020",2001,9112
"new.row.625","42020",2002,10188
"new.row.626","42020",2003,10762
"new.row.627","42020",2004,11281
"new.row.628","42020",2005,11700
"new.row.629","42020",2006,11614
"new.row.630","42020",2007,11431
"new.row.631","42020",2008,10980
"new.row.632","42020",2009,10538
"new.row.633","42020",2010,10889
"new.row.634","42020",2011,10963
"new.row.635","42020",2012,11063
"new.row.636","42020",2013,11482
"new.row.637","42100",2001,11020
"new.row.638","42100",2002,10854
"new.row.639","42100",2003,10789
"new.row.640","42100",2004,10608
"new.row.641","42100",2005,10722
"new.row.642","42100",2006,10800
"new.row.643","42100",2007,10335
"new.row.644","42100",2008,9766
"new.row.645","42100",2009,9371
"new.row.646","42100",2010,9282
"new.row.647","42100",2011,9285
"new.row.648","42100",2012,9517
"new.row.649","42100",2013,9948
"new.row.650","42200",2001,17363
"new.row.651","42200",2002,17941
"new.row.652","42200",2003,18630
"new.row.653","42200",2004,19135
"new.row.654","42200",2005,20322
"new.row.655","42200",2006,20297
"new.row.656","42200",2007,20019
"new.row.657","42200",2008,19918
"new.row.658","42200",2009,19792
"new.row.659","42200",2010,19836
"new.row.660","42200",2011,20651
"new.row.661","42200",2012,21396
"new.row.662","42200",2013,21812
"new.row.663","42220",2001,20031
"new.row.664","42220",2002,20635
"new.row.665","42220",2003,20828
"new.row.666","42220",2004,21024
"new.row.667","42220",2005,21911
"new.row.668","42220",2006,21859
"new.row.669","42220",2007,21229
"new.row.670","42220",2008,20870
"new.row.671","42220",2009,19545
"new.row.672","42220",2010,20057
"new.row.673","42220",2011,20758
"new.row.674","42220",2012,20499
"new.row.675","42220",2013,20621
"new.row.676","44700",2001,17313
"new.row.677","44700",2002,18562
"new.row.678","44700",2003,19675
"new.row.679","44700",2004,20332
"new.row.680","44700",2005,21068
"new.row.681","44700",2006,21369
"new.row.682","44700",2007,21372
"new.row.683","44700",2008,20444
"new.row.684","44700",2009,19997
"new.row.685","44700",2010,19977
"new.row.686","44700",2011,20176
"new.row.687","44700",2012,20223
"new.row.688","44700",2013,20603
"new.row.689","46700",2001,12635
"new.row.690","46700",2002,13023
"new.row.691","46700",2003,14013
"new.row.692","46700",2004,14425
"new.row.693","46700",2005,15004
"new.row.694","46700",2006,14960
"new.row.695","46700",2007,15015
"new.row.696","46700",2008,15361
"new.row.697","46700",2009,15311
"new.row.698","46700",2010,14656
"new.row.699","46700",2011,14021
"new.row.700","46700",2012,14077
"new.row.701","46700",2013,14618
"new.row.702","47300",2001,9144
"new.row.703","47300",2002,9304
"new.row.704","47300",2003,9901
"new.row.705","47300",2004,10837
"new.row.706","47300",2005,11628
"new.row.707","47300",2006,11788
"new.row.708","47300",2007,12001
"new.row.709","47300",2008,11555
"new.row.710","47300",2009,11407
"new.row.711","47300",2010,11430
"new.row.712","47300",2011,11789
"new.row.713","47300",2012,11507
"new.row.714","47300",2013,12126
"new.row.715","49700",2001,3900
"new.row.716","49700",2002,4194
"new.row.717","49700",2003,4460
"new.row.718","49700",2004,4563
"new.row.719","49700",2005,4626
"new.row.720","49700",2006,4754
"new.row.721","49700",2007,4639
"new.row.722","49700",2008,4726
"new.row.723","49700",2009,4835
"new.row.724","49700",2010,4659
"new.row.725","49700",2011,4648
"new.row.726","49700",2012,4727
"new.row.727","49700",2013,4782
"new.row.728","14500",2001,17772
"new.row.729","14500",2002,16005
"new.row.730","14500",2003,16215
"new.row.731","14500",2004,16805
"new.row.732","14500",2005,17309
"new.row.733","14500",2006,17622
"new.row.734","14500",2007,18487
"new.row.735","14500",2008,18618
"new.row.736","14500",2009,17964
"new.row.737","14500",2010,18563
"new.row.738","14500",2011,18997
"new.row.739","14500",2012,19677
"new.row.740","14500",2013,20311
"new.row.741","17820",2001,22887
"new.row.742","17820",2002,22673
"new.row.743","17820",2003,23478
"new.row.744","17820",2004,23925
"new.row.745","17820",2005,24928
"new.row.746","17820",2006,25025
"new.row.747","17820",2007,25322
"new.row.748","17820",2008,24814
"new.row.749","17820",2009,24865
"new.row.750","17820",2010,25875
"new.row.751","17820",2011,26301
"new.row.752","17820",2012,26755
"new.row.753","17820",2013,26710
"new.row.754","19740",2001,132820
"new.row.755","19740",2002,134697
"new.row.756","19740",2003,135369
"new.row.757","19740",2004,137454
"new.row.758","19740",2005,144284
"new.row.759","19740",2006,146762
"new.row.760","19740",2007,148567
"new.row.761","19740",2008,151500
"new.row.762","19740",2009,148993
"new.row.763","19740",2010,151419
"new.row.764","19740",2011,153886
"new.row.765","19740",2012,159284
"new.row.766","19740",2013,166150
"new.row.767","22660",2001,9869
"new.row.768","22660",2002,10497
"new.row.769","22660",2003,10544
"new.row.770","22660",2004,10706
"new.row.771","22660",2005,10932
"new.row.772","22660",2006,11103
"new.row.773","22660",2007,11391
"new.row.774","22660",2008,11381
"new.row.775","22660",2009,11104
"new.row.776","22660",2010,11544
"new.row.777","22660",2011,11837
"new.row.778","22660",2012,12200
"new.row.779","22660",2013,12551
"new.row.780","24300",2001,3724
"new.row.781","24300",2002,3873
"new.row.782","24300",2003,3942
"new.row.783","24300",2004,4066
"new.row.784","24300",2005,4294
"new.row.785","24300",2006,4546
"new.row.786","24300",2007,4947
"new.row.787","24300",2008,5384
"new.row.788","24300",2009,4937
"new.row.789","24300",2010,4731
"new.row.790","24300",2011,4805
"new.row.791","24300",2012,4872
"new.row.792","24300",2013,4830
"new.row.793","24540",2001,6486
"new.row.794","24540",2002,6567
"new.row.795","24540",2003,6524
"new.row.796","24540",2004,6625
"new.row.797","24540",2005,6936
"new.row.798","24540",2006,7134
"new.row.799","24540",2007,7352
"new.row.800","24540",2008,7302
"new.row.801","24540",2009,7197
"new.row.802","24540",2010,7238
"new.row.803","24540",2011,7388
"new.row.804","24540",2012,7806
"new.row.805","24540",2013,8592
"new.row.806","39380",2001,4096
"new.row.807","39380",2002,4035
"new.row.808","39380",2003,4033
"new.row.809","39380",2004,4199
"new.row.810","39380",2005,3933
"new.row.811","39380",2006,3922
"new.row.812","39380",2007,4014
"new.row.813","39380",2008,4080
"new.row.814","39380",2009,4124
"new.row.815","39380",2010,4102
"new.row.816","39380",2011,4199
"new.row.817","39380",2012,4311
"new.row.818","39380",2013,4328
"new.row.819","14860",2001,77849
"new.row.820","14860",2002,77297
"new.row.821","14860",2003,78257
"new.row.822","14860",2004,82552
"new.row.823","14860",2005,84759
"new.row.824","14860",2006,87494
"new.row.825","14860",2007,89594
"new.row.826","14860",2008,86059
"new.row.827","14860",2009,80535
"new.row.828","14860",2010,83417
"new.row.829","14860",2011,85535
"new.row.830","14860",2012,87148
"new.row.831","14860",2013,87791
"new.row.832","25540",2001,71783
"new.row.833","25540",2002,69562
"new.row.834","25540",2003,70439
"new.row.835","25540",2004,75425
"new.row.836","25540",2005,77375
"new.row.837","25540",2006,80557
"new.row.838","25540",2007,85590
"new.row.839","25540",2008,84612
"new.row.840","25540",2009,83284
"new.row.841","25540",2010,82480
"new.row.842","25540",2011,79925
"new.row.843","25540",2012,80397
"new.row.844","25540",2013,81261
"new.row.845","35300",2001,37200
"new.row.846","35300",2002,38674
"new.row.847","35300",2003,39513
"new.row.848","35300",2004,42039
"new.row.849","35300",2005,42215
"new.row.850","35300",2006,43241
"new.row.851","35300",2007,43688
"new.row.852","35300",2008,43202
"new.row.853","35300",2009,40921
"new.row.854","35300",2010,40899
"new.row.855","35300",2011,40397
"new.row.856","35300",2012,40830
"new.row.857","35300",2013,41461
"new.row.858","35980",2001,13029
"new.row.859","35980",2002,14167
"new.row.860","35980",2003,14949
"new.row.861","35980",2004,16382
"new.row.862","35980",2005,16726
"new.row.863","35980",2006,17802
"new.row.864","35980",2007,17996
"new.row.865","35980",2008,17982
"new.row.866","35980",2009,16115
"new.row.867","35980",2010,15816
"new.row.868","35980",2011,14725
"new.row.869","35980",2012,14449
"new.row.870","35980",2013,14409
"new.row.871","49340",2001,31802
"new.row.872","49340",2002,31850
"new.row.873","49340",2003,33185
