    26000,"Michigan",33780,"Monroe, MI (Metropolitan Statistical Area)"
    26000,"Michigan",34740,"Muskegon, MI (Metropolitan Statistical Area)"
    26000,"Michigan",35660,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)"
    26000,"Michigan",40980,"Saginaw, MI (Metropolitan Statistical Area)"
    26000,"Michigan",43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)"
    27000,"Minnesota",20260,"Duluth, MN-WI (Metropolitan Statistical Area)"
    27000,"Minnesota",22020,"Fargo, ND-MN (Metropolitan Statistical Area)"
    27000,"Minnesota",24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)"
    27000,"Minnesota",29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)"
    27000,"Minnesota",31860,"Mankato-North Mankato, MN (Metropolitan Statistical Area)"
    27000,"Minnesota",33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"
    27000,"Minnesota",40340,"Rochester, MN (Metropolitan Statistical Area)"
    27000,"Minnesota",41060,"St. Cloud, MN (Metropolitan Statistical Area)"
    28000,"Mississippi",25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)"
    28000,"Mississippi",25620,"Hattiesburg, MS (Metropolitan Statistical Area)"
    28000,"Mississippi",27140,"Jackson, MS (Metropolitan Statistical Area)"
    28000,"Mississippi",32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
    29000,"Missouri",16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)"
    29000,"Missouri",17860,"Columbia, MO (Metropolitan Statistical Area)"
    29000,"Missouri",22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
    29000,"Missouri",27620,"Jefferson City, MO (Metropolitan Statistical Area)"
    29000,"Missouri",27900,"Joplin, MO (Metropolitan Statistical Area)"
    29000,"Missouri",28140,"Kansas City, MO-KS (Metropolitan Statistical Area)"
    29000,"Missouri",41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)"
    29000,"Missouri",41180,"St. Louis, MO-IL (Metropolitan Statistical Area)"
    29000,"Missouri",44180,"Springfield, MO (Metropolitan Statistical Area)"
    30000,"Montana",13740,"Billings, MT (Metropolitan Statistical Area)"
    30000,"Montana",24500,"Great Falls, MT (Metropolitan Statistical Area)"
    30000,"Montana",33540,"Missoula, MT (Metropolitan Statistical Area)"
    31000,"Nebraska",24260,"Grand Island, NE (Metropolitan Statistical Area)"
    31000,"Nebraska",30700,"Lincoln, NE (Metropolitan Statistical Area)"
    31000,"Nebraska",36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
    31000,"Nebraska",43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)"
    32000,"Nevada",16180,"Carson City, NV (Metropolitan Statistical Area)"
    32000,"Nevada",29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
    32000,"Nevada",39900,"Reno, NV (Metropolitan Statistical Area)"
    33000,"New Hampshire",14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
    33000,"New Hampshire",31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)"
    34000,"New Jersey",10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)"
    34000,"New Jersey",12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)"
    34000,"New Jersey",35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
    34000,"New Jersey",36140,"Ocean City, NJ (Metropolitan Statistical Area)"
    34000,"New Jersey",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
    34000,"New Jersey",45940,"Trenton, NJ (Metropolitan Statistical Area)"
    34000,"New Jersey",47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)"
    35000,"New Mexico",10740,"Albuquerque, NM (Metropolitan Statistical Area)"
    35000,"New Mexico",22140,"Farmington, NM (Metropolitan Statistical Area)"
    35000,"New Mexico",29740,"Las Cruces, NM (Metropolitan Statistical Area)"
    35000,"New Mexico",42140,"Santa Fe, NM (Metropolitan Statistical Area)"
    36000,"New York",10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
    36000,"New York",13780,"Binghamton, NY (Metropolitan Statistical Area)"
    36000,"New York",15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)"
    36000,"New York",21300,"Elmira, NY (Metropolitan Statistical Area)"
    36000,"New York",24020,"Glens Falls, NY (Metropolitan Statistical Area)"
