"","msa.fips","year","population"
"new.row.5203","16060",1980,118692
"new.row.5204","16060",1981,120509
"new.row.5205","16060",1982,120316
"new.row.5206","16060",1983,120650
"new.row.5207","16060",1984,119864
"new.row.5208","16060",1985,119997
"new.row.5209","16060",1986,119619
"new.row.5210","16060",1987,119923
"new.row.5211","16060",1988,119255
"new.row.5212","16060",1989,118928
"new.row.5213","16060",1990,118770
"new.row.5214","16060",1991,118578
"new.row.5215","16060",1992,119749
"new.row.5216","16060",1993,120909
"new.row.5217","16060",1994,121436
"new.row.5218","16060",1995,121529
"new.row.5219","16060",1996,121503
"new.row.5220","16060",1997,121801
"new.row.5221","16060",1998,121676
"new.row.5222","16060",1999,121502
"new.row.5223","16060",2000,120912
"new.row.5224","16060",2001,121267
"new.row.5225","16060",2002,121086
"new.row.5226","16060",2003,121792
"new.row.5227","16060",2004,122841
"new.row.5228","16060",2005,123881
"new.row.5229","16060",2006,124594
"new.row.5230","16060",2007,124719
"new.row.5231","16060",2008,125279
"new.row.5232","16060",2009,125893
"new.row.5233","16060",2010,126772
"new.row.5234","16060",2011,126944
"new.row.5235","16060",2012,126745
"new.row.5236","16580",1969,192612
"new.row.5237","16580",1970,195003
"new.row.5238","16580",1971,195599
"new.row.5239","16580",1972,194839
"new.row.5240","16580",1973,198829
"new.row.5241","16580",1974,199411
"new.row.5242","16580",1975,197848
"new.row.5243","16580",1976,200853
"new.row.5244","16580",1977,202220
"new.row.5245","16580",1978,203216
"new.row.5246","16580",1979,199739
"new.row.5247","16580",1980,200808
"new.row.5248","16580",1981,202737
"new.row.5249","16580",1982,203390
"new.row.5250","16580",1983,201935
"new.row.5251","16580",1984,202158
"new.row.5252","16580",1985,202468
"new.row.5253","16580",1986,204047
"new.row.5254","16580",1987,204329
"new.row.5255","16580",1988,204777
"new.row.5256","16580",1989,203114
"new.row.5257","16580",1990,203117
"new.row.5258","16580",1991,205133
"new.row.5259","16580",1992,207870
"new.row.5260","16580",1993,204513
"new.row.5261","16580",1994,202646
"new.row.5262","16580",1995,203128
"new.row.5263","16580",1996,205401
"new.row.5264","16580",1997,207211
"new.row.5265","16580",1998,207458
"new.row.5266","16580",1999,209300
"new.row.5267","16580",2000,210623
"new.row.5268","16580",2001,212461
"new.row.5269","16580",2002,214532
"new.row.5270","16580",2003,217483
"new.row.5271","16580",2004,219215
"new.row.5272","16580",2005,221400
"new.row.5273","16580",2006,224622
"new.row.5274","16580",2007,227498
"new.row.5275","16580",2008,228381
"new.row.5276","16580",2009,230826
"new.row.5277","16580",2010,232230
"new.row.5278","16580",2011,233055
"new.row.5279","16580",2012,233788
"new.row.5280","16980",1969,7819364
"new.row.5281","16980",1970,7895845
"new.row.5282","16980",1971,7955398
"new.row.5283","16980",1972,7972491
"new.row.5284","16980",1973,7966188
"new.row.5285","16980",1974,7973418
"new.row.5286","16980",1975,7988641
"new.row.5287","16980",1976,8014978
"new.row.5288","16980",1977,8047518
"new.row.5289","16980",1978,8067880
"new.row.5290","16980",1979,8055256
"new.row.5291","16980",1980,8052943
"new.row.5292","16980",1981,8038127
"new.row.5293","16980",1982,8047477
"new.row.5294","16980",1983,8044580
"new.row.5295","16980",1984,8067923
"new.row.5296","16980",1985,8072070
"new.row.5297","16980",1986,8078098
"new.row.5298","16980",1987,8099059
"new.row.5299","16980",1988,8116756
"new.row.5300","16980",1989,8153134
"new.row.5301","16980",1990,8203210
"new.row.5302","16980",1991,8304560
"new.row.5303","16980",1992,8412788
"new.row.5304","16980",1993,8512911
"new.row.5305","16980",1994,8605735
"new.row.5306","16980",1995,8693383
"new.row.5307","16980",1996,8782253
"new.row.5308","16980",1997,8862719
"new.row.5309","16980",1998,8949190
"new.row.5310","16980",1999,9035654
"new.row.5311","16980",2000,9113234
"new.row.5312","16980",2001,9169580
"new.row.5313","16980",2002,9206032
"new.row.5314","16980",2003,9233303
"new.row.5315","16980",2004,9260676
"new.row.5316","16980",2005,9276302
"new.row.5317","16980",2006,9297749
"new.row.5318","16980",2007,9337140
"new.row.5319","16980",2008,9384555
"new.row.5320","16980",2009,9429498
"new.row.5321","16980",2010,9471608
"new.row.5322","16980",2011,9495719
"new.row.5323","16980",2012,9522434
"new.row.5324","19180",1969,97234
"new.row.5325","19180",1970,97100
"new.row.5326","19180",1971,97441
"new.row.5327","19180",1972,97815
"new.row.5328","19180",1973,98058
"new.row.5329","19180",1974,97719
"new.row.5330","19180",1975,97623
"new.row.5331","19180",1976,98166
"new.row.5332","19180",1977,97842
"new.row.5333","19180",1978,97772
"new.row.5334","19180",1979,96928
"new.row.5335","19180",1980,95130
"new.row.5336","19180",1981,94596
"new.row.5337","19180",1982,92998
"new.row.5338","19180",1983,92758
"new.row.5339","19180",1984,92141
"new.row.5340","19180",1985,91584
"new.row.5341","19180",1986,91551
"new.row.5342","19180",1987,90909
"new.row.5343","19180",1988,89831
"new.row.5344","19180",1989,88740
"new.row.5345","19180",1990,88155
"new.row.5346","19180",1991,87986
"new.row.5347","19180",1992,87944
"new.row.5348","19180",1993,87738
"new.row.5349","19180",1994,87922
"new.row.5350","19180",1995,86570
"new.row.5351","19180",1996,85298
"new.row.5352","19180",1997,85274
"new.row.5353","19180",1998,84996
"new.row.5354","19180",1999,84276
"new.row.5355","19180",2000,83821
"new.row.5356","19180",2001,83646
"new.row.5357","19180",2002,83299
"new.row.5358","19180",2003,82996
"new.row.5359","19180",2004,82955
"new.row.5360","19180",2005,82728
"new.row.5361","19180",2006,82715
"new.row.5362","19180",2007,82258
"new.row.5363","19180",2008,81930
"new.row.5364","19180",2009,81710
"new.row.5365","19180",2010,81581
"new.row.5366","19180",2011,81367
"new.row.5367","19180",2012,80727
"new.row.5368","19340",1969,376011
"new.row.5369","19340",1970,379817
"new.row.5370","19340",1971,381302
"new.row.5371","19340",1972,382010
"new.row.5372","19340",1973,384562
"new.row.5373","19340",1974,390568
"new.row.5374","19340",1975,396120
"new.row.5375","19340",1976,398850
"new.row.5376","19340",1977,400292
"new.row.5377","19340",1978,402294
"new.row.5378","19340",1979,403603
"new.row.5379","19340",1980,404420
"new.row.5380","19340",1981,405162
"new.row.5381","19340",1982,402024
"new.row.5382","19340",1983,396986
"new.row.5383","19340",1984,392904
"new.row.5384","19340",1985,386807
"new.row.5385","19340",1986,380036
"new.row.5386","19340",1987,374353
"new.row.5387","19340",1988,370464
"new.row.5388","19340",1989,368854
"new.row.5389","19340",1990,368316
"new.row.5390","19340",1991,370975
"new.row.5391","19340",1992,373565
"new.row.5392","19340",1993,374198
"new.row.5393","19340",1994,374425
"new.row.5394","19340",1995,374979
"new.row.5395","19340",1996,374708
"new.row.5396","19340",1997,375006
"new.row.5397","19340",1998,375549
"new.row.5398","19340",1999,376678
"new.row.5399","19340",2000,375763
"new.row.5400","19340",2001,374561
"new.row.5401","19340",2002,373740
"new.row.5402","19340",2003,372975
"new.row.5403","19340",2004,372740
"new.row.5404","19340",2005,372876
"new.row.5405","19340",2006,373762
"new.row.5406","19340",2007,375121
"new.row.5407","19340",2008,376467
"new.row.5408","19340",2009,378108
"new.row.5409","19340",2010,380245
"new.row.5410","19340",2011,381226
"new.row.5411","19340",2012,382630
"new.row.5412","19500",1969,124733
"new.row.5413","19500",1970,124905
"new.row.5414","19500",1971,125278
"new.row.5415","19500",1972,125241
"new.row.5416","19500",1973,126910
"new.row.5417","19500",1974,127752
"new.row.5418","19500",1975,129218
"new.row.5419","19500",1976,129701
"new.row.5420","19500",1977,131366
"new.row.5421","19500",1978,132404
"new.row.5422","19500",1979,132364
"new.row.5423","19500",1980,131205
"new.row.5424","19500",1981,130295
"new.row.5425","19500",1982,128485
"new.row.5426","19500",1983,126932
"new.row.5427","19500",1984,126033
"new.row.5428","19500",1985,124970
"new.row.5429","19500",1986,122775
"new.row.5430","19500",1987,120527
"new.row.5431","19500",1988,119024
"new.row.5432","19500",1989,117723
"new.row.5433","19500",1990,117271
"new.row.5434","19500",1991,117984
"new.row.5435","19500",1992,118297
"new.row.5436","19500",1993,117933
"new.row.5437","19500",1994,117490
"new.row.5438","19500",1995,117289
"new.row.5439","19500",1996,116573
"new.row.5440","19500",1997,115706
"new.row.5441","19500",1998,115453
"new.row.5442","19500",1999,115142
"new.row.5443","19500",2000,114499
"new.row.5444","19500",2001,113604
"new.row.5445","19500",2002,112564
"new.row.5446","19500",2003,111572
"new.row.5447","19500",2004,111181
"new.row.5448","19500",2005,111083
"new.row.5449","19500",2006,110808
"new.row.5450","19500",2007,110751
"new.row.5451","19500",2008,110588
"new.row.5452","19500",2009,110732
"new.row.5453","19500",2010,110734
"new.row.5454","19500",2011,110616
"new.row.5455","19500",2012,110122
"new.row.5456","28100",1969,97040
"new.row.5457","28100",1970,97342
"new.row.5458","28100",1971,98659
"new.row.5459","28100",1972,99695
"new.row.5460","28100",1973,99351
"new.row.5461","28100",1974,99787
"new.row.5462","28100",1975,99990
"new.row.5463","28100",1976,100458
"new.row.5464","28100",1977,101619
"new.row.5465","28100",1978,103025
"new.row.5466","28100",1979,104238
"new.row.5467","28100",1980,102886
"new.row.5468","28100",1981,102544
"new.row.5469","28100",1982,101218
"new.row.5470","28100",1983,99560
"new.row.5471","28100",1984,98513
"new.row.5472","28100",1985,97039
"new.row.5473","28100",1986,95926
"new.row.5474","28100",1987,95692
"new.row.5475","28100",1988,95481
"new.row.5476","28100",1989,95611
"new.row.5477","28100",1990,96560
"new.row.5478","28100",1991,97598
"new.row.5479","28100",1992,99215
"new.row.5480","28100",1993,100766
"new.row.5481","28100",1994,101736
"new.row.5482","28100",1995,101923
"new.row.5483","28100",1996,102296
"new.row.5484","28100",1997,102951
"new.row.5485","28100",1998,103222
"new.row.5486","28100",1999,103675
"new.row.5487","28100",2000,103842
"new.row.5488","28100",2001,104490
"new.row.5489","28100",2002,104932
"new.row.5490","28100",2003,105794
"new.row.5491","28100",2004,106744
"new.row.5492","28100",2005,107917
"new.row.5493","28100",2006,109735
"new.row.5494","28100",2007,111499
"new.row.5495","28100",2008,112658
"new.row.5496","28100",2009,113107
"new.row.5497","28100",2010,113502
"new.row.5498","28100",2011,113541
"new.row.5499","28100",2012,113040
"new.row.5500","37900",1969,361082
"new.row.5501","37900",1970,363968
"new.row.5502","37900",1971,369391
"new.row.5503","37900",1972,373551
"new.row.5504","37900",1973,374401
"new.row.5505","37900",1974,376199
"new.row.5506","37900",1975,378257
"new.row.5507","37900",1976,381346
"new.row.5508","37900",1977,382124
"new.row.5509","37900",1978,383538
"new.row.5510","37900",1979,384001
"new.row.5511","37900",1980,387782
"new.row.5512","37900",1981,387307
"new.row.5513","37900",1982,383564
"new.row.5514","37900",1983,378344
"new.row.5515","37900",1984,371853
"new.row.5516","37900",1985,364457
"new.row.5517","37900",1986,357835
"new.row.5518","37900",1987,354936
"new.row.5519","37900",1988,354697
"new.row.5520","37900",1989,357249
"new.row.5521","37900",1990,359269
"new.row.5522","37900",1991,361500
"new.row.5523","37900",1992,362223
"new.row.5524","37900",1993,362492
"new.row.5525","37900",1994,362843
"new.row.5526","37900",1995,366385
"new.row.5527","37900",1996,366521
"new.row.5528","37900",1997,366624
"new.row.5529","37900",1998,366997
"new.row.5530","37900",1999,367581
"new.row.5531","37900",2000,366659
"new.row.5532","37900",2001,365600
"new.row.5533","37900",2002,366312
"new.row.5534","37900",2003,366256
"new.row.5535","37900",2004,367962
"new.row.5536","37900",2005,369772
"new.row.5537","37900",2006,371687
"new.row.5538","37900",2007,374179
"new.row.5539","37900",2008,375982
"new.row.5540","37900",2009,379373
"new.row.5541","37900",2010,378937
"new.row.5542","37900",2011,379693
"new.row.5543","37900",2012,380447
"new.row.5544","40420",1969,268548
"new.row.5545","40420",1970,271661
"new.row.5546","40420",1971,271149
"new.row.5547","40420",1972,271136
"new.row.5548","40420",1973,273201
"new.row.5549","40420",1974,274734
"new.row.5550","40420",1975,274255
"new.row.5551","40420",1976,273627
"new.row.5552","40420",1977,273731
"new.row.5553","40420",1978,276063
"new.row.5554","40420",1979,276951
"new.row.5555","40420",1980,279829
"new.row.5556","40420",1981,280591
"new.row.5557","40420",1982,278911
"new.row.5558","40420",1983,277354
"new.row.5559","40420",1984,277028
"new.row.5560","40420",1985,278623
"new.row.5561","40420",1986,278638
"new.row.5562","40420",1987,279051
"new.row.5563","40420",1988,279763
"new.row.5564","40420",1989,281563
"new.row.5565","40420",1990,284702
"new.row.5566","40420",1991,289895
"new.row.5567","40420",1992,294298
"new.row.5568","40420",1993,298582
"new.row.5569","40420",1994,302172
"new.row.5570","40420",1995,305671
"new.row.5571","40420",1996,309644
"new.row.5572","40420",1997,312342
"new.row.5573","40420",1998,315025
"new.row.5574","40420",1999,317596
"new.row.5575","40420",2000,321033
"new.row.5576","40420",2001,323229
"new.row.5577","40420",2002,325747
"new.row.5578","40420",2003,329472
"new.row.5579","40420",2004,332230
"new.row.5580","40420",2005,335903
"new.row.5581","40420",2006,341202
"new.row.5582","40420",2007,347503
"new.row.5583","40420",2008,349937
"new.row.5584","40420",2009,349766
"new.row.5585","40420",2010,349245
"new.row.5586","40420",2011,347913
"new.row.5587","40420",2012,346009
"new.row.5588","41180",1969,2476718
"new.row.5589","41180",1970,2520475
"new.row.5590","41180",1971,2514268
"new.row.5591","41180",1972,2506053
"new.row.5592","41180",1973,2493703
"new.row.5593","41180",1974,2483293
"new.row.5594","41180",1975,2483274
"new.row.5595","41180",1976,2483161
"new.row.5596","41180",1977,2476457
"new.row.5597","41180",1978,2479899
"new.row.5598","41180",1979,2484555
"new.row.5599","41180",1980,2486989
"new.row.5600","41180",1981,2487360
"new.row.5601","41180",1982,2481504
"new.row.5602","41180",1983,2484786
"new.row.5603","41180",1984,2496966
"new.row.5604","41180",1985,2513864
"new.row.5605","41180",1986,2529039
"new.row.5606","41180",1987,2543754
"new.row.5607","41180",1988,2552771
"new.row.5608","41180",1989,2554879
"new.row.5609","41180",1990,2565020
"new.row.5610","41180",1991,2579363
"new.row.5611","41180",1992,2590410
"new.row.5612","41180",1993,2605968
"new.row.5613","41180",1994,2616756
"new.row.5614","41180",1995,2629433
"new.row.5615","41180",1996,2640161
"new.row.5616","41180",1997,2651165
"new.row.5617","41180",1998,2657031
"new.row.5618","41180",1999,2666413
"new.row.5619","41180",2000,2678822
"new.row.5620","41180",2001,2690131
"new.row.5621","41180",2002,2700121
"new.row.5622","41180",2003,2711031
"new.row.5623","41180",2004,2721868
"new.row.5624","41180",2005,2730316
"new.row.5625","41180",2006,2744265
"new.row.5626","41180",2007,2755581
"new.row.5627","41180",2008,2767776
"new.row.5628","41180",2009,2779404
"new.row.5629","41180",2010,2789873
"new.row.5630","41180",2011,2793375
"new.row.5631","41180",2012,2795794
"new.row.5632","44100",1969,170020
"new.row.5633","44100",1970,171806
"new.row.5634","44100",1971,175525
"new.row.5635","44100",1972,176557
"new.row.5636","44100",1973,178605
"new.row.5637","44100",1974,179531
"new.row.5638","44100",1975,183947
"new.row.5639","44100",1976,187362
"new.row.5640","44100",1977,188410
"new.row.5641","44100",1978,187846
"new.row.5642","44100",1979,187471
"new.row.5643","44100",1980,187780
"new.row.5644","44100",1981,187489
"new.row.5645","44100",1982,186844
"new.row.5646","44100",1983,187611
"new.row.5647","44100",1984,187747
"new.row.5648","44100",1985,188104
"new.row.5649","44100",1986,187316
"new.row.5650","44100",1987,187591
"new.row.5651","44100",1988,188519
"new.row.5652","44100",1989,188954
"new.row.5653","44100",1990,189818
"new.row.5654","44100",1991,192544
"new.row.5655","44100",1992,195599
"new.row.5656","44100",1993,198516
"new.row.5657","44100",1994,201132
"new.row.5658","44100",1995,201598
"new.row.5659","44100",1996,202123
"new.row.5660","44100",1997,201884
"new.row.5661","44100",1998,201722
"new.row.5662","44100",1999,201347
"new.row.5663","44100",2000,201628
"new.row.5664","44100",2001,202427
"new.row.5665","44100",2002,203281
"new.row.5666","44100",2003,203901
"new.row.5667","44100",2004,204526
"new.row.5668","44100",2005,204988
"new.row.5669","44100",2006,205887
"new.row.5670","44100",2007,206771
"new.row.5671","44100",2008,207874
"new.row.5672","44100",2009,208900
"new.row.5673","44100",2010,210573
"new.row.5674","44100",2011,211669
"new.row.5675","44100",2012,211993
"new.row.5676","14020",1969,94038
"new.row.5677","14020",1970,97656
