"","msa.fips","year","proprietors.employment"
"new.row.5162","16020",1983,9435
"new.row.5163","16020",1984,9463
"new.row.5164","16020",1985,9675
"new.row.5165","16020",1986,9806
"new.row.5166","16020",1987,9423
"new.row.5167","16020",1988,9271
"new.row.5168","16020",1989,9052
"new.row.5169","16020",1990,9270
"new.row.5170","16020",1991,9218
"new.row.5171","16020",1992,9189
"new.row.5172","16020",1993,9451
"new.row.5173","16020",1994,9465
"new.row.5174","16020",1995,10067
"new.row.5175","16020",1996,10162
"new.row.5176","16020",1997,10199
"new.row.5177","16020",1998,11324
"new.row.5178","16020",1999,11121
"new.row.5179","16020",2000,11425
"new.row.5180","16020",2001,11687
"new.row.5181","16020",2002,11761
"new.row.5182","16020",2003,12025
"new.row.5183","16020",2004,12154
"new.row.5184","16020",2005,12680
"new.row.5185","16020",2006,12930
"new.row.5186","16020",2007,13556
"new.row.5187","16020",2008,13996
"new.row.5188","16020",2009,14274
"new.row.5189","16020",2010,13994
"new.row.5190","16020",2011,14545
"new.row.5191","16020",2012,14845
"new.row.5192","16060",1969,6140
"new.row.5193","16060",1970,6202
"new.row.5194","16060",1971,6501
"new.row.5195","16060",1972,6680
"new.row.5196","16060",1973,6977
"new.row.5197","16060",1974,7210
"new.row.5198","16060",1975,7553
"new.row.5199","16060",1976,8045
"new.row.5200","16060",1977,8273
"new.row.5201","16060",1978,8443
"new.row.5202","16060",1979,8636
"new.row.5203","16060",1980,8899
"new.row.5204","16060",1981,8831
"new.row.5205","16060",1982,9446
"new.row.5206","16060",1983,9669
"new.row.5207","16060",1984,9805
"new.row.5208","16060",1985,10119
"new.row.5209","16060",1986,10532
"new.row.5210","16060",1987,10613
"new.row.5211","16060",1988,10475
"new.row.5212","16060",1989,10192
"new.row.5213","16060",1990,10447
"new.row.5214","16060",1991,10588
"new.row.5215","16060",1992,10482
"new.row.5216","16060",1993,10352
"new.row.5217","16060",1994,10830
"new.row.5218","16060",1995,11295
"new.row.5219","16060",1996,11557
"new.row.5220","16060",1997,11651
"new.row.5221","16060",1998,11877
"new.row.5222","16060",1999,11902
"new.row.5223","16060",2000,12346
"new.row.5224","16060",2001,11800
"new.row.5225","16060",2002,11404
"new.row.5226","16060",2003,11956
"new.row.5227","16060",2004,12361
"new.row.5228","16060",2005,12769
"new.row.5229","16060",2006,13035
"new.row.5230","16060",2007,13720
"new.row.5231","16060",2008,13303
"new.row.5232","16060",2009,13801
"new.row.5233","16060",2010,13550
"new.row.5234","16060",2011,14017
"new.row.5235","16060",2012,14350
"new.row.5236","16580",1969,13932
"new.row.5237","16580",1970,14036
"new.row.5238","16580",1971,14551
"new.row.5239","16580",1972,14848
"new.row.5240","16580",1973,15365
"new.row.5241","16580",1974,15929
"new.row.5242","16580",1975,16381
"new.row.5243","16580",1976,16516
"new.row.5244","16580",1977,16716
"new.row.5245","16580",1978,16793
"new.row.5246","16580",1979,17150
"new.row.5247","16580",1980,17683
"new.row.5248","16580",1981,17625
"new.row.5249","16580",1982,18481
"new.row.5250","16580",1983,18461
"new.row.5251","16580",1984,18392
"new.row.5252","16580",1985,18668
"new.row.5253","16580",1986,19077
"new.row.5254","16580",1987,18830
"new.row.5255","16580",1988,19464
"new.row.5256","16580",1989,19303
"new.row.5257","16580",1990,19813
"new.row.5258","16580",1991,20048
"new.row.5259","16580",1992,19616
"new.row.5260","16580",1993,19091
"new.row.5261","16580",1994,19373
"new.row.5262","16580",1995,20568
"new.row.5263","16580",1996,21123
"new.row.5264","16580",1997,21098
"new.row.5265","16580",1998,22396
"new.row.5266","16580",1999,22185
"new.row.5267","16580",2000,23014
"new.row.5268","16580",2001,22462
"new.row.5269","16580",2002,22129
"new.row.5270","16580",2003,23069
"new.row.5271","16580",2004,23627
"new.row.5272","16580",2005,24119
"new.row.5273","16580",2006,24588
"new.row.5274","16580",2007,25919
"new.row.5275","16580",2008,24653
"new.row.5276","16580",2009,25340
"new.row.5277","16580",2010,25027
"new.row.5278","16580",2011,25716
"new.row.5279","16580",2012,26378
"new.row.5280","16980",1969,305522
"new.row.5281","16980",1970,312813
"new.row.5282","16980",1971,321009
"new.row.5283","16980",1972,330329
"new.row.5284","16980",1973,347987
"new.row.5285","16980",1974,354191
"new.row.5286","16980",1975,360018
"new.row.5287","16980",1976,376781
"new.row.5288","16980",1977,384022
"new.row.5289","16980",1978,387280
"new.row.5290","16980",1979,389381
"new.row.5291","16980",1980,397467
"new.row.5292","16980",1981,403721
"new.row.5293","16980",1982,427072
"new.row.5294","16980",1983,428577
"new.row.5295","16980",1984,440789
"new.row.5296","16980",1985,460475
"new.row.5297","16980",1986,486855
"new.row.5298","16980",1987,506646
"new.row.5299","16980",1988,536555
"new.row.5300","16980",1989,532234
"new.row.5301","16980",1990,563381
"new.row.5302","16980",1991,572436
"new.row.5303","16980",1992,568940
"new.row.5304","16980",1993,569093
"new.row.5305","16980",1994,593542
"new.row.5306","16980",1995,617965
"new.row.5307","16980",1996,639822
"new.row.5308","16980",1997,650183
"new.row.5309","16980",1998,675708
"new.row.5310","16980",1999,690253
"new.row.5311","16980",2000,727796
"new.row.5312","16980",2001,759651
"new.row.5313","16980",2002,786047
"new.row.5314","16980",2003,816945
"new.row.5315","16980",2004,866298
"new.row.5316","16980",2005,908952
"new.row.5317","16980",2006,945480
"new.row.5318","16980",2007,1015560
"new.row.5319","16980",2008,1033654
"new.row.5320","16980",2009,1072357
"new.row.5321","16980",2010,1072548
"new.row.5322","16980",2011,1124130
"new.row.5323","16980",2012,1156366
"new.row.5324","19180",1969,6344
"new.row.5325","19180",1970,6484
"new.row.5326","19180",1971,6418
"new.row.5327","19180",1972,6517
"new.row.5328","19180",1973,6900
"new.row.5329","19180",1974,6916
"new.row.5330","19180",1975,6927
"new.row.5331","19180",1976,6910
"new.row.5332","19180",1977,6951
"new.row.5333","19180",1978,6956
"new.row.5334","19180",1979,7076
"new.row.5335","19180",1980,7254
"new.row.5336","19180",1981,7212
"new.row.5337","19180",1982,7365
"new.row.5338","19180",1983,7351
"new.row.5339","19180",1984,7031
"new.row.5340","19180",1985,6780
"new.row.5341","19180",1986,6551
"new.row.5342","19180",1987,6120
"new.row.5343","19180",1988,6289
"new.row.5344","19180",1989,6316
"new.row.5345","19180",1990,6657
"new.row.5346","19180",1991,6588
"new.row.5347","19180",1992,6614
"new.row.5348","19180",1993,6221
"new.row.5349","19180",1994,6395
"new.row.5350","19180",1995,6493
"new.row.5351","19180",1996,6683
"new.row.5352","19180",1997,7111
"new.row.5353","19180",1998,7313
"new.row.5354","19180",1999,7453
"new.row.5355","19180",2000,7703
"new.row.5356","19180",2001,7160
"new.row.5357","19180",2002,6951
"new.row.5358","19180",2003,7299
"new.row.5359","19180",2004,7579
"new.row.5360","19180",2005,7748
"new.row.5361","19180",2006,7813
"new.row.5362","19180",2007,8116
"new.row.5363","19180",2008,7709
"new.row.5364","19180",2009,7704
"new.row.5365","19180",2010,7677
"new.row.5366","19180",2011,7897
"new.row.5367","19180",2012,8088
"new.row.5368","19340",1969,23264
"new.row.5369","19340",1970,23588
"new.row.5370","19340",1971,24115
"new.row.5371","19340",1972,25076
"new.row.5372","19340",1973,26010
"new.row.5373","19340",1974,26567
"new.row.5374","19340",1975,26563
"new.row.5375","19340",1976,26576
"new.row.5376","19340",1977,26520
"new.row.5377","19340",1978,26348
"new.row.5378","19340",1979,26839
"new.row.5379","19340",1980,27804
"new.row.5380","19340",1981,28150
"new.row.5381","19340",1982,29292
"new.row.5382","19340",1983,29643
"new.row.5383","19340",1984,29467
"new.row.5384","19340",1985,29551
"new.row.5385","19340",1986,29851
"new.row.5386","19340",1987,29114
"new.row.5387","19340",1988,29231
"new.row.5388","19340",1989,29063
"new.row.5389","19340",1990,30295
"new.row.5390","19340",1991,31171
"new.row.5391","19340",1992,31057
"new.row.5392","19340",1993,30802
"new.row.5393","19340",1994,30830
"new.row.5394","19340",1995,32395
"new.row.5395","19340",1996,32980
"new.row.5396","19340",1997,33598
"new.row.5397","19340",1998,34219
"new.row.5398","19340",1999,33750
"new.row.5399","19340",2000,34889
"new.row.5400","19340",2001,34092
"new.row.5401","19340",2002,33733
"new.row.5402","19340",2003,35027
"new.row.5403","19340",2004,36030
"new.row.5404","19340",2005,36169
"new.row.5405","19340",2006,36814
"new.row.5406","19340",2007,38413
"new.row.5407","19340",2008,37978
"new.row.5408","19340",2009,38413
"new.row.5409","19340",2010,37612
"new.row.5410","19340",2011,38691
"new.row.5411","19340",2012,39630
"new.row.5412","19500",1969,7449
"new.row.5413","19500",1970,7624
"new.row.5414","19500",1971,7904
"new.row.5415","19500",1972,8213
"new.row.5416","19500",1973,8539
"new.row.5417","19500",1974,8744
"new.row.5418","19500",1975,8953
"new.row.5419","19500",1976,9221
"new.row.5420","19500",1977,9411
"new.row.5421","19500",1978,9527
"new.row.5422","19500",1979,9657
"new.row.5423","19500",1980,9908
"new.row.5424","19500",1981,9730
"new.row.5425","19500",1982,9947
"new.row.5426","19500",1983,10037
"new.row.5427","19500",1984,9744
"new.row.5428","19500",1985,9570
"new.row.5429","19500",1986,9466
"new.row.5430","19500",1987,9090
"new.row.5431","19500",1988,9206
"new.row.5432","19500",1989,8976
"new.row.5433","19500",1990,9295
"new.row.5434","19500",1991,9119
"new.row.5435","19500",1992,9147
"new.row.5436","19500",1993,8873
"new.row.5437","19500",1994,9568
"new.row.5438","19500",1995,9407
"new.row.5439","19500",1996,9689
"new.row.5440","19500",1997,10074
"new.row.5441","19500",1998,9759
"new.row.5442","19500",1999,9519
"new.row.5443","19500",2000,9910
"new.row.5444","19500",2001,9340
"new.row.5445","19500",2002,9127
"new.row.5446","19500",2003,9566
"new.row.5447","19500",2004,9541
"new.row.5448","19500",2005,9748
"new.row.5449","19500",2006,9841
"new.row.5450","19500",2007,10258
"new.row.5451","19500",2008,9686
"new.row.5452","19500",2009,10012
"new.row.5453","19500",2010,10233
"new.row.5454","19500",2011,10828
"new.row.5455","19500",2012,11120
"new.row.5456","28100",1969,5853
"new.row.5457","28100",1970,5855
"new.row.5458","28100",1971,5933
"new.row.5459","28100",1972,6132
"new.row.5460","28100",1973,6401
"new.row.5461","28100",1974,6366
"new.row.5462","28100",1975,6287
"new.row.5463","28100",1976,6266
"new.row.5464","28100",1977,6358
"new.row.5465","28100",1978,6412
"new.row.5466","28100",1979,6387
"new.row.5467","28100",1980,6413
"new.row.5468","28100",1981,6315
"new.row.5469","28100",1982,6413
"new.row.5470","28100",1983,6480
"new.row.5471","28100",1984,6490
"new.row.5472","28100",1985,6606
"new.row.5473","28100",1986,6807
"new.row.5474","28100",1987,6827
"new.row.5475","28100",1988,6987
"new.row.5476","28100",1989,6962
"new.row.5477","28100",1990,7230
"new.row.5478","28100",1991,7240
"new.row.5479","28100",1992,7275
"new.row.5480","28100",1993,7303
"new.row.5481","28100",1994,7880
"new.row.5482","28100",1995,8191
"new.row.5483","28100",1996,8210
"new.row.5484","28100",1997,8340
"new.row.5485","28100",1998,8363
"new.row.5486","28100",1999,8331
"new.row.5487","28100",2000,8652
"new.row.5488","28100",2001,8312
"new.row.5489","28100",2002,8039
"new.row.5490","28100",2003,8509
"new.row.5491","28100",2004,8776
"new.row.5492","28100",2005,9356
"new.row.5493","28100",2006,9440
"new.row.5494","28100",2007,9778
"new.row.5495","28100",2008,9490
"new.row.5496","28100",2009,9764
"new.row.5497","28100",2010,9844
"new.row.5498","28100",2011,10202
"new.row.5499","28100",2012,10478
"new.row.5500","37900",1969,22017
"new.row.5501","37900",1970,22315
"new.row.5502","37900",1971,22842
"new.row.5503","37900",1972,23193
"new.row.5504","37900",1973,23672
"new.row.5505","37900",1974,24539
"new.row.5506","37900",1975,25290
"new.row.5507","37900",1976,26080
"new.row.5508","37900",1977,25764
"new.row.5509","37900",1978,25256
"new.row.5510","37900",1979,25349
"new.row.5511","37900",1980,25688
"new.row.5512","37900",1981,25946
"new.row.5513","37900",1982,26532
"new.row.5514","37900",1983,26768
"new.row.5515","37900",1984,26776
"new.row.5516","37900",1985,27210
"new.row.5517","37900",1986,27958
"new.row.5518","37900",1987,27992
"new.row.5519","37900",1988,28916
"new.row.5520","37900",1989,28110
"new.row.5521","37900",1990,29488
"new.row.5522","37900",1991,29574
"new.row.5523","37900",1992,29426
"new.row.5524","37900",1993,28893
"new.row.5525","37900",1994,30907
"new.row.5526","37900",1995,31423
"new.row.5527","37900",1996,32400
"new.row.5528","37900",1997,32854
"new.row.5529","37900",1998,32822
"new.row.5530","37900",1999,33043
"new.row.5531","37900",2000,34350
"new.row.5532","37900",2001,31938
"new.row.5533","37900",2002,31446
"new.row.5534","37900",2003,33044
"new.row.5535","37900",2004,34197
"new.row.5536","37900",2005,34725
"new.row.5537","37900",2006,34994
"new.row.5538","37900",2007,36434
"new.row.5539","37900",2008,34949
"new.row.5540","37900",2009,35177
"new.row.5541","37900",2010,35170
"new.row.5542","37900",2011,36389
"new.row.5543","37900",2012,37319
"new.row.5544","40420",1969,13136
"new.row.5545","40420",1970,13169
"new.row.5546","40420",1971,13684
"new.row.5547","40420",1972,14518
"new.row.5548","40420",1973,15535
"new.row.5549","40420",1974,15689
"new.row.5550","40420",1975,15834
"new.row.5551","40420",1976,16441
"new.row.5552","40420",1977,16599
"new.row.5553","40420",1978,16654
"new.row.5554","40420",1979,16650
"new.row.5555","40420",1980,16826
"new.row.5556","40420",1981,17202
"new.row.5557","40420",1982,18335
"new.row.5558","40420",1983,18614
"new.row.5559","40420",1984,18853
"new.row.5560","40420",1985,19377
"new.row.5561","40420",1986,20132
"new.row.5562","40420",1987,20417
"new.row.5563","40420",1988,21439
"new.row.5564","40420",1989,21426
"new.row.5565","40420",1990,22963
"new.row.5566","40420",1991,23559
"new.row.5567","40420",1992,23350
"new.row.5568","40420",1993,23521
"new.row.5569","40420",1994,24433
"new.row.5570","40420",1995,25498
"new.row.5571","40420",1996,25963
"new.row.5572","40420",1997,26443
"new.row.5573","40420",1998,26792
"new.row.5574","40420",1999,26374
"new.row.5575","40420",2000,27554
"new.row.5576","40420",2001,26883
"new.row.5577","40420",2002,27157
"new.row.5578","40420",2003,28599
"new.row.5579","40420",2004,29400
"new.row.5580","40420",2005,30556
"new.row.5581","40420",2006,31022
"new.row.5582","40420",2007,32521
"new.row.5583","40420",2008,33644
"new.row.5584","40420",2009,33899
"new.row.5585","40420",2010,33421
"new.row.5586","40420",2011,34952
"new.row.5587","40420",2012,35896
"new.row.5588","41180",1969,121167
"new.row.5589","41180",1970,120838
"new.row.5590","41180",1971,123104
"new.row.5591","41180",1972,128054
"new.row.5592","41180",1973,135577
"new.row.5593","41180",1974,138821
"new.row.5594","41180",1975,143588
"new.row.5595","41180",1976,149596
"new.row.5596","41180",1977,153339
"new.row.5597","41180",1978,152694
"new.row.5598","41180",1979,157930
"new.row.5599","41180",1980,165465
"new.row.5600","41180",1981,161911
"new.row.5601","41180",1982,169563
"new.row.5602","41180",1983,173780
"new.row.5603","41180",1984,175926
"new.row.5604","41180",1985,182129
"new.row.5605","41180",1986,187536
"new.row.5606","41180",1987,180811
"new.row.5607","41180",1988,180599
"new.row.5608","41180",1989,179514
"new.row.5609","41180",1990,186912
"new.row.5610","41180",1991,191801
"new.row.5611","41180",1992,184694
"new.row.5612","41180",1993,191546
"new.row.5613","41180",1994,191240
"new.row.5614","41180",1995,199953
"new.row.5615","41180",1996,204880
"new.row.5616","41180",1997,206467
"new.row.5617","41180",1998,214769
"new.row.5618","41180",1999,217308
"new.row.5619","41180",2000,226514
"new.row.5620","41180",2001,228020
"new.row.5621","41180",2002,232496
"new.row.5622","41180",2003,241782
"new.row.5623","41180",2004,253231
"new.row.5624","41180",2005,265285
"new.row.5625","41180",2006,272806
"new.row.5626","41180",2007,288575
"new.row.5627","41180",2008,293121
"new.row.5628","41180",2009,298958
"new.row.5629","41180",2010,299091
"new.row.5630","41180",2011,312580
"new.row.5631","41180",2012,321052
"new.row.5632","44100",1969,11848
"new.row.5633","44100",1970,12221
"new.row.5634","44100",1971,12514
"new.row.5635","44100",1972,13001
"new.row.5636","44100",1973,13808
"new.row.5637","44100",1974,14121
"new.row.5638","44100",1975,14415
"new.row.5639","44100",1976,14866
"new.row.5640","44100",1977,15132
"new.row.5641","44100",1978,15253
"new.row.5642","44100",1979,15662
"new.row.5643","44100",1980,16225
"new.row.5644","44100",1981,16311
"new.row.5645","44100",1982,17139
"new.row.5646","44100",1983,17255
"new.row.5647","44100",1984,16895
"new.row.5648","44100",1985,16782
"new.row.5649","44100",1986,16798
"new.row.5650","44100",1987,16306
"new.row.5651","44100",1988,17272
"new.row.5652","44100",1989,17383
"new.row.5653","44100",1990,17934
"new.row.5654","44100",1991,18361
"new.row.5655","44100",1992,18635
"new.row.5656","44100",1993,18245
"new.row.5657","44100",1994,19172
"new.row.5658","44100",1995,19928
"new.row.5659","44100",1996,20294
"new.row.5660","44100",1997,20533
"new.row.5661","44100",1998,20784
"new.row.5662","44100",1999,20686
"new.row.5663","44100",2000,21566
"new.row.5664","44100",2001,20061
"new.row.5665","44100",2002,19845
"new.row.5666","44100",2003,21176
"new.row.5667","44100",2004,22082
"new.row.5668","44100",2005,22852
"new.row.5669","44100",2006,22966
"new.row.5670","44100",2007,23840
"new.row.5671","44100",2008,22622
"new.row.5672","44100",2009,22933
"new.row.5673","44100",2010,22434
"new.row.5674","44100",2011,23056
"new.row.5675","44100",2012,23676
"new.row.5676","14020",1969,4386
"new.row.5677","14020",1970,4495
