"","msa.fips","year","average.wage.per.job"
"new.row.13653","27180",1982,13095
"new.row.13654","27180",1983,13805
"new.row.13655","27180",1984,14344
"new.row.13656","27180",1985,15299
"new.row.13657","27180",1986,16087
"new.row.13658","27180",1987,16871
"new.row.13659","27180",1988,17384
"new.row.13660","27180",1989,17932
"new.row.13661","27180",1990,19218
"new.row.13662","27180",1991,19865
"new.row.13663","27180",1992,20663
"new.row.13664","27180",1993,21134
"new.row.13665","27180",1994,21797
"new.row.13666","27180",1995,22789
"new.row.13667","27180",1996,23813
"new.row.13668","27180",1997,24848
"new.row.13669","27180",1998,26041
"new.row.13670","27180",1999,26972
"new.row.13671","27180",2000,27895
"new.row.13672","27180",2001,28725
"new.row.13673","27180",2002,29792
"new.row.13674","27180",2003,30841
"new.row.13675","27180",2004,31808
"new.row.13676","27180",2005,32592
"new.row.13677","27180",2006,33657
"new.row.13678","27180",2007,34481
"new.row.13679","27180",2008,35414
"new.row.13680","27180",2009,35613
"new.row.13681","27180",2010,36103
"new.row.13682","27180",2011,36616
"new.row.13683","27180",2012,37359
"new.row.13684","27740",1969,4830
"new.row.13685","27740",1970,5176
"new.row.13686","27740",1971,5516
"new.row.13687","27740",1972,5781
"new.row.13688","27740",1973,6182
"new.row.13689","27740",1974,6730
"new.row.13690","27740",1975,7320
"new.row.13691","27740",1976,7939
"new.row.13692","27740",1977,8450
"new.row.13693","27740",1978,9152
"new.row.13694","27740",1979,10048
"new.row.13695","27740",1980,11095
"new.row.13696","27740",1981,12279
"new.row.13697","27740",1982,12935
"new.row.13698","27740",1983,13613
"new.row.13699","27740",1984,14286
"new.row.13700","27740",1985,14825
"new.row.13701","27740",1986,15577
"new.row.13702","27740",1987,16129
"new.row.13703","27740",1988,16543
"new.row.13704","27740",1989,16859
"new.row.13705","27740",1990,17579
"new.row.13706","27740",1991,18466
"new.row.13707","27740",1992,19370
"new.row.13708","27740",1993,19520
"new.row.13709","27740",1994,20163
"new.row.13710","27740",1995,20657
"new.row.13711","27740",1996,21219
"new.row.13712","27740",1997,22072
"new.row.13713","27740",1998,23157
"new.row.13714","27740",1999,23803
"new.row.13715","27740",2000,25106
"new.row.13716","27740",2001,26072
"new.row.13717","27740",2002,27052
"new.row.13718","27740",2003,27694
"new.row.13719","27740",2004,29063
"new.row.13720","27740",2005,29812
"new.row.13721","27740",2006,30948
"new.row.13722","27740",2007,31958
"new.row.13723","27740",2008,32668
"new.row.13724","27740",2009,33628
"new.row.13725","27740",2010,34220
"new.row.13726","27740",2011,34667
"new.row.13727","27740",2012,35511
"new.row.13728","28700",1969,5948
"new.row.13729","28700",1970,6299
"new.row.13730","28700",1971,6665
"new.row.13731","28700",1972,7048
"new.row.13732","28700",1973,7479
"new.row.13733","28700",1974,8109
"new.row.13734","28700",1975,8838
"new.row.13735","28700",1976,9466
"new.row.13736","28700",1977,10218
"new.row.13737","28700",1978,11035
"new.row.13738","28700",1979,11972
"new.row.13739","28700",1980,12962
"new.row.13740","28700",1981,14461
"new.row.13741","28700",1982,15291
"new.row.13742","28700",1983,16078
"new.row.13743","28700",1984,16723
"new.row.13744","28700",1985,17933
"new.row.13745","28700",1986,18757
"new.row.13746","28700",1987,19453
"new.row.13747","28700",1988,20253
"new.row.13748","28700",1989,20941
"new.row.13749","28700",1990,21730
"new.row.13750","28700",1991,22571
"new.row.13751","28700",1992,23216
"new.row.13752","28700",1993,23534
"new.row.13753","28700",1994,23893
"new.row.13754","28700",1995,24603
"new.row.13755","28700",1996,25831
"new.row.13756","28700",1997,25927
"new.row.13757","28700",1998,26627
"new.row.13758","28700",1999,27146
"new.row.13759","28700",2000,28164
"new.row.13760","28700",2001,29816
"new.row.13761","28700",2002,30090
"new.row.13762","28700",2003,31305
"new.row.13763","28700",2004,32908
"new.row.13764","28700",2005,33498
"new.row.13765","28700",2006,35090
"new.row.13766","28700",2007,36449
"new.row.13767","28700",2008,37353
"new.row.13768","28700",2009,37336
"new.row.13769","28700",2010,38683
"new.row.13770","28700",2011,40006
"new.row.13771","28700",2012,40828
"new.row.13772","28940",1969,5667
"new.row.13773","28940",1970,5996
"new.row.13774","28940",1971,6395
"new.row.13775","28940",1972,6725
"new.row.13776","28940",1973,7168
"new.row.13777","28940",1974,7826
"new.row.13778","28940",1975,8545
"new.row.13779","28940",1976,9179
"new.row.13780","28940",1977,9879
"new.row.13781","28940",1978,10759
"new.row.13782","28940",1979,11615
"new.row.13783","28940",1980,12680
"new.row.13784","28940",1981,13774
"new.row.13785","28940",1982,14538
"new.row.13786","28940",1983,15591
"new.row.13787","28940",1984,16404
"new.row.13788","28940",1985,17159
"new.row.13789","28940",1986,17787
"new.row.13790","28940",1987,18625
"new.row.13791","28940",1988,19417
"new.row.13792","28940",1989,19945
"new.row.13793","28940",1990,20794
"new.row.13794","28940",1991,21850
"new.row.13795","28940",1992,22848
"new.row.13796","28940",1993,23575
"new.row.13797","28940",1994,24254
"new.row.13798","28940",1995,24905
"new.row.13799","28940",1996,25572
"new.row.13800","28940",1997,26712
"new.row.13801","28940",1998,28031
"new.row.13802","28940",1999,28854
"new.row.13803","28940",2000,29863
"new.row.13804","28940",2001,30747
"new.row.13805","28940",2002,31825
"new.row.13806","28940",2003,33028
"new.row.13807","28940",2004,34100
"new.row.13808","28940",2005,35202
"new.row.13809","28940",2006,36689
"new.row.13810","28940",2007,38030
"new.row.13811","28940",2008,38691
"new.row.13812","28940",2009,39306
"new.row.13813","28940",2010,40790
"new.row.13814","28940",2011,41816
"new.row.13815","28940",2012,42830
"new.row.13816","34100",1969,4711
"new.row.13817","34100",1970,4952
"new.row.13818","34100",1971,5449
"new.row.13819","34100",1972,5682
"new.row.13820","34100",1973,6191
"new.row.13821","34100",1974,6776
"new.row.13822","34100",1975,7486
"new.row.13823","34100",1976,7893
"new.row.13824","34100",1977,8484
"new.row.13825","34100",1978,9194
"new.row.13826","34100",1979,10113
"new.row.13827","34100",1980,11022
"new.row.13828","34100",1981,12080
"new.row.13829","34100",1982,12957
"new.row.13830","34100",1983,13465
"new.row.13831","34100",1984,14503
"new.row.13832","34100",1985,15065
"new.row.13833","34100",1986,15496
"new.row.13834","34100",1987,16391
"new.row.13835","34100",1988,17063
"new.row.13836","34100",1989,17653
"new.row.13837","34100",1990,18411
"new.row.13838","34100",1991,19163
"new.row.13839","34100",1992,20120
"new.row.13840","34100",1993,20741
"new.row.13841","34100",1994,21426
"new.row.13842","34100",1995,22015
"new.row.13843","34100",1996,22615
"new.row.13844","34100",1997,23689
"new.row.13845","34100",1998,24828
"new.row.13846","34100",1999,25638
"new.row.13847","34100",2000,26592
"new.row.13848","34100",2001,27888
"new.row.13849","34100",2002,28634
"new.row.13850","34100",2003,29702
"new.row.13851","34100",2004,30938
"new.row.13852","34100",2005,30827
"new.row.13853","34100",2006,31457
"new.row.13854","34100",2007,32641
"new.row.13855","34100",2008,32954
"new.row.13856","34100",2009,33210
"new.row.13857","34100",2010,34931
"new.row.13858","34100",2011,35524
"new.row.13859","34100",2012,36389
"new.row.13860","34980",1969,5598
"new.row.13861","34980",1970,5952
"new.row.13862","34980",1971,6350
"new.row.13863","34980",1972,6717
"new.row.13864","34980",1973,7178
"new.row.13865","34980",1974,7772
"new.row.13866","34980",1975,8511
"new.row.13867","34980",1976,9126
"new.row.13868","34980",1977,9793
"new.row.13869","34980",1978,10749
"new.row.13870","34980",1979,11645
"new.row.13871","34980",1980,12770
"new.row.13872","34980",1981,14050
"new.row.13873","34980",1982,14998
"new.row.13874","34980",1983,15917
"new.row.13875","34980",1984,16768
"new.row.13876","34980",1985,17717
"new.row.13877","34980",1986,18525
"new.row.13878","34980",1987,19496
"new.row.13879","34980",1988,20223
"new.row.13880","34980",1989,21029
"new.row.13881","34980",1990,21908
"new.row.13882","34980",1991,22946
"new.row.13883","34980",1992,24543
"new.row.13884","34980",1993,25093
"new.row.13885","34980",1994,26089
"new.row.13886","34980",1995,27143
"new.row.13887","34980",1996,28002
"new.row.13888","34980",1997,29448
"new.row.13889","34980",1998,30305
"new.row.13890","34980",1999,31437
"new.row.13891","34980",2000,32862
"new.row.13892","34980",2001,33618
"new.row.13893","34980",2002,34583
"new.row.13894","34980",2003,35632
"new.row.13895","34980",2004,36955
"new.row.13896","34980",2005,38258
"new.row.13897","34980",2006,40517
"new.row.13898","34980",2007,42131
"new.row.13899","34980",2008,43410
"new.row.13900","34980",2009,43292
"new.row.13901","34980",2010,44998
"new.row.13902","34980",2011,45805
"new.row.13903","34980",2012,48024
"new.row.13904","10180",1969,4974
"new.row.13905","10180",1970,5405
"new.row.13906","10180",1971,5628
"new.row.13907","10180",1972,6045
"new.row.13908","10180",1973,6396
"new.row.13909","10180",1974,6990
"new.row.13910","10180",1975,7639
"new.row.13911","10180",1976,8295
"new.row.13912","10180",1977,8986
"new.row.13913","10180",1978,9963
"new.row.13914","10180",1979,10965
"new.row.13915","10180",1980,12390
"new.row.13916","10180",1981,13980
"new.row.13917","10180",1982,14607
"new.row.13918","10180",1983,15198
"new.row.13919","10180",1984,15789
"new.row.13920","10180",1985,16422
"new.row.13921","10180",1986,16584
"new.row.13922","10180",1987,16932
"new.row.13923","10180",1988,17453
"new.row.13924","10180",1989,17505
"new.row.13925","10180",1990,18473
"new.row.13926","10180",1991,19047
"new.row.13927","10180",1992,19655
"new.row.13928","10180",1993,19919
"new.row.13929","10180",1994,20455
"new.row.13930","10180",1995,20698
"new.row.13931","10180",1996,21422
"new.row.13932","10180",1997,22198
"new.row.13933","10180",1998,22720
"new.row.13934","10180",1999,23528
"new.row.13935","10180",2000,24882
"new.row.13936","10180",2001,25745
"new.row.13937","10180",2002,26525
"new.row.13938","10180",2003,27206
"new.row.13939","10180",2004,28333
"new.row.13940","10180",2005,29289
"new.row.13941","10180",2006,31169
"new.row.13942","10180",2007,32935
"new.row.13943","10180",2008,33931
"new.row.13944","10180",2009,34076
"new.row.13945","10180",2010,34766
"new.row.13946","10180",2011,35783
"new.row.13947","10180",2012,37331
"new.row.13948","11100",1969,5556
"new.row.13949","11100",1970,5884
"new.row.13950","11100",1971,6199
"new.row.13951","11100",1972,6550
"new.row.13952","11100",1973,7052
"new.row.13953","11100",1974,7767
"new.row.13954","11100",1975,8617
"new.row.13955","11100",1976,9341
"new.row.13956","11100",1977,10053
"new.row.13957","11100",1978,11016
"new.row.13958","11100",1979,12028
"new.row.13959","11100",1980,13248
"new.row.13960","11100",1981,14747
"new.row.13961","11100",1982,15704
"new.row.13962","11100",1983,16364
"new.row.13963","11100",1984,17109
"new.row.13964","11100",1985,17741
"new.row.13965","11100",1986,18190
"new.row.13966","11100",1987,19361
"new.row.13967","11100",1988,18823
"new.row.13968","11100",1989,19482
"new.row.13969","11100",1990,19948
"new.row.13970","11100",1991,20541
"new.row.13971","11100",1992,21483
"new.row.13972","11100",1993,22081
"new.row.13973","11100",1994,22770
"new.row.13974","11100",1995,23344
"new.row.13975","11100",1996,23898
"new.row.13976","11100",1997,24845
"new.row.13977","11100",1998,25696
"new.row.13978","11100",1999,26433
"new.row.13979","11100",2000,27292
"new.row.13980","11100",2001,28423
"new.row.13981","11100",2002,29287
"new.row.13982","11100",2003,29877
"new.row.13983","11100",2004,30896
"new.row.13984","11100",2005,32151
"new.row.13985","11100",2006,34308
"new.row.13986","11100",2007,36116
"new.row.13987","11100",2008,37826
"new.row.13988","11100",2009,37949
"new.row.13989","11100",2010,39252
"new.row.13990","11100",2011,39550
"new.row.13991","11100",2012,40901
"new.row.13992","12420",1969,5289
"new.row.13993","12420",1970,5729
"new.row.13994","12420",1971,6031
"new.row.13995","12420",1972,6438
"new.row.13996","12420",1973,6836
"new.row.13997","12420",1974,7357
"new.row.13998","12420",1975,8055
"new.row.13999","12420",1976,8753
"new.row.14000","12420",1977,9379
"new.row.14001","12420",1978,10160
"new.row.14002","12420",1979,11124
"new.row.14003","12420",1980,12336
"new.row.14004","12420",1981,13751
"new.row.14005","12420",1982,14884
"new.row.14006","12420",1983,16141
"new.row.14007","12420",1984,17262
"new.row.14008","12420",1985,18188
"new.row.14009","12420",1986,18788
"new.row.14010","12420",1987,19340
"new.row.14011","12420",1988,20070
"new.row.14012","12420",1989,20627
"new.row.14013","12420",1990,21755
"new.row.14014","12420",1991,22591
"new.row.14015","12420",1992,23799
"new.row.14016","12420",1993,24642
"new.row.14017","12420",1994,25336
"new.row.14018","12420",1995,26709
"new.row.14019","12420",1996,28365
"new.row.14020","12420",1997,30709
"new.row.14021","12420",1998,35015
"new.row.14022","12420",1999,38401
"new.row.14023","12420",2000,40503
"new.row.14024","12420",2001,40350
"new.row.14025","12420",2002,39045
"new.row.14026","12420",2003,40245
"new.row.14027","12420",2004,41673
"new.row.14028","12420",2005,43129
"new.row.14029","12420",2006,45467
"new.row.14030","12420",2007,46206
"new.row.14031","12420",2008,46988
"new.row.14032","12420",2009,46902
"new.row.14033","12420",2010,48650
"new.row.14034","12420",2011,50386
"new.row.14035","12420",2012,51958
"new.row.14036","13140",1969,6638
"new.row.14037","13140",1970,7071
"new.row.14038","13140",1971,7381
"new.row.14039","13140",1972,7791
"new.row.14040","13140",1973,8221
"new.row.14041","13140",1974,9170
"new.row.14042","13140",1975,9940
"new.row.14043","13140",1976,11352
"new.row.14044","13140",1977,12289
"new.row.14045","13140",1978,13294
"new.row.14046","13140",1979,14347
"new.row.14047","13140",1980,16084
"new.row.14048","13140",1981,17352
"new.row.14049","13140",1982,18551
"new.row.14050","13140",1983,19256
"new.row.14051","13140",1984,19568
"new.row.14052","13140",1985,19821
"new.row.14053","13140",1986,19857
"new.row.14054","13140",1987,20184
"new.row.14055","13140",1988,21073
"new.row.14056","13140",1989,21495
"new.row.14057","13140",1990,22496
"new.row.14058","13140",1991,23324
"new.row.14059","13140",1992,24802
"new.row.14060","13140",1993,24676
"new.row.14061","13140",1994,25882
"new.row.14062","13140",1995,26265
"new.row.14063","13140",1996,26775
"new.row.14064","13140",1997,28181
"new.row.14065","13140",1998,29694
"new.row.14066","13140",1999,29745
"new.row.14067","13140",2000,30294
"new.row.14068","13140",2001,31399
"new.row.14069","13140",2002,32024
"new.row.14070","13140",2003,33080
"new.row.14071","13140",2004,34222
"new.row.14072","13140",2005,36085
"new.row.14073","13140",2006,38599
"new.row.14074","13140",2007,40193
"new.row.14075","13140",2008,42666
"new.row.14076","13140",2009,42608
"new.row.14077","13140",2010,43787
"new.row.14078","13140",2011,45732
"new.row.14079","13140",2012,47612
"new.row.14080","15180",1969,4166
"new.row.14081","15180",1970,4520
"new.row.14082","15180",1971,4821
"new.row.14083","15180",1972,5140
"new.row.14084","15180",1973,5614
"new.row.14085","15180",1974,6073
"new.row.14086","15180",1975,6746
"new.row.14087","15180",1976,7299
"new.row.14088","15180",1977,7688
"new.row.14089","15180",1978,8461
"new.row.14090","15180",1979,9374
"new.row.14091","15180",1980,10136
"new.row.14092","15180",1981,11180
"new.row.14093","15180",1982,11960
"new.row.14094","15180",1983,12312
"new.row.14095","15180",1984,12533
"new.row.14096","15180",1985,13076
"new.row.14097","15180",1986,13331
"new.row.14098","15180",1987,13684
"new.row.14099","15180",1988,14308
"new.row.14100","15180",1989,14696
"new.row.14101","15180",1990,15572
"new.row.14102","15180",1991,16117
"new.row.14103","15180",1992,16873
"new.row.14104","15180",1993,17475
"new.row.14105","15180",1994,17780
"new.row.14106","15180",1995,18280
"new.row.14107","15180",1996,18748
"new.row.14108","15180",1997,19733
"new.row.14109","15180",1998,20707
"new.row.14110","15180",1999,20782
"new.row.14111","15180",2000,21358
"new.row.14112","15180",2001,21935
"new.row.14113","15180",2002,22643
"new.row.14114","15180",2003,23347
"new.row.14115","15180",2004,24049
"new.row.14116","15180",2005,24750
"new.row.14117","15180",2006,25649
"new.row.14118","15180",2007,26924
"new.row.14119","15180",2008,28090
"new.row.14120","15180",2009,28550
"new.row.14121","15180",2010,29239
"new.row.14122","15180",2011,29649
"new.row.14123","15180",2012,30057
"new.row.14124","17780",1969,4660
"new.row.14125","17780",1970,4951
"new.row.14126","17780",1971,5319
"new.row.14127","17780",1972,5579
"new.row.14128","17780",1973,5943
"new.row.14129","17780",1974,6329
"new.row.14130","17780",1975,6992
"new.row.14131","17780",1976,7620
"new.row.14132","17780",1977,8052
"new.row.14133","17780",1978,8772
"new.row.14134","17780",1979,9625
"new.row.14135","17780",1980,10642
"new.row.14136","17780",1981,12630
"new.row.14137","17780",1982,13402
"new.row.14138","17780",1983,14084
"new.row.14139","17780",1984,14891
"new.row.14140","17780",1985,15255
"new.row.14141","17780",1986,15453
"new.row.14142","17780",1987,15985
"new.row.14143","17780",1988,16532
"new.row.14144","17780",1989,16975
"new.row.14145","17780",1990,17836
"new.row.14146","17780",1991,18128
"new.row.14147","17780",1992,18851
"new.row.14148","17780",1993,19126
"new.row.14149","17780",1994,19297
"new.row.14150","17780",1995,19839
"new.row.14151","17780",1996,20563
"new.row.14152","17780",1997,21478
"new.row.14153","17780",1998,22276
"new.row.14154","17780",1999,23322
"new.row.14155","17780",2000,24474
"new.row.14156","17780",2001,25498
"new.row.14157","17780",2002,25759
"new.row.14158","17780",2003,27087
"new.row.14159","17780",2004,27940
"new.row.14160","17780",2005,29005
"new.row.14161","17780",2006,30169
"new.row.14162","17780",2007,32497
"new.row.14163","17780",2008,33902
"new.row.14164","17780",2009,34196
"new.row.14165","17780",2010,34776
"new.row.14166","17780",2011,36063
"new.row.14167","17780",2012,37222
"new.row.14168","18580",1969,5710
"new.row.14169","18580",1970,6095
"new.row.14170","18580",1971,6393
"new.row.14171","18580",1972,6768
"new.row.14172","18580",1973,7190
"new.row.14173","18580",1974,7865
"new.row.14174","18580",1975,8678
"new.row.14175","18580",1976,9542
"new.row.14176","18580",1977,10133
"new.row.14177","18580",1978,11189
"new.row.14178","18580",1979,12262
"new.row.14179","18580",1980,13523
"new.row.14180","18580",1981,15154
"new.row.14181","18580",1982,16208
"new.row.14182","18580",1983,16615
"new.row.14183","18580",1984,17209
"new.row.14184","18580",1985,17858
"new.row.14185","18580",1986,18027
"new.row.14186","18580",1987,18067
"new.row.14187","18580",1988,18998
"new.row.14188","18580",1989,19388
"new.row.14189","18580",1990,20653
"new.row.14190","18580",1991,21343
"new.row.14191","18580",1992,22177
"new.row.14192","18580",1993,22752
"new.row.14193","18580",1994,23351
"new.row.14194","18580",1995,23679
"new.row.14195","18580",1996,24647
"new.row.14196","18580",1997,25350
"new.row.14197","18580",1998,26348
"new.row.14198","18580",1999,26799
"new.row.14199","18580",2000,28006
"new.row.14200","18580",2001,29168
"new.row.14201","18580",2002,29987
"new.row.14202","18580",2003,30926
"new.row.14203","18580",2004,32169
"new.row.14204","18580",2005,33324
"new.row.14205","18580",2006,35780
"new.row.14206","18580",2007,37534
"new.row.14207","18580",2008,39104
"new.row.14208","18580",2009,38412
"new.row.14209","18580",2010,39354
"new.row.14210","18580",2011,41089
"new.row.14211","18580",2012,43139
"new.row.14212","19100",1969,6579
"new.row.14213","19100",1970,6964
"new.row.14214","19100",1971,7260
"new.row.14215","19100",1972,7662
"new.row.14216","19100",1973,8094
"new.row.14217","19100",1974,8734
"new.row.14218","19100",1975,9498
"new.row.14219","19100",1976,10297
"new.row.14220","19100",1977,11129
"new.row.14221","19100",1978,12112
"new.row.14222","19100",1979,13309
"new.row.14223","19100",1980,14917
"new.row.14224","19100",1981,16443
"new.row.14225","19100",1982,17741
"new.row.14226","19100",1983,18855
"new.row.14227","19100",1984,19861
"new.row.14228","19100",1985,20896
"new.row.14229","19100",1986,21592
"new.row.14230","19100",1987,22451
"new.row.14231","19100",1988,23301
"new.row.14232","19100",1989,24031
"new.row.14233","19100",1990,25216
"new.row.14234","19100",1991,26181
"new.row.14235","19100",1992,27564
"new.row.14236","19100",1993,28277
"new.row.14237","19100",1994,28854
"new.row.14238","19100",1995,30025
"new.row.14239","19100",1996,31501
"new.row.14240","19100",1997,33372
"new.row.14241","19100",1998,35491
"new.row.14242","19100",1999,37257
"new.row.14243","19100",2000,39753
"new.row.14244","19100",2001,40661
"new.row.14245","19100",2002,40989
"new.row.14246","19100",2003,41794
"new.row.14247","19100",2004,43480
"new.row.14248","19100",2005,45031
"new.row.14249","19100",2006,47247
"new.row.14250","19100",2007,49391
"new.row.14251","19100",2008,50041
"new.row.14252","19100",2009,49594
"new.row.14253","19100",2010,50975
"new.row.14254","19100",2011,52398
"new.row.14255","19100",2012,54002
"new.row.14256","21340",1969,5278
"new.row.14257","21340",1970,5715
"new.row.14258","21340",1971,6080
"new.row.14259","21340",1972,6492
"new.row.14260","21340",1973,6863
"new.row.14261","21340",1974,7389
"new.row.14262","21340",1975,7836
"new.row.14263","21340",1976,8402
"new.row.14264","21340",1977,9020
"new.row.14265","21340",1978,9764
"new.row.14266","21340",1979,10642
"new.row.14267","21340",1980,11487
"new.row.14268","21340",1981,12630
"new.row.14269","21340",1982,13549
"new.row.14270","21340",1983,14375
"new.row.14271","21340",1984,14863
"new.row.14272","21340",1985,15566
"new.row.14273","21340",1986,15919
"new.row.14274","21340",1987,16310
"new.row.14275","21340",1988,16939
"new.row.14276","21340",1989,17567
"new.row.14277","21340",1990,18123
"new.row.14278","21340",1991,18896
"new.row.14279","21340",1992,19867
"new.row.14280","21340",1993,20201
"new.row.14281","21340",1994,20563
"new.row.14282","21340",1995,21184
"new.row.14283","21340",1996,21998
"new.row.14284","21340",1997,22924
"new.row.14285","21340",1998,23878
"new.row.14286","21340",1999,24495
"new.row.14287","21340",2000,25311
"new.row.14288","21340",2001,26128
"new.row.14289","21340",2002,26871
"new.row.14290","21340",2003,27551
"new.row.14291","21340",2004,28621
"new.row.14292","21340",2005,29535
"new.row.14293","21340",2006,30986
"new.row.14294","21340",2007,32550
"new.row.14295","21340",2008,33275
"new.row.14296","21340",2009,34227
"new.row.14297","21340",2010,35227
"new.row.14298","21340",2011,36200
"new.row.14299","21340",2012,37189
"new.row.14300","26420",1969,6744
"new.row.14301","26420",1970,7243
"new.row.14302","26420",1971,7630
"new.row.14303","26420",1972,8065
"new.row.14304","26420",1973,8606
"new.row.14305","26420",1974,9594
"new.row.14306","26420",1975,10637
"new.row.14307","26420",1976,11644
"new.row.14308","26420",1977,12549
"new.row.14309","26420",1978,13814
"new.row.14310","26420",1979,15205
"new.row.14311","26420",1980,17045
"new.row.14312","26420",1981,18999
"new.row.14313","26420",1982,20418
"new.row.14314","26420",1983,21088
"new.row.14315","26420",1984,21537
"new.row.14316","26420",1985,22300
"new.row.14317","26420",1986,22549
"new.row.14318","26420",1987,22896
"new.row.14319","26420",1988,23877
"new.row.14320","26420",1989,24612
"new.row.14321","26420",1990,25952
"new.row.14322","26420",1991,27195
"new.row.14323","26420",1992,28757
"new.row.14324","26420",1993,29152
"new.row.14325","26420",1994,29601
"new.row.14326","26420",1995,30598
"new.row.14327","26420",1996,32057
"new.row.14328","26420",1997,33968
"new.row.14329","26420",1998,35769
"new.row.14330","26420",1999,37065
"new.row.14331","26420",2000,39766
"new.row.14332","26420",2001,41535
"new.row.14333","26420",2002,41448
"new.row.14334","26420",2003,42076
"new.row.14335","26420",2004,44036
"new.row.14336","26420",2005,46530
"new.row.14337","26420",2006,49582
"new.row.14338","26420",2007,52907
"new.row.14339","26420",2008,54776
"new.row.14340","26420",2009,54092
"new.row.14341","26420",2010,55811
"new.row.14342","26420",2011,58380
"new.row.14343","26420",2012,60966
"new.row.14344","28660",1969,5019
"new.row.14345","28660",1970,5592
"new.row.14346","28660",1971,6016
"new.row.14347","28660",1972,6745
"new.row.14348","28660",1973,7183
"new.row.14349","28660",1974,7688
"new.row.14350","28660",1975,8154
"new.row.14351","28660",1976,8645
"new.row.14352","28660",1977,9023
"new.row.14353","28660",1978,9690
"new.row.14354","28660",1979,10420
"new.row.14355","28660",1980,11429
"new.row.14356","28660",1981,12791
"new.row.14357","28660",1982,13976
"new.row.14358","28660",1983,14710
"new.row.14359","28660",1984,15378
"new.row.14360","28660",1985,15872
"new.row.14361","28660",1986,16445
"new.row.14362","28660",1987,16885
"new.row.14363","28660",1988,17624
"new.row.14364","28660",1989,18079
"new.row.14365","28660",1990,19111
"new.row.14366","28660",1991,20057
"new.row.14367","28660",1992,21392
"new.row.14368","28660",1993,22161
"new.row.14369","28660",1994,22537
"new.row.14370","28660",1995,22956
"new.row.14371","28660",1996,23784
"new.row.14372","28660",1997,24278
"new.row.14373","28660",1998,24738
"new.row.14374","28660",1999,25655
"new.row.14375","28660",2000,26831
"new.row.14376","28660",2001,28372
"new.row.14377","28660",2002,29796
"new.row.14378","28660",2003,31378
"new.row.14379","28660",2004,32749
"new.row.14380","28660",2005,35151
"new.row.14381","28660",2006,37550
"new.row.14382","28660",2007,39485
"new.row.14383","28660",2008,41392
"new.row.14384","28660",2009,43029
"new.row.14385","28660",2010,43547
"new.row.14386","28660",2011,44463
"new.row.14387","28660",2012,44535
"new.row.14388","29700",1969,4453
"new.row.14389","29700",1970,4765
"new.row.14390","29700",1971,5098
"new.row.14391","29700",1972,5508
"new.row.14392","29700",1973,5771
"new.row.14393","29700",1974,6024
"new.row.14394","29700",1975,6716
"new.row.14395","29700",1976,7178
"new.row.14396","29700",1977,7677
"new.row.14397","29700",1978,8299
"new.row.14398","29700",1979,9125
"new.row.14399","29700",1980,10283
"new.row.14400","29700",1981,11366
"new.row.14401","29700",1982,12038
"new.row.14402","29700",1983,12321
"new.row.14403","29700",1984,12790
"new.row.14404","29700",1985,13249
"new.row.14405","29700",1986,13530
"new.row.14406","29700",1987,13818
"new.row.14407","29700",1988,14380
"new.row.14408","29700",1989,14675
"new.row.14409","29700",1990,15363
"new.row.14410","29700",1991,16181
"new.row.14411","29700",1992,17286
"new.row.14412","29700",1993,17830
"new.row.14413","29700",1994,18573
"new.row.14414","29700",1995,18991
"new.row.14415","29700",1996,20196
"new.row.14416","29700",1997,21309
"new.row.14417","29700",1998,21780
"new.row.14418","29700",1999,22395
"new.row.14419","29700",2000,23272
"new.row.14420","29700",2001,23884
"new.row.14421","29700",2002,24475
"new.row.14422","29700",2003,25075
"new.row.14423","29700",2004,25746
"new.row.14424","29700",2005,27232
"new.row.14425","29700",2006,27987
"new.row.14426","29700",2007,28890
"new.row.14427","29700",2008,29513
"new.row.14428","29700",2009,29744
"new.row.14429","29700",2010,31146
"new.row.14430","29700",2011,32172
"new.row.14431","29700",2012,33454
"new.row.14432","30980",1969,5077
"new.row.14433","30980",1970,5397
"new.row.14434","30980",1971,5753
"new.row.14435","30980",1972,6050
"new.row.14436","30980",1973,6526
"new.row.14437","30980",1974,7289
"new.row.14438","30980",1975,7987
"new.row.14439","30980",1976,8939
"new.row.14440","30980",1977,9632
"new.row.14441","30980",1978,10591
"new.row.14442","30980",1979,11752
"new.row.14443","30980",1980,13010
"new.row.14444","30980",1981,14557
"new.row.14445","30980",1982,15391
"new.row.14446","30980",1983,15852
"new.row.14447","30980",1984,16469
"new.row.14448","30980",1985,16985
"new.row.14449","30980",1986,17239
"new.row.14450","30980",1987,17482
"new.row.14451","30980",1988,18018
"new.row.14452","30980",1989,18397
"new.row.14453","30980",1990,19225
"new.row.14454","30980",1991,19864
"new.row.14455","30980",1992,20735
"new.row.14456","30980",1993,20667
"new.row.14457","30980",1994,21381
"new.row.14458","30980",1995,21997
"new.row.14459","30980",1996,22893
"new.row.14460","30980",1997,23844
"new.row.14461","30980",1998,24812
"new.row.14462","30980",1999,25285
"new.row.14463","30980",2000,26228
"new.row.14464","30980",2001,28097
"new.row.14465","30980",2002,28297
"new.row.14466","30980",2003,29416
"new.row.14467","30980",2004,30741
"new.row.14468","30980",2005,32452
"new.row.14469","30980",2006,34995
"new.row.14470","30980",2007,36888
"new.row.14471","30980",2008,39046
"new.row.14472","30980",2009,38361
"new.row.14473","30980",2010,40235
"new.row.14474","30980",2011,42537
