"","msa.fips","year","average.wage.per.job"
"new.row.1675","33700",1972,6973
"new.row.1676","33700",1973,7358
"new.row.1677","33700",1974,7920
"new.row.1678","33700",1975,8577
"new.row.1679","33700",1976,9235
"new.row.1680","33700",1977,9985
"new.row.1681","33700",1978,10635
"new.row.1682","33700",1979,11566
"new.row.1683","33700",1980,12683
"new.row.1684","33700",1981,13707
"new.row.1685","33700",1982,14502
"new.row.1686","33700",1983,15105
"new.row.1687","33700",1984,15950
"new.row.1688","33700",1985,16681
"new.row.1689","33700",1986,17384
"new.row.1690","33700",1987,17920
"new.row.1691","33700",1988,18654
"new.row.1692","33700",1989,19394
"new.row.1693","33700",1990,20779
"new.row.1694","33700",1991,21263
"new.row.1695","33700",1992,22073
"new.row.1696","33700",1993,22685
"new.row.1697","33700",1994,23227
"new.row.1698","33700",1995,23497
"new.row.1699","33700",1996,23999
"new.row.1700","33700",1997,25258
"new.row.1701","33700",1998,26084
"new.row.1702","33700",1999,27160
"new.row.1703","33700",2000,28557
"new.row.1704","33700",2001,30002
"new.row.1705","33700",2002,31003
"new.row.1706","33700",2003,32309
"new.row.1707","33700",2004,33813
"new.row.1708","33700",2005,35351
"new.row.1709","33700",2006,36705
"new.row.1710","33700",2007,37956
"new.row.1711","33700",2008,39410
"new.row.1712","33700",2009,40333
"new.row.1713","33700",2010,40826
"new.row.1714","33700",2011,41447
"new.row.1715","33700",2012,42381
"new.row.1716","34900",1969,6542
"new.row.1717","34900",1970,6800
"new.row.1718","34900",1971,7132
"new.row.1719","34900",1972,7391
"new.row.1720","34900",1973,7848
"new.row.1721","34900",1974,8492
"new.row.1722","34900",1975,9099
"new.row.1723","34900",1976,9774
"new.row.1724","34900",1977,10422
"new.row.1725","34900",1978,11124
"new.row.1726","34900",1979,12084
"new.row.1727","34900",1980,12549
"new.row.1728","34900",1981,13950
"new.row.1729","34900",1982,14669
"new.row.1730","34900",1983,15194
"new.row.1731","34900",1984,16203
"new.row.1732","34900",1985,17152
"new.row.1733","34900",1986,18028
"new.row.1734","34900",1987,18681
"new.row.1735","34900",1988,19688
"new.row.1736","34900",1989,20314
"new.row.1737","34900",1990,21845
"new.row.1738","34900",1991,22607
"new.row.1739","34900",1992,23583
"new.row.1740","34900",1993,23918
"new.row.1741","34900",1994,24745
"new.row.1742","34900",1995,25741
"new.row.1743","34900",1996,26387
"new.row.1744","34900",1997,27830
"new.row.1745","34900",1998,28731
"new.row.1746","34900",1999,30344
"new.row.1747","34900",2000,33004
"new.row.1748","34900",2001,35009
"new.row.1749","34900",2002,35508
"new.row.1750","34900",2003,36987
"new.row.1751","34900",2004,39330
"new.row.1752","34900",2005,40865
"new.row.1753","34900",2006,42762
"new.row.1754","34900",2007,45203
"new.row.1755","34900",2008,46465
"new.row.1756","34900",2009,46641
"new.row.1757","34900",2010,46824
"new.row.1758","34900",2011,47539
"new.row.1759","34900",2012,48368
"new.row.1760","37100",1969,6447
"new.row.1761","37100",1970,6848
"new.row.1762","37100",1971,7167
"new.row.1763","37100",1972,7568
"new.row.1764","37100",1973,7978
"new.row.1765","37100",1974,8509
"new.row.1766","37100",1975,9155
"new.row.1767","37100",1976,9936
"new.row.1768","37100",1977,10682
"new.row.1769","37100",1978,11399
"new.row.1770","37100",1979,12276
"new.row.1771","37100",1980,13465
"new.row.1772","37100",1981,14712
"new.row.1773","37100",1982,16038
"new.row.1774","37100",1983,16801
"new.row.1775","37100",1984,17895
"new.row.1776","37100",1985,19002
"new.row.1777","37100",1986,20097
"new.row.1778","37100",1987,21020
"new.row.1779","37100",1988,22078
"new.row.1780","37100",1989,22797
"new.row.1781","37100",1990,24122
"new.row.1782","37100",1991,24962
"new.row.1783","37100",1992,25965
"new.row.1784","37100",1993,26330
"new.row.1785","37100",1994,26967
"new.row.1786","37100",1995,27477
"new.row.1787","37100",1996,28549
"new.row.1788","37100",1997,30745
"new.row.1789","37100",1998,31816
"new.row.1790","37100",1999,33604
"new.row.1791","37100",2000,36816
"new.row.1792","37100",2001,37925
"new.row.1793","37100",2002,38114
"new.row.1794","37100",2003,40436
"new.row.1795","37100",2004,43315
"new.row.1796","37100",2005,45487
"new.row.1797","37100",2006,46748
"new.row.1798","37100",2007,48868
"new.row.1799","37100",2008,48118
"new.row.1800","37100",2009,48748
"new.row.1801","37100",2010,49833
"new.row.1802","37100",2011,51275
"new.row.1803","37100",2012,52234
"new.row.1804","39820",1969,6832
"new.row.1805","39820",1970,7077
"new.row.1806","39820",1971,7445
"new.row.1807","39820",1972,7890
"new.row.1808","39820",1973,8319
"new.row.1809","39820",1974,8981
"new.row.1810","39820",1975,9536
"new.row.1811","39820",1976,10332
"new.row.1812","39820",1977,11077
"new.row.1813","39820",1978,11808
"new.row.1814","39820",1979,12859
"new.row.1815","39820",1980,13590
"new.row.1816","39820",1981,14196
"new.row.1817","39820",1982,15005
"new.row.1818","39820",1983,15581
"new.row.1819","39820",1984,16266
"new.row.1820","39820",1985,17036
"new.row.1821","39820",1986,17685
"new.row.1822","39820",1987,18415
"new.row.1823","39820",1988,19294
"new.row.1824","39820",1989,20384
"new.row.1825","39820",1990,21088
"new.row.1826","39820",1991,21274
"new.row.1827","39820",1992,22428
"new.row.1828","39820",1993,23013
"new.row.1829","39820",1994,23689
"new.row.1830","39820",1995,23746
"new.row.1831","39820",1996,24041
"new.row.1832","39820",1997,24953
"new.row.1833","39820",1998,25702
"new.row.1834","39820",1999,26309
"new.row.1835","39820",2000,27112
"new.row.1836","39820",2001,28508
"new.row.1837","39820",2002,29416
"new.row.1838","39820",2003,30482
"new.row.1839","39820",2004,31787
"new.row.1840","39820",2005,33178
"new.row.1841","39820",2006,34470
"new.row.1842","39820",2007,36090
"new.row.1843","39820",2008,36917
"new.row.1844","39820",2009,37184
"new.row.1845","39820",2010,37637
"new.row.1846","39820",2011,38812
"new.row.1847","39820",2012,39410
"new.row.1848","40140",1969,6394
"new.row.1849","40140",1970,6849
"new.row.1850","40140",1971,7167
"new.row.1851","40140",1972,7632
"new.row.1852","40140",1973,7971
"new.row.1853","40140",1974,8531
"new.row.1854","40140",1975,9099
"new.row.1855","40140",1976,9816
"new.row.1856","40140",1977,10487
"new.row.1857","40140",1978,11272
"new.row.1858","40140",1979,12149
"new.row.1859","40140",1980,13209
"new.row.1860","40140",1981,14325
"new.row.1861","40140",1982,15188
"new.row.1862","40140",1983,15765
"new.row.1863","40140",1984,16505
"new.row.1864","40140",1985,17336
"new.row.1865","40140",1986,18155
"new.row.1866","40140",1987,19299
"new.row.1867","40140",1988,20283
"new.row.1868","40140",1989,21241
"new.row.1869","40140",1990,22266
"new.row.1870","40140",1991,22926
"new.row.1871","40140",1992,23748
"new.row.1872","40140",1993,24030
"new.row.1873","40140",1994,24646
"new.row.1874","40140",1995,24982
"new.row.1875","40140",1996,25492
"new.row.1876","40140",1997,26435
"new.row.1877","40140",1998,27641
"new.row.1878","40140",1999,28482
"new.row.1879","40140",2000,29726
"new.row.1880","40140",2001,30910
"new.row.1881","40140",2002,31964
"new.row.1882","40140",2003,33393
"new.row.1883","40140",2004,35105
"new.row.1884","40140",2005,36188
"new.row.1885","40140",2006,37828
"new.row.1886","40140",2007,39130
"new.row.1887","40140",2008,40058
"new.row.1888","40140",2009,40307
"new.row.1889","40140",2010,41003
"new.row.1890","40140",2011,41741
"new.row.1891","40140",2012,42307
"new.row.1892","40900",1969,7251
"new.row.1893","40900",1970,7745
"new.row.1894","40900",1971,8215
"new.row.1895","40900",1972,8679
"new.row.1896","40900",1973,9171
"new.row.1897","40900",1974,9764
"new.row.1898","40900",1975,10444
"new.row.1899","40900",1976,11178
"new.row.1900","40900",1977,11982
"new.row.1901","40900",1978,12727
"new.row.1902","40900",1979,13675
"new.row.1903","40900",1980,14600
"new.row.1904","40900",1981,15469
"new.row.1905","40900",1982,16328
"new.row.1906","40900",1983,16977
"new.row.1907","40900",1984,18062
"new.row.1908","40900",1985,19159
"new.row.1909","40900",1986,20201
"new.row.1910","40900",1987,21040
"new.row.1911","40900",1988,22060
"new.row.1912","40900",1989,23355
"new.row.1913","40900",1990,24717
"new.row.1914","40900",1991,25777
"new.row.1915","40900",1992,26876
"new.row.1916","40900",1993,27259
"new.row.1917","40900",1994,28198
"new.row.1918","40900",1995,29442
"new.row.1919","40900",1996,29821
"new.row.1920","40900",1997,31232
"new.row.1921","40900",1998,32891
"new.row.1922","40900",1999,34040
"new.row.1923","40900",2000,36416
"new.row.1924","40900",2001,37919
"new.row.1925","40900",2002,39139
"new.row.1926","40900",2003,40643
"new.row.1927","40900",2004,42178
"new.row.1928","40900",2005,43775
"new.row.1929","40900",2006,45763
"new.row.1930","40900",2007,47697
"new.row.1931","40900",2008,49382
"new.row.1932","40900",2009,49796
"new.row.1933","40900",2010,50729
"new.row.1934","40900",2011,52454
"new.row.1935","40900",2012,53788
"new.row.1936","41500",1969,5561
"new.row.1937","41500",1970,5971
"new.row.1938","41500",1971,6370
"new.row.1939","41500",1972,6999
"new.row.1940","41500",1973,7443
"new.row.1941","41500",1974,8046
"new.row.1942","41500",1975,8592
"new.row.1943","41500",1976,9120
"new.row.1944","41500",1977,9698
"new.row.1945","41500",1978,10442
"new.row.1946","41500",1979,11224
"new.row.1947","41500",1980,12216
"new.row.1948","41500",1981,13527
"new.row.1949","41500",1982,14859
"new.row.1950","41500",1983,15440
"new.row.1951","41500",1984,16183
"new.row.1952","41500",1985,17185
"new.row.1953","41500",1986,18023
"new.row.1954","41500",1987,18599
"new.row.1955","41500",1988,19230
"new.row.1956","41500",1989,19698
"new.row.1957","41500",1990,20897
"new.row.1958","41500",1991,21874
"new.row.1959","41500",1992,23304
"new.row.1960","41500",1993,23277
"new.row.1961","41500",1994,24126
"new.row.1962","41500",1995,24946
"new.row.1963","41500",1996,25622
"new.row.1964","41500",1997,26783
"new.row.1965","41500",1998,27372
"new.row.1966","41500",1999,28203
"new.row.1967","41500",2000,30150
"new.row.1968","41500",2001,32415
"new.row.1969","41500",2002,32554
"new.row.1970","41500",2003,33735
"new.row.1971","41500",2004,35466
"new.row.1972","41500",2005,37770
"new.row.1973","41500",2006,39990
"new.row.1974","41500",2007,41017
"new.row.1975","41500",2008,42490
"new.row.1976","41500",2009,42618
"new.row.1977","41500",2010,42876
"new.row.1978","41500",2011,43259
"new.row.1979","41500",2012,43605
"new.row.1980","41740",1969,6503
"new.row.1981","41740",1970,7009
"new.row.1982","41740",1971,7477
"new.row.1983","41740",1972,8040
"new.row.1984","41740",1973,8462
"new.row.1985","41740",1974,8950
"new.row.1986","41740",1975,9516
"new.row.1987","41740",1976,10155
"new.row.1988","41740",1977,10733
"new.row.1989","41740",1978,11461
"new.row.1990","41740",1979,12344
"new.row.1991","41740",1980,13536
"new.row.1992","41740",1981,15004
"new.row.1993","41740",1982,16206
"new.row.1994","41740",1983,16862
"new.row.1995","41740",1984,17832
"new.row.1996","41740",1985,18808
"new.row.1997","41740",1986,19768
"new.row.1998","41740",1987,20629
"new.row.1999","41740",1988,21827
"new.row.2000","41740",1989,22790
"new.row.2001","41740",1990,23828
"new.row.2002","41740",1991,24740
"new.row.2003","41740",1992,25963
"new.row.2004","41740",1993,26266
"new.row.2005","41740",1994,27221
"new.row.2006","41740",1995,27744
"new.row.2007","41740",1996,28693
"new.row.2008","41740",1997,30252
"new.row.2009","41740",1998,31941
"new.row.2010","41740",1999,34342
"new.row.2011","41740",2000,37111
"new.row.2012","41740",2001,38237
"new.row.2013","41740",2002,39065
"new.row.2014","41740",2003,40398
"new.row.2015","41740",2004,42689
"new.row.2016","41740",2005,44290
"new.row.2017","41740",2006,46478
"new.row.2018","41740",2007,48577
"new.row.2019","41740",2008,50225
"new.row.2020","41740",2009,50614
"new.row.2021","41740",2010,52382
"new.row.2022","41740",2011,54221
"new.row.2023","41740",2012,55838
"new.row.2024","41860",1969,7836
"new.row.2025","41860",1970,8355
"new.row.2026","41860",1971,8900
"new.row.2027","41860",1972,9418
"new.row.2028","41860",1973,9875
"new.row.2029","41860",1974,10608
"new.row.2030","41860",1975,11390
"new.row.2031","41860",1976,12216
"new.row.2032","41860",1977,13053
"new.row.2033","41860",1978,13874
"new.row.2034","41860",1979,14909
"new.row.2035","41860",1980,16331
"new.row.2036","41860",1981,17884
"new.row.2037","41860",1982,19320
"new.row.2038","41860",1983,20506
"new.row.2039","41860",1984,21604
"new.row.2040","41860",1985,22806
"new.row.2041","41860",1986,24081
"new.row.2042","41860",1987,25106
"new.row.2043","41860",1988,26375
"new.row.2044","41860",1989,27521
"new.row.2045","41860",1990,28916
"new.row.2046","41860",1991,30491
"new.row.2047","41860",1992,32355
"new.row.2048","41860",1993,33237
"new.row.2049","41860",1994,34248
"new.row.2050","41860",1995,35546
"new.row.2051","41860",1996,37272
"new.row.2052","41860",1997,39634
"new.row.2053","41860",1998,42150
"new.row.2054","41860",1999,45669
"new.row.2055","41860",2000,52148
"new.row.2056","41860",2001,53023
"new.row.2057","41860",2002,51852
"new.row.2058","41860",2003,53162
"new.row.2059","41860",2004,56179
"new.row.2060","41860",2005,59222
"new.row.2061","41860",2006,62116
"new.row.2062","41860",2007,65408
"new.row.2063","41860",2008,66274
"new.row.2064","41860",2009,66629
"new.row.2065","41860",2010,68357
"new.row.2066","41860",2011,70916
"new.row.2067","41860",2012,77398
"new.row.2068","41940",1969,8095
"new.row.2069","41940",1970,8509
"new.row.2070","41940",1971,9003
"new.row.2071","41940",1972,9448
"new.row.2072","41940",1973,9929
"new.row.2073","41940",1974,10611
"new.row.2074","41940",1975,11397
"new.row.2075","41940",1976,12079
"new.row.2076","41940",1977,12937
"new.row.2077","41940",1978,13823
"new.row.2078","41940",1979,15118
"new.row.2079","41940",1980,16540
"new.row.2080","41940",1981,18328
"new.row.2081","41940",1982,20143
"new.row.2082","41940",1983,21870
"new.row.2083","41940",1984,23254
"new.row.2084","41940",1985,24785
"new.row.2085","41940",1986,26001
"new.row.2086","41940",1987,27353
"new.row.2087","41940",1988,29181
"new.row.2088","41940",1989,30527
"new.row.2089","41940",1990,32260
"new.row.2090","41940",1991,34202
"new.row.2091","41940",1992,36505
"new.row.2092","41940",1993,37433
"new.row.2093","41940",1994,38661
"new.row.2094","41940",1995,41758
"new.row.2095","41940",1996,44243
"new.row.2096","41940",1997,48135
"new.row.2097","41940",1998,50701
"new.row.2098","41940",1999,60127
"new.row.2099","41940",2000,74338
"new.row.2100","41940",2001,65134
"new.row.2101","41940",2002,62264
"new.row.2102","41940",2003,65040
"new.row.2103","41940",2004,69790
"new.row.2104","41940",2005,72223
"new.row.2105","41940",2006,77037
"new.row.2106","41940",2007,82497
"new.row.2107","41940",2008,80992
"new.row.2108","41940",2009,80632
"new.row.2109","41940",2010,89587
"new.row.2110","41940",2011,94967
"new.row.2111","41940",2012,96746
"new.row.2112","42020",1969,5910
"new.row.2113","42020",1970,6245
"new.row.2114","42020",1971,6616
"new.row.2115","42020",1972,7071
"new.row.2116","42020",1973,7529
"new.row.2117","42020",1974,8025
"new.row.2118","42020",1975,8666
"new.row.2119","42020",1976,9285
"new.row.2120","42020",1977,9853
"new.row.2121","42020",1978,10714
"new.row.2122","42020",1979,11356
"new.row.2123","42020",1980,11973
"new.row.2124","42020",1981,12937
"new.row.2125","42020",1982,13714
"new.row.2126","42020",1983,16864
"new.row.2127","42020",1984,16767
"new.row.2128","42020",1985,16437
"new.row.2129","42020",1986,17030
"new.row.2130","42020",1987,18028
"new.row.2131","42020",1988,18652
"new.row.2132","42020",1989,19472
"new.row.2133","42020",1990,20846
"new.row.2134","42020",1991,21041
"new.row.2135","42020",1992,21768
"new.row.2136","42020",1993,22314
"new.row.2137","42020",1994,22326
"new.row.2138","42020",1995,23069
"new.row.2139","42020",1996,24093
"new.row.2140","42020",1997,24884
"new.row.2141","42020",1998,25877
"new.row.2142","42020",1999,26341
"new.row.2143","42020",2000,28147
"new.row.2144","42020",2001,29380
"new.row.2145","42020",2002,30149
"new.row.2146","42020",2003,31454
"new.row.2147","42020",2004,33472
"new.row.2148","42020",2005,34499
"new.row.2149","42020",2006,36026
"new.row.2150","42020",2007,37656
"new.row.2151","42020",2008,39255
"new.row.2152","42020",2009,40030
"new.row.2153","42020",2010,40505
"new.row.2154","42020",2011,41046
"new.row.2155","42020",2012,41200
"new.row.2156","42100",1969,5629
"new.row.2157","42100",1970,6014
"new.row.2158","42100",1971,6280
"new.row.2159","42100",1972,6599
"new.row.2160","42100",1973,7007
"new.row.2161","42100",1974,7440
"new.row.2162","42100",1975,7838
"new.row.2163","42100",1976,8364
"new.row.2164","42100",1977,9048
"new.row.2165","42100",1978,9747
"new.row.2166","42100",1979,10464
"new.row.2167","42100",1980,11511
"new.row.2168","42100",1981,12432
"new.row.2169","42100",1982,13497
"new.row.2170","42100",1983,14179
"new.row.2171","42100",1984,15118
"new.row.2172","42100",1985,15574
"new.row.2173","42100",1986,16915
"new.row.2174","42100",1987,17658
"new.row.2175","42100",1988,18598
"new.row.2176","42100",1989,19360
"new.row.2177","42100",1990,20769
"new.row.2178","42100",1991,21803
"new.row.2179","42100",1992,23539
"new.row.2180","42100",1993,23380
"new.row.2181","42100",1994,24134
"new.row.2182","42100",1995,24970
"new.row.2183","42100",1996,26148
"new.row.2184","42100",1997,27503
"new.row.2185","42100",1998,28332
"new.row.2186","42100",1999,30115
"new.row.2187","42100",2000,35448
"new.row.2188","42100",2001,35052
"new.row.2189","42100",2002,34789
"new.row.2190","42100",2003,35326
"new.row.2191","42100",2004,36987
"new.row.2192","42100",2005,38429
"new.row.2193","42100",2006,41398
"new.row.2194","42100",2007,42282
"new.row.2195","42100",2008,42715
"new.row.2196","42100",2009,42315
"new.row.2197","42100",2010,42669
"new.row.2198","42100",2011,44360
"new.row.2199","42100",2012,45753
"new.row.2200","42200",1969,6514
"new.row.2201","42200",1970,6883
"new.row.2202","42200",1971,7155
"new.row.2203","42200",1972,7553
"new.row.2204","42200",1973,7840
"new.row.2205","42200",1974,8330
"new.row.2206","42200",1975,8859
"new.row.2207","42200",1976,9513
"new.row.2208","42200",1977,10186
"new.row.2209","42200",1978,10767
"new.row.2210","42200",1979,11688
"new.row.2211","42200",1980,13205
"new.row.2212","42200",1981,14369
"new.row.2213","42200",1982,15522
"new.row.2214","42200",1983,16379
"new.row.2215","42200",1984,17982
"new.row.2216","42200",1985,19043
"new.row.2217","42200",1986,19880
"new.row.2218","42200",1987,20570
"new.row.2219","42200",1988,21320
"new.row.2220","42200",1989,22268
"new.row.2221","42200",1990,23657
"new.row.2222","42200",1991,24033
"new.row.2223","42200",1992,25099
"new.row.2224","42200",1993,25038
"new.row.2225","42200",1994,25403
"new.row.2226","42200",1995,25909
"new.row.2227","42200",1996,26647
"new.row.2228","42200",1997,28084
"new.row.2229","42200",1998,29026
"new.row.2230","42200",1999,29954
"new.row.2231","42200",2000,32565
"new.row.2232","42200",2001,33785
"new.row.2233","42200",2002,34218
"new.row.2234","42200",2003,35622
"new.row.2235","42200",2004,37808
"new.row.2236","42200",2005,39893
"new.row.2237","42200",2006,41372
"new.row.2238","42200",2007,42927
"new.row.2239","42200",2008,43921
"new.row.2240","42200",2009,44667
"new.row.2241","42200",2010,45744
"new.row.2242","42200",2011,46646
"new.row.2243","42200",2012,48100
"new.row.2244","42220",1969,6246
"new.row.2245","42220",1970,6595
"new.row.2246","42220",1971,7038
"new.row.2247","42220",1972,7379
"new.row.2248","42220",1973,7879
"new.row.2249","42220",1974,8421
"new.row.2250","42220",1975,8924
"new.row.2251","42220",1976,9604
"new.row.2252","42220",1977,10319
"new.row.2253","42220",1978,11113
"new.row.2254","42220",1979,11987
"new.row.2255","42220",1980,12744
"new.row.2256","42220",1981,13781
"new.row.2257","42220",1982,14775
"new.row.2258","42220",1983,15559
"new.row.2259","42220",1984,16545
"new.row.2260","42220",1985,17600
"new.row.2261","42220",1986,18581
"new.row.2262","42220",1987,19399
"new.row.2263","42220",1988,20106
"new.row.2264","42220",1989,21264
"new.row.2265","42220",1990,22495
"new.row.2266","42220",1991,23329
"new.row.2267","42220",1992,24184
"new.row.2268","42220",1993,24621
"new.row.2269","42220",1994,25481
"new.row.2270","42220",1995,26256
"new.row.2271","42220",1996,27003
"new.row.2272","42220",1997,28930
"new.row.2273","42220",1998,30560
"new.row.2274","42220",1999,32030
"new.row.2275","42220",2000,35647
"new.row.2276","42220",2001,36320
"new.row.2277","42220",2002,36543
"new.row.2278","42220",2003,37426
"new.row.2279","42220",2004,39019
"new.row.2280","42220",2005,40784
"new.row.2281","42220",2006,42494
"new.row.2282","42220",2007,43823
"new.row.2283","42220",2008,44942
"new.row.2284","42220",2009,44547
"new.row.2285","42220",2010,45689
"new.row.2286","42220",2011,46759
"new.row.2287","42220",2012,46900
"new.row.2288","44700",1969,6580
"new.row.2289","44700",1970,6995
"new.row.2290","44700",1971,7425
"new.row.2291","44700",1972,7796
"new.row.2292","44700",1973,8233
"new.row.2293","44700",1974,8915
"new.row.2294","44700",1975,9475
"new.row.2295","44700",1976,10174
"new.row.2296","44700",1977,11015
"new.row.2297","44700",1978,11868
"new.row.2298","44700",1979,12571
"new.row.2299","44700",1980,13477
"new.row.2300","44700",1981,14628
"new.row.2301","44700",1982,15397
"new.row.2302","44700",1983,15833
"new.row.2303","44700",1984,16600
"new.row.2304","44700",1985,17530
"new.row.2305","44700",1986,18494
"new.row.2306","44700",1987,19048
"new.row.2307","44700",1988,19695
"new.row.2308","44700",1989,20645
"new.row.2309","44700",1990,21982
"new.row.2310","44700",1991,22631
"new.row.2311","44700",1992,23439
"new.row.2312","44700",1993,23873
"new.row.2313","44700",1994,24504
"new.row.2314","44700",1995,24590
"new.row.2315","44700",1996,25035
"new.row.2316","44700",1997,26637
"new.row.2317","44700",1998,27183
"new.row.2318","44700",1999,28089
"new.row.2319","44700",2000,29622
"new.row.2320","44700",2001,31462
"new.row.2321","44700",2002,32403
"new.row.2322","44700",2003,33542
"new.row.2323","44700",2004,35117
"new.row.2324","44700",2005,36329
"new.row.2325","44700",2006,37921
"new.row.2326","44700",2007,39376
"new.row.2327","44700",2008,40786
"new.row.2328","44700",2009,41039
"new.row.2329","44700",2010,41755
"new.row.2330","44700",2011,42344
"new.row.2331","44700",2012,42659
"new.row.2332","46700",1969,6879
"new.row.2333","46700",1970,7422
"new.row.2334","46700",1971,7903
"new.row.2335","46700",1972,8490
"new.row.2336","46700",1973,8967
"new.row.2337","46700",1974,9670
"new.row.2338","46700",1975,10538
"new.row.2339","46700",1976,11295
"new.row.2340","46700",1977,12209
"new.row.2341","46700",1978,13259
"new.row.2342","46700",1979,13991
"new.row.2343","46700",1980,14289
"new.row.2344","46700",1981,15687
"new.row.2345","46700",1982,17084
"new.row.2346","46700",1983,18216
"new.row.2347","46700",1984,19046
"new.row.2348","46700",1985,20245
"new.row.2349","46700",1986,20861
"new.row.2350","46700",1987,21546
"new.row.2351","46700",1988,22245
"new.row.2352","46700",1989,23026
"new.row.2353","46700",1990,23815
"new.row.2354","46700",1991,24486
"new.row.2355","46700",1992,25813
"new.row.2356","46700",1993,26300
"new.row.2357","46700",1994,26223
"new.row.2358","46700",1995,26196
"new.row.2359","46700",1996,26613
"new.row.2360","46700",1997,27568
"new.row.2361","46700",1998,28651
"new.row.2362","46700",1999,29707
"new.row.2363","46700",2000,32178
"new.row.2364","46700",2001,34170
"new.row.2365","46700",2002,34914
"new.row.2366","46700",2003,36220
"new.row.2367","46700",2004,38277
"new.row.2368","46700",2005,39928
"new.row.2369","46700",2006,42027
"new.row.2370","46700",2007,44395
"new.row.2371","46700",2008,46402
"new.row.2372","46700",2009,48385
"new.row.2373","46700",2010,48207
"new.row.2374","46700",2011,49767
"new.row.2375","46700",2012,51577
"new.row.2376","47300",1969,5097
"new.row.2377","47300",1970,5329
"new.row.2378","47300",1971,5517
"new.row.2379","47300",1972,5795
"new.row.2380","47300",1973,6257
"new.row.2381","47300",1974,6751
"new.row.2382","47300",1975,7145
"new.row.2383","47300",1976,7876
"new.row.2384","47300",1977,8448
"new.row.2385","47300",1978,9205
"new.row.2386","47300",1979,9611
"new.row.2387","47300",1980,10337
"new.row.2388","47300",1981,11278
"new.row.2389","47300",1982,12155
"new.row.2390","47300",1983,12588
"new.row.2391","47300",1984,13439
"new.row.2392","47300",1985,14083
"new.row.2393","47300",1986,14612
"new.row.2394","47300",1987,15017
"new.row.2395","47300",1988,15454
"new.row.2396","47300",1989,16258
"new.row.2397","47300",1990,17713
"new.row.2398","47300",1991,18309
"new.row.2399","47300",1992,18689
"new.row.2400","47300",1993,18601
"new.row.2401","47300",1994,18971
"new.row.2402","47300",1995,19564
"new.row.2403","47300",1996,20108
"new.row.2404","47300",1997,21271
"new.row.2405","47300",1998,21745
"new.row.2406","47300",1999,22373
"new.row.2407","47300",2000,23798
"new.row.2408","47300",2001,25241
"new.row.2409","47300",2002,25569
"new.row.2410","47300",2003,26684
"new.row.2411","47300",2004,28496
"new.row.2412","47300",2005,29763
"new.row.2413","47300",2006,31251
"new.row.2414","47300",2007,32118
"new.row.2415","47300",2008,33619
"new.row.2416","47300",2009,33777
"new.row.2417","47300",2010,33948
"new.row.2418","47300",2011,34533
"new.row.2419","47300",2012,35238
"new.row.2420","49700",1969,6037
"new.row.2421","49700",1970,6356
"new.row.2422","49700",1971,6653
"new.row.2423","49700",1972,7159
"new.row.2424","49700",1973,7645
"new.row.2425","49700",1974,8253
"new.row.2426","49700",1975,8865
"new.row.2427","49700",1976,9572
"new.row.2428","49700",1977,10299
"new.row.2429","49700",1978,11045
"new.row.2430","49700",1979,11503
"new.row.2431","49700",1980,12441
"new.row.2432","49700",1981,13343
"new.row.2433","49700",1982,14076
"new.row.2434","49700",1983,14589
"new.row.2435","49700",1984,15229
"new.row.2436","49700",1985,15834
"new.row.2437","49700",1986,16757
"new.row.2438","49700",1987,17092
"new.row.2439","49700",1988,17867
"new.row.2440","49700",1989,18410
"new.row.2441","49700",1990,19570
"new.row.2442","49700",1991,20100
"new.row.2443","49700",1992,20851
"new.row.2444","49700",1993,21173
"new.row.2445","49700",1994,21923
"new.row.2446","49700",1995,22156
"new.row.2447","49700",1996,22468
"new.row.2448","49700",1997,23670
"new.row.2449","49700",1998,24434
"new.row.2450","49700",1999,25383
"new.row.2451","49700",2000,26975
"new.row.2452","49700",2001,28862
"new.row.2453","49700",2002,29853
"new.row.2454","49700",2003,31247
"new.row.2455","49700",2004,32427
"new.row.2456","49700",2005,34182
"new.row.2457","49700",2006,35934
"new.row.2458","49700",2007,37341
"new.row.2459","49700",2008,39128
"new.row.2460","49700",2009,40123
"new.row.2461","49700",2010,40433
"new.row.2462","49700",2011,41173
"new.row.2463","49700",2012,42063
"new.row.2464","14500",1969,6351
"new.row.2465","14500",1970,6709
"new.row.2466","14500",1971,7125
"new.row.2467","14500",1972,7437
"new.row.2468","14500",1973,7695
"new.row.2469","14500",1974,8201
"new.row.2470","14500",1975,9024
"new.row.2471","14500",1976,9626
"new.row.2472","14500",1977,10316
"new.row.2473","14500",1978,10956
"new.row.2474","14500",1979,11929
"new.row.2475","14500",1980,13075
"new.row.2476","14500",1981,14349
"new.row.2477","14500",1982,15826
"new.row.2478","14500",1983,16735
"new.row.2479","14500",1984,17425
"new.row.2480","14500",1985,18149
"new.row.2481","14500",1986,18945
"new.row.2482","14500",1987,20139
"new.row.2483","14500",1988,20816
"new.row.2484","14500",1989,21432
"new.row.2485","14500",1990,22512
"new.row.2486","14500",1991,24130
"new.row.2487","14500",1992,25469
"new.row.2488","14500",1993,26100
"new.row.2489","14500",1994,27071
"new.row.2490","14500",1995,28795
"new.row.2491","14500",1996,30616
"new.row.2492","14500",1997,32601
"new.row.2493","14500",1998,37079
"new.row.2494","14500",1999,39260
"new.row.2495","14500",2000,44722
"new.row.2496","14500",2001,43747
