"","msa.fips","year","per.capita.personal.income"
"new.row.10154","29740",2003,21968
"new.row.10155","29740",2004,23075
"new.row.10156","29740",2005,24619
"new.row.10157","29740",2006,25541
"new.row.10158","29740",2007,27151
"new.row.10159","29740",2008,28205
"new.row.10160","29740",2009,28683
"new.row.10161","29740",2010,29628
"new.row.10162","29740",2011,30488
"new.row.10163","29740",2012,30862
"new.row.10164","42140",1969,3366
"new.row.10165","42140",1970,3718
"new.row.10166","42140",1971,4018
"new.row.10167","42140",1972,4406
"new.row.10168","42140",1973,4810
"new.row.10169","42140",1974,5334
"new.row.10170","42140",1975,5730
"new.row.10171","42140",1976,6193
"new.row.10172","42140",1977,6774
"new.row.10173","42140",1978,7784
"new.row.10174","42140",1979,8404
"new.row.10175","42140",1980,9413
"new.row.10176","42140",1981,10674
"new.row.10177","42140",1982,11572
"new.row.10178","42140",1983,12352
"new.row.10179","42140",1984,13510
"new.row.10180","42140",1985,14700
"new.row.10181","42140",1986,15440
"new.row.10182","42140",1987,15773
"new.row.10183","42140",1988,16552
"new.row.10184","42140",1989,17752
"new.row.10185","42140",1990,19390
"new.row.10186","42140",1991,20072
"new.row.10187","42140",1992,21315
"new.row.10188","42140",1993,22560
"new.row.10189","42140",1994,23325
"new.row.10190","42140",1995,24657
"new.row.10191","42140",1996,25335
"new.row.10192","42140",1997,26093
"new.row.10193","42140",1998,28067
"new.row.10194","42140",1999,28766
"new.row.10195","42140",2000,32036
"new.row.10196","42140",2001,33957
"new.row.10197","42140",2002,35402
"new.row.10198","42140",2003,35434
"new.row.10199","42140",2004,37377
"new.row.10200","42140",2005,40056
"new.row.10201","42140",2006,42478
"new.row.10202","42140",2007,43954
"new.row.10203","42140",2008,44167
"new.row.10204","42140",2009,41584
"new.row.10205","42140",2010,41312
"new.row.10206","42140",2011,43086
"new.row.10207","42140",2012,44098
"new.row.10208","10580",1969,4016
"new.row.10209","10580",1970,4412
"new.row.10210","10580",1971,4803
"new.row.10211","10580",1972,5093
"new.row.10212","10580",1973,5456
"new.row.10213","10580",1974,5928
"new.row.10214","10580",1975,6399
"new.row.10215","10580",1976,6838
"new.row.10216","10580",1977,7377
"new.row.10217","10580",1978,8053
"new.row.10218","10580",1979,8866
"new.row.10219","10580",1980,9946
"new.row.10220","10580",1981,10996
"new.row.10221","10580",1982,11990
"new.row.10222","10580",1983,12856
"new.row.10223","10580",1984,14213
"new.row.10224","10580",1985,15191
"new.row.10225","10580",1986,16236
"new.row.10226","10580",1987,17188
"new.row.10227","10580",1988,18519
"new.row.10228","10580",1989,20318
"new.row.10229","10580",1990,21135
"new.row.10230","10580",1991,21692
"new.row.10231","10580",1992,22852
"new.row.10232","10580",1993,23487
"new.row.10233","10580",1994,24273
"new.row.10234","10580",1995,25048
"new.row.10235","10580",1996,25935
"new.row.10236","10580",1997,27500
"new.row.10237","10580",1998,28762
"new.row.10238","10580",1999,30046
"new.row.10239","10580",2000,31935
"new.row.10240","10580",2001,33315
"new.row.10241","10580",2002,33142
"new.row.10242","10580",2003,34420
"new.row.10243","10580",2004,36151
"new.row.10244","10580",2005,37670
"new.row.10245","10580",2006,39575
"new.row.10246","10580",2007,41361
"new.row.10247","10580",2008,43289
"new.row.10248","10580",2009,43626
"new.row.10249","10580",2010,45195
"new.row.10250","10580",2011,46599
"new.row.10251","10580",2012,47763
"new.row.10252","13780",1969,3840
"new.row.10253","13780",1970,4084
"new.row.10254","13780",1971,4327
"new.row.10255","13780",1972,4627
