"","msa.fips"
"new.row","36140"
"new.row.1","36140"
"new.row.2","36140"
"new.row.3","36140"
"new.row.4","36140"
"new.row.5","36140"
"new.row.6","36140"
"new.row.7","36140"
"new.row.8","36140"
"new.row.9","36140"
"new.row.10","36140"
"new.row.11","36140"
"new.row.12","36140"
"new.row.13","36140"
"new.row.14","36140"
"new.row.15","36140"
"new.row.16","36140"
"new.row.17","36140"
"new.row.18","36140"
"new.row.19","36140"
"new.row.20","36140"
"new.row.21","36140"
"new.row.22","36140"
"new.row.23","36140"
"new.row.24","36140"
"new.row.25","36140"
"new.row.26","36140"
"new.row.27","36140"
"new.row.28","36140"
"new.row.29","36140"
"new.row.30","36140"
"new.row.31","36140"
"new.row.32","36140"
"new.row.33","36140"
"new.row.34","36140"
"new.row.35","36140"
"new.row.36","36140"
"new.row.37","36140"
"new.row.38","36140"
"new.row.39","36140"
"new.row.40","36140"
"new.row.41","36140"
"new.row.42","36140"
"new.row.43","36140"
"new.row.44","37980"
"new.row.45","37980"
"new.row.46","37980"
"new.row.47","37980"
"new.row.48","37980"
"new.row.49","37980"
"new.row.50","37980"
"new.row.51","37980"
"new.row.52","37980"
"new.row.53","37980"
"new.row.54","37980"
"new.row.55","37980"
"new.row.56","37980"
"new.row.57","37980"
"new.row.58","37980"
"new.row.59","37980"
"new.row.60","37980"
"new.row.61","37980"
"new.row.62","37980"
"new.row.63","37980"
"new.row.64","37980"
"new.row.65","37980"
"new.row.66","37980"
"new.row.67","37980"
"new.row.68","37980"
"new.row.69","37980"
"new.row.70","37980"
"new.row.71","37980"
"new.row.72","37980"
"new.row.73","37980"
"new.row.74","37980"
"new.row.75","37980"
"new.row.76","37980"
"new.row.77","37980"
"new.row.78","37980"
"new.row.79","37980"
"new.row.80","37980"
"new.row.81","37980"
"new.row.82","37980"
"new.row.83","37980"
"new.row.84","37980"
"new.row.85","37980"
"new.row.86","37980"
"new.row.87","37980"
"new.row.88","45940"
"new.row.89","45940"
"new.row.90","45940"
"new.row.91","45940"
"new.row.92","45940"
"new.row.93","45940"
"new.row.94","45940"
"new.row.95","45940"
"new.row.96","45940"
"new.row.97","45940"
"new.row.98","45940"
"new.row.99","45940"
"new.row.100","45940"
"new.row.101","45940"
"new.row.102","45940"
"new.row.103","45940"
"new.row.104","45940"
"new.row.105","45940"
"new.row.106","45940"
"new.row.107","45940"
"new.row.108","45940"
"new.row.109","45940"
"new.row.110","45940"
"new.row.111","45940"
"new.row.112","45940"
"new.row.113","45940"
"new.row.114","45940"
"new.row.115","45940"
"new.row.116","45940"
"new.row.117","45940"
"new.row.118","45940"
"new.row.119","45940"
"new.row.120","45940"
"new.row.121","45940"
"new.row.122","45940"
"new.row.123","45940"
"new.row.124","45940"
"new.row.125","45940"
"new.row.126","45940"
"new.row.127","45940"
"new.row.128","45940"
"new.row.129","45940"
"new.row.130","45940"
"new.row.131","45940"
"new.row.132","47220"
"new.row.133","47220"
"new.row.134","47220"
"new.row.135","47220"
"new.row.136","47220"
"new.row.137","47220"
"new.row.138","47220"
"new.row.139","47220"
"new.row.140","47220"
"new.row.141","47220"
"new.row.142","47220"
"new.row.143","47220"
"new.row.144","47220"
"new.row.145","47220"
"new.row.146","47220"
"new.row.147","47220"
"new.row.148","47220"
"new.row.149","47220"
"new.row.150","47220"
"new.row.151","47220"
"new.row.152","47220"
"new.row.153","47220"
"new.row.154","47220"
"new.row.155","47220"
"new.row.156","47220"
"new.row.157","47220"
"new.row.158","47220"
"new.row.159","47220"
"new.row.160","47220"
"new.row.161","47220"
"new.row.162","47220"
"new.row.163","47220"
"new.row.164","47220"
"new.row.165","47220"
"new.row.166","47220"
"new.row.167","47220"
"new.row.168","47220"
"new.row.169","47220"
"new.row.170","47220"
"new.row.171","47220"
"new.row.172","47220"
"new.row.173","47220"
"new.row.174","47220"
"new.row.175","47220"
"new.row.176","10740"
"new.row.177","10740"
"new.row.178","10740"
"new.row.179","10740"
"new.row.180","10740"
"new.row.181","10740"
"new.row.182","10740"
"new.row.183","10740"
"new.row.184","10740"
"new.row.185","10740"
"new.row.186","10740"
"new.row.187","10740"
"new.row.188","10740"
"new.row.189","10740"
"new.row.190","10740"
"new.row.191","10740"
"new.row.192","10740"
"new.row.193","10740"
"new.row.194","10740"
"new.row.195","10740"
"new.row.196","10740"
"new.row.197","10740"
"new.row.198","10740"
"new.row.199","10740"
"new.row.200","10740"
"new.row.201","10740"
"new.row.202","10740"
"new.row.203","10740"
"new.row.204","10740"
"new.row.205","10740"
"new.row.206","10740"
"new.row.207","10740"
"new.row.208","10740"
"new.row.209","10740"
"new.row.210","10740"
"new.row.211","10740"
"new.row.212","10740"
"new.row.213","10740"
"new.row.214","10740"
"new.row.215","10740"
"new.row.216","10740"
"new.row.217","10740"
"new.row.218","10740"
"new.row.219","10740"
"new.row.220","22140"
"new.row.221","22140"
"new.row.222","22140"
"new.row.223","22140"
"new.row.224","22140"
"new.row.225","22140"
"new.row.226","22140"
"new.row.227","22140"
"new.row.228","22140"
"new.row.229","22140"
"new.row.230","22140"
"new.row.231","22140"
"new.row.232","22140"
"new.row.233","22140"
"new.row.234","22140"
"new.row.235","22140"
"new.row.236","22140"
"new.row.237","22140"
"new.row.238","22140"
"new.row.239","22140"
"new.row.240","22140"
"new.row.241","22140"
"new.row.242","22140"
"new.row.243","22140"
"new.row.244","22140"
"new.row.245","22140"
"new.row.246","22140"
"new.row.247","22140"
"new.row.248","22140"
"new.row.249","22140"
"new.row.250","22140"
"new.row.251","22140"
"new.row.252","22140"
"new.row.253","22140"
"new.row.254","22140"
"new.row.255","22140"
"new.row.256","22140"
"new.row.257","22140"
"new.row.258","22140"
"new.row.259","22140"
"new.row.260","22140"
"new.row.261","22140"
"new.row.262","22140"
"new.row.263","22140"
"new.row.264","29740"
"new.row.265","29740"
"new.row.266","29740"
"new.row.267","29740"
"new.row.268","29740"
"new.row.269","29740"
"new.row.270","29740"
"new.row.271","29740"
"new.row.272","29740"
"new.row.273","29740"
"new.row.274","29740"
"new.row.275","29740"
"new.row.276","29740"
"new.row.277","29740"
"new.row.278","29740"
"new.row.279","29740"
"new.row.280","29740"
"new.row.281","29740"
"new.row.282","29740"
"new.row.283","29740"
"new.row.284","29740"
"new.row.285","29740"
"new.row.286","29740"
"new.row.287","29740"
"new.row.288","29740"
"new.row.289","29740"
"new.row.290","29740"
"new.row.291","29740"
"new.row.292","29740"
"new.row.293","29740"
"new.row.294","29740"
"new.row.295","29740"
"new.row.296","29740"
"new.row.297","29740"
"new.row.298","29740"
"new.row.299","29740"
"new.row.300","29740"
"new.row.301","29740"
"new.row.302","29740"
"new.row.303","29740"
"new.row.304","29740"
"new.row.305","29740"
"new.row.306","29740"
"new.row.307","29740"
"new.row.308","42140"
"new.row.309","42140"
"new.row.310","42140"
"new.row.311","42140"
"new.row.312","42140"
"new.row.313","42140"
"new.row.314","42140"
"new.row.315","42140"
"new.row.316","42140"
"new.row.317","42140"
"new.row.318","42140"
"new.row.319","42140"
"new.row.320","42140"
"new.row.321","42140"
"new.row.322","42140"
"new.row.323","42140"
"new.row.324","42140"
"new.row.325","42140"
"new.row.326","42140"
"new.row.327","42140"
"new.row.328","42140"
"new.row.329","42140"
"new.row.330","42140"
"new.row.331","42140"
"new.row.332","42140"
"new.row.333","42140"
"new.row.334","42140"
"new.row.335","42140"
"new.row.336","42140"
"new.row.337","42140"
"new.row.338","42140"
"new.row.339","42140"
"new.row.340","42140"
"new.row.341","42140"
"new.row.342","42140"
"new.row.343","42140"
"new.row.344","42140"
"new.row.345","42140"
"new.row.346","42140"
"new.row.347","42140"
"new.row.348","42140"
"new.row.349","42140"
"new.row.350","42140"
"new.row.351","42140"
"new.row.352","10580"
"new.row.353","10580"
"new.row.354","10580"
"new.row.355","10580"
"new.row.356","10580"
"new.row.357","10580"
"new.row.358","10580"
"new.row.359","10580"
"new.row.360","10580"
"new.row.361","10580"
"new.row.362","10580"
"new.row.363","10580"
"new.row.364","10580"
"new.row.365","10580"
"new.row.366","10580"
"new.row.367","10580"
"new.row.368","10580"
"new.row.369","10580"
"new.row.370","10580"
"new.row.371","10580"
"new.row.372","10580"
"new.row.373","10580"
"new.row.374","10580"
"new.row.375","10580"
"new.row.376","10580"
"new.row.377","10580"
"new.row.378","10580"
"new.row.379","10580"
"new.row.380","10580"
"new.row.381","10580"
"new.row.382","10580"
"new.row.383","10580"
"new.row.384","10580"
"new.row.385","10580"
"new.row.386","10580"
"new.row.387","10580"
"new.row.388","10580"
"new.row.389","10580"
"new.row.390","10580"
"new.row.391","10580"
"new.row.392","10580"
"new.row.393","10580"
"new.row.394","10580"
"new.row.395","10580"
"new.row.396","13780"
"new.row.397","13780"
"new.row.398","13780"
"new.row.399","13780"
"new.row.400","13780"
"new.row.401","13780"
"new.row.402","13780"
"new.row.403","13780"
"new.row.404","13780"
"new.row.405","13780"
"new.row.406","13780"
"new.row.407","13780"
"new.row.408","13780"
"new.row.409","13780"
"new.row.410","13780"
"new.row.411","13780"
"new.row.412","13780"
"new.row.413","13780"
"new.row.414","13780"
"new.row.415","13780"
"new.row.416","13780"
"new.row.417","13780"
"new.row.418","13780"
"new.row.419","13780"
"new.row.420","13780"
"new.row.421","13780"
"new.row.422","13780"
"new.row.423","13780"
"new.row.424","13780"
"new.row.425","13780"
"new.row.426","13780"
"new.row.427","13780"
"new.row.428","13780"
"new.row.429","13780"
"new.row.430","13780"
"new.row.431","13780"
"new.row.432","13780"
"new.row.433","13780"
"new.row.434","13780"
"new.row.435","13780"
"new.row.436","13780"
"new.row.437","13780"
"new.row.438","13780"
"new.row.439","13780"
"new.row.440","15380"
"new.row.441","15380"
"new.row.442","15380"
"new.row.443","15380"
"new.row.444","15380"
"new.row.445","15380"
"new.row.446","15380"
"new.row.447","15380"
"new.row.448","15380"
"new.row.449","15380"
"new.row.450","15380"
"new.row.451","15380"
"new.row.452","15380"
"new.row.453","15380"
"new.row.454","15380"
"new.row.455","15380"
"new.row.456","15380"
"new.row.457","15380"
"new.row.458","15380"
"new.row.459","15380"
"new.row.460","15380"
"new.row.461","15380"
"new.row.462","15380"
"new.row.463","15380"
"new.row.464","15380"
"new.row.465","15380"
"new.row.466","15380"
"new.row.467","15380"
"new.row.468","15380"
"new.row.469","15380"
"new.row.470","15380"
"new.row.471","15380"
"new.row.472","15380"
"new.row.473","15380"
"new.row.474","15380"
"new.row.475","15380"
"new.row.476","15380"
"new.row.477","15380"
"new.row.478","15380"
"new.row.479","15380"
"new.row.480","15380"
"new.row.481","15380"
"new.row.482","15380"
"new.row.483","15380"
"new.row.484","21300"
"new.row.485","21300"
"new.row.486","21300"
"new.row.487","21300"
"new.row.488","21300"
"new.row.489","21300"
"new.row.490","21300"
"new.row.491","21300"
"new.row.492","21300"
"new.row.493","21300"
"new.row.494","21300"
"new.row.495","21300"
"new.row.496","21300"
"new.row.497","21300"
"new.row.498","21300"
"new.row.499","21300"
"new.row.500","21300"
"new.row.501","21300"
"new.row.502","21300"
"new.row.503","21300"
"new.row.504","21300"
"new.row.505","21300"
"new.row.506","21300"
"new.row.507","21300"
"new.row.508","21300"
"new.row.509","21300"
"new.row.510","21300"
"new.row.511","21300"
"new.row.512","21300"
"new.row.513","21300"
"new.row.514","21300"
"new.row.515","21300"
"new.row.516","21300"
"new.row.517","21300"
"new.row.518","21300"
"new.row.519","21300"
"new.row.520","21300"
"new.row.521","21300"
"new.row.522","21300"
"new.row.523","21300"
"new.row.524","21300"
"new.row.525","21300"
"new.row.526","21300"
"new.row.527","21300"
"new.row.528","24020"
"new.row.529","24020"
"new.row.530","24020"
"new.row.531","24020"
"new.row.532","24020"
"new.row.533","24020"
"new.row.534","24020"
"new.row.535","24020"
"new.row.536","24020"
"new.row.537","24020"
"new.row.538","24020"
"new.row.539","24020"
"new.row.540","24020"
"new.row.541","24020"
"new.row.542","24020"
"new.row.543","24020"
"new.row.544","24020"
"new.row.545","24020"
"new.row.546","24020"
"new.row.547","24020"
"new.row.548","24020"
"new.row.549","24020"
"new.row.550","24020"
"new.row.551","24020"
"new.row.552","24020"
"new.row.553","24020"
"new.row.554","24020"
"new.row.555","24020"
"new.row.556","24020"
"new.row.557","24020"
"new.row.558","24020"
"new.row.559","24020"
"new.row.560","24020"
"new.row.561","24020"
"new.row.562","24020"
"new.row.563","24020"
"new.row.564","24020"
"new.row.565","24020"
"new.row.566","24020"
"new.row.567","24020"
"new.row.568","24020"
"new.row.569","24020"
"new.row.570","24020"
"new.row.571","24020"
"new.row.572","27060"
"new.row.573","27060"
"new.row.574","27060"
"new.row.575","27060"
"new.row.576","27060"
"new.row.577","27060"
"new.row.578","27060"
"new.row.579","27060"
"new.row.580","27060"
"new.row.581","27060"
"new.row.582","27060"
"new.row.583","27060"
"new.row.584","27060"
"new.row.585","27060"
"new.row.586","27060"
"new.row.587","27060"
"new.row.588","27060"
"new.row.589","27060"
"new.row.590","27060"
"new.row.591","27060"
"new.row.592","27060"
"new.row.593","27060"
"new.row.594","27060"
"new.row.595","27060"
"new.row.596","27060"
"new.row.597","27060"
"new.row.598","27060"
"new.row.599","27060"
"new.row.600","27060"
"new.row.601","27060"
"new.row.602","27060"
"new.row.603","27060"
"new.row.604","27060"
"new.row.605","27060"
"new.row.606","27060"
"new.row.607","27060"
"new.row.608","27060"
"new.row.609","27060"
"new.row.610","27060"
"new.row.611","27060"
"new.row.612","27060"
"new.row.613","27060"
"new.row.614","27060"
"new.row.615","27060"
"new.row.616","28740"
"new.row.617","28740"
"new.row.618","28740"
"new.row.619","28740"
"new.row.620","28740"
"new.row.621","28740"
"new.row.622","28740"
"new.row.623","28740"
"new.row.624","28740"
"new.row.625","28740"
"new.row.626","28740"
"new.row.627","28740"
"new.row.628","28740"
"new.row.629","28740"
"new.row.630","28740"
"new.row.631","28740"
"new.row.632","28740"
"new.row.633","28740"
"new.row.634","28740"
"new.row.635","28740"
"new.row.636","28740"
"new.row.637","28740"
"new.row.638","28740"
"new.row.639","28740"
"new.row.640","28740"
"new.row.641","28740"
"new.row.642","28740"
"new.row.643","28740"
"new.row.644","28740"
"new.row.645","28740"
"new.row.646","28740"
"new.row.647","28740"
"new.row.648","28740"
"new.row.649","28740"
"new.row.650","28740"
"new.row.651","28740"
"new.row.652","28740"
"new.row.653","28740"
"new.row.654","28740"
"new.row.655","28740"
"new.row.656","28740"
"new.row.657","28740"
"new.row.658","28740"
"new.row.659","28740"
"new.row.660","35620"
"new.row.661","35620"
"new.row.662","35620"
"new.row.663","35620"
"new.row.664","35620"
"new.row.665","35620"
"new.row.666","35620"
"new.row.667","35620"
"new.row.668","35620"
"new.row.669","35620"
"new.row.670","35620"
"new.row.671","35620"
"new.row.672","35620"
"new.row.673","35620"
"new.row.674","35620"
"new.row.675","35620"
"new.row.676","35620"
"new.row.677","35620"
"new.row.678","35620"
"new.row.679","35620"
"new.row.680","35620"
"new.row.681","35620"
"new.row.682","35620"
"new.row.683","35620"
"new.row.684","35620"
"new.row.685","35620"
"new.row.686","35620"
"new.row.687","35620"
"new.row.688","35620"
"new.row.689","35620"
"new.row.690","35620"
"new.row.691","35620"
"new.row.692","35620"
"new.row.693","35620"
"new.row.694","35620"
"new.row.695","35620"
"new.row.696","35620"
"new.row.697","35620"
"new.row.698","35620"
"new.row.699","35620"
"new.row.700","35620"
"new.row.701","35620"
"new.row.702","35620"
"new.row.703","35620"
"new.row.704","40380"
"new.row.705","40380"
"new.row.706","40380"
"new.row.707","40380"
"new.row.708","40380"
"new.row.709","40380"
"new.row.710","40380"
"new.row.711","40380"
"new.row.712","40380"
"new.row.713","40380"
"new.row.714","40380"
"new.row.715","40380"
"new.row.716","40380"
"new.row.717","40380"
"new.row.718","40380"
"new.row.719","40380"
"new.row.720","40380"
"new.row.721","40380"
"new.row.722","40380"
"new.row.723","40380"
"new.row.724","40380"
"new.row.725","40380"
"new.row.726","40380"
"new.row.727","40380"
"new.row.728","40380"
"new.row.729","40380"
"new.row.730","40380"
"new.row.731","40380"
"new.row.732","40380"
"new.row.733","40380"
"new.row.734","40380"
"new.row.735","40380"
"new.row.736","40380"
"new.row.737","40380"
"new.row.738","40380"
"new.row.739","40380"
"new.row.740","40380"
"new.row.741","40380"
"new.row.742","40380"
"new.row.743","40380"
"new.row.744","40380"
"new.row.745","40380"
"new.row.746","40380"
"new.row.747","40380"
"new.row.748","45060"
"new.row.749","45060"
"new.row.750","45060"
"new.row.751","45060"
"new.row.752","45060"
"new.row.753","45060"
"new.row.754","45060"
"new.row.755","45060"
"new.row.756","45060"
"new.row.757","45060"
"new.row.758","45060"
"new.row.759","45060"
"new.row.760","45060"
"new.row.761","45060"
"new.row.762","45060"
"new.row.763","45060"
"new.row.764","45060"
"new.row.765","45060"
"new.row.766","45060"
"new.row.767","45060"
"new.row.768","45060"
"new.row.769","45060"
"new.row.770","45060"
"new.row.771","45060"
"new.row.772","45060"
"new.row.773","45060"
"new.row.774","45060"
"new.row.775","45060"
"new.row.776","45060"
"new.row.777","45060"
"new.row.778","45060"
"new.row.779","45060"
"new.row.780","45060"
"new.row.781","45060"
"new.row.782","45060"
"new.row.783","45060"
"new.row.784","45060"
"new.row.785","45060"
"new.row.786","45060"
"new.row.787","45060"
"new.row.788","45060"
"new.row.789","45060"
"new.row.790","45060"
"new.row.791","45060"
"new.row.792","46540"
"new.row.793","46540"
"new.row.794","46540"
"new.row.795","46540"
"new.row.796","46540"
"new.row.797","46540"
"new.row.798","46540"
"new.row.799","46540"
"new.row.800","46540"
"new.row.801","46540"
"new.row.802","46540"
"new.row.803","46540"
"new.row.804","46540"
"new.row.805","46540"
"new.row.806","46540"
"new.row.807","46540"
"new.row.808","46540"
"new.row.809","46540"
"new.row.810","46540"
"new.row.811","46540"
"new.row.812","46540"
"new.row.813","46540"
"new.row.814","46540"
"new.row.815","46540"
"new.row.816","46540"
"new.row.817","46540"
"new.row.818","46540"
"new.row.819","46540"
"new.row.820","46540"
"new.row.821","46540"
"new.row.822","46540"
"new.row.823","46540"
"new.row.824","46540"
"new.row.825","46540"
"new.row.826","46540"
"new.row.827","46540"
"new.row.828","46540"
"new.row.829","46540"
"new.row.830","46540"
"new.row.831","46540"
"new.row.832","46540"
"new.row.833","46540"
"new.row.834","46540"
"new.row.835","46540"
"new.row.836","48060"
"new.row.837","48060"
"new.row.838","48060"
"new.row.839","48060"
"new.row.840","48060"
"new.row.841","48060"
"new.row.842","48060"
"new.row.843","48060"
"new.row.844","48060"
"new.row.845","48060"
"new.row.846","48060"
"new.row.847","48060"
"new.row.848","48060"
"new.row.849","48060"
"new.row.850","48060"
"new.row.851","48060"
"new.row.852","48060"
"new.row.853","48060"
"new.row.854","48060"
"new.row.855","48060"
"new.row.856","48060"
"new.row.857","48060"
"new.row.858","48060"
"new.row.859","48060"
"new.row.860","48060"
"new.row.861","48060"
"new.row.862","48060"
"new.row.863","48060"
"new.row.864","48060"
"new.row.865","48060"
"new.row.866","48060"
"new.row.867","48060"
"new.row.868","48060"
"new.row.869","48060"
"new.row.870","48060"
"new.row.871","48060"
"new.row.872","48060"
"new.row.873","48060"
"new.row.874","48060"
"new.row.875","48060"
"new.row.876","48060"
"new.row.877","48060"
"new.row.878","48060"
"new.row.879","48060"
"new.row.880","11700"
"new.row.881","11700"
"new.row.882","11700"
"new.row.883","11700"
"new.row.884","11700"
"new.row.885","11700"
"new.row.886","11700"
"new.row.887","11700"
"new.row.888","11700"
"new.row.889","11700"
"new.row.890","11700"
"new.row.891","11700"
"new.row.892","11700"
"new.row.893","11700"
"new.row.894","11700"
"new.row.895","11700"
"new.row.896","11700"
"new.row.897","11700"
"new.row.898","11700"
"new.row.899","11700"
"new.row.900","11700"
"new.row.901","11700"
"new.row.902","11700"
"new.row.903","11700"
"new.row.904","11700"
"new.row.905","11700"
"new.row.906","11700"
"new.row.907","11700"
"new.row.908","11700"
"new.row.909","11700"
"new.row.910","11700"
"new.row.911","11700"
"new.row.912","11700"
"new.row.913","11700"
"new.row.914","11700"
"new.row.915","11700"
"new.row.916","11700"
"new.row.917","11700"
"new.row.918","11700"
"new.row.919","11700"
"new.row.920","11700"
"new.row.921","11700"
"new.row.922","11700"
"new.row.923","11700"
"new.row.924","15500"
"new.row.925","15500"
"new.row.926","15500"
"new.row.927","15500"
"new.row.928","15500"
"new.row.929","15500"
"new.row.930","15500"
"new.row.931","15500"
"new.row.932","15500"
"new.row.933","15500"
"new.row.934","15500"
"new.row.935","15500"
"new.row.936","15500"
"new.row.937","15500"
"new.row.938","15500"
"new.row.939","15500"
"new.row.940","15500"
"new.row.941","15500"
"new.row.942","15500"
"new.row.943","15500"
"new.row.944","15500"
"new.row.945","15500"
"new.row.946","15500"
"new.row.947","15500"
"new.row.948","15500"
"new.row.949","15500"
"new.row.950","15500"
"new.row.951","15500"
"new.row.952","15500"
"new.row.953","15500"
"new.row.954","15500"
"new.row.955","15500"
"new.row.956","15500"
"new.row.957","15500"
"new.row.958","15500"
"new.row.959","15500"
"new.row.960","15500"
"new.row.961","15500"
"new.row.962","15500"
"new.row.963","15500"
"new.row.964","15500"
"new.row.965","15500"
"new.row.966","15500"
"new.row.967","15500"
"new.row.968","16740"
"new.row.969","16740"
"new.row.970","16740"
"new.row.971","16740"
"new.row.972","16740"
"new.row.973","16740"
"new.row.974","16740"
"new.row.975","16740"
"new.row.976","16740"
"new.row.977","16740"
"new.row.978","16740"
"new.row.979","16740"
"new.row.980","16740"
"new.row.981","16740"
"new.row.982","16740"
"new.row.983","16740"
"new.row.984","16740"
"new.row.985","16740"
"new.row.986","16740"
"new.row.987","16740"
"new.row.988","16740"
"new.row.989","16740"
"new.row.990","16740"
"new.row.991","16740"
"new.row.992","16740"
"new.row.993","16740"
"new.row.994","16740"
"new.row.995","16740"
"new.row.996","16740"
"new.row.997","16740"
"new.row.998","16740"
"new.row.999","16740"
"new.row.1000","16740"
"new.row.1001","16740"
"new.row.1002","16740"
"new.row.1003","16740"
"new.row.1004","16740"
"new.row.1005","16740"
"new.row.1006","16740"
"new.row.1007","16740"
"new.row.1008","16740"
"new.row.1009","16740"
"new.row.1010","16740"
"new.row.1011","16740"
"new.row.1012","20500"
"new.row.1013","20500"
"new.row.1014","20500"
"new.row.1015","20500"
"new.row.1016","20500"
"new.row.1017","20500"
"new.row.1018","20500"
"new.row.1019","20500"
"new.row.1020","20500"
"new.row.1021","20500"
"new.row.1022","20500"
"new.row.1023","20500"
"new.row.1024","20500"
"new.row.1025","20500"
"new.row.1026","20500"
"new.row.1027","20500"
"new.row.1028","20500"
"new.row.1029","20500"
"new.row.1030","20500"
"new.row.1031","20500"
"new.row.1032","20500"
"new.row.1033","20500"
"new.row.1034","20500"
"new.row.1035","20500"
"new.row.1036","20500"
"new.row.1037","20500"
"new.row.1038","20500"
"new.row.1039","20500"
"new.row.1040","20500"
"new.row.1041","20500"
"new.row.1042","20500"
"new.row.1043","20500"
"new.row.1044","20500"
"new.row.1045","20500"
"new.row.1046","20500"
"new.row.1047","20500"
"new.row.1048","20500"
"new.row.1049","20500"
"new.row.1050","20500"
"new.row.1051","20500"
"new.row.1052","20500"
"new.row.1053","20500"
"new.row.1054","20500"
"new.row.1055","20500"
"new.row.1056","22180"
"new.row.1057","22180"
"new.row.1058","22180"
"new.row.1059","22180"
"new.row.1060","22180"
"new.row.1061","22180"
"new.row.1062","22180"
"new.row.1063","22180"
"new.row.1064","22180"
"new.row.1065","22180"
"new.row.1066","22180"
"new.row.1067","22180"
"new.row.1068","22180"
"new.row.1069","22180"
"new.row.1070","22180"
"new.row.1071","22180"
"new.row.1072","22180"
"new.row.1073","22180"
"new.row.1074","22180"
"new.row.1075","22180"
"new.row.1076","22180"
"new.row.1077","22180"
"new.row.1078","22180"
"new.row.1079","22180"
"new.row.1080","22180"
"new.row.1081","22180"
"new.row.1082","22180"
"new.row.1083","22180"
"new.row.1084","22180"
"new.row.1085","22180"
"new.row.1086","22180"
"new.row.1087","22180"
"new.row.1088","22180"
"new.row.1089","22180"
"new.row.1090","22180"
"new.row.1091","22180"
"new.row.1092","22180"
"new.row.1093","22180"
"new.row.1094","22180"
"new.row.1095","22180"
"new.row.1096","22180"
"new.row.1097","22180"
"new.row.1098","22180"
"new.row.1099","22180"
"new.row.1100","24140"
"new.row.1101","24140"
"new.row.1102","24140"
"new.row.1103","24140"
"new.row.1104","24140"
"new.row.1105","24140"
"new.row.1106","24140"
"new.row.1107","24140"
"new.row.1108","24140"
"new.row.1109","24140"
"new.row.1110","24140"
"new.row.1111","24140"
"new.row.1112","24140"
"new.row.1113","24140"
"new.row.1114","24140"
"new.row.1115","24140"
"new.row.1116","24140"
"new.row.1117","24140"
"new.row.1118","24140"
"new.row.1119","24140"
"new.row.1120","24140"
"new.row.1121","24140"
"new.row.1122","24140"
"new.row.1123","24140"
"new.row.1124","24140"
"new.row.1125","24140"
"new.row.1126","24140"
"new.row.1127","24140"
"new.row.1128","24140"
"new.row.1129","24140"
"new.row.1130","24140"
"new.row.1131","24140"
"new.row.1132","24140"
"new.row.1133","24140"
"new.row.1134","24140"
"new.row.1135","24140"
"new.row.1136","24140"
"new.row.1137","24140"
"new.row.1138","24140"
"new.row.1139","24140"
"new.row.1140","24140"
"new.row.1141","24140"
"new.row.1142","24140"
"new.row.1143","24140"
"new.row.1144","24660"
"new.row.1145","24660"
"new.row.1146","24660"
"new.row.1147","24660"
"new.row.1148","24660"
"new.row.1149","24660"
"new.row.1150","24660"
"new.row.1151","24660"
"new.row.1152","24660"
"new.row.1153","24660"
"new.row.1154","24660"
"new.row.1155","24660"
"new.row.1156","24660"
"new.row.1157","24660"
"new.row.1158","24660"
"new.row.1159","24660"
"new.row.1160","24660"
"new.row.1161","24660"
"new.row.1162","24660"
"new.row.1163","24660"
"new.row.1164","24660"
"new.row.1165","24660"
"new.row.1166","24660"
"new.row.1167","24660"
"new.row.1168","24660"
"new.row.1169","24660"
"new.row.1170","24660"
"new.row.1171","24660"
"new.row.1172","24660"
"new.row.1173","24660"
"new.row.1174","24660"
"new.row.1175","24660"
"new.row.1176","24660"
"new.row.1177","24660"
"new.row.1178","24660"
"new.row.1179","24660"
"new.row.1180","24660"
"new.row.1181","24660"
"new.row.1182","24660"
"new.row.1183","24660"
"new.row.1184","24660"
"new.row.1185","24660"
"new.row.1186","24660"
"new.row.1187","24660"
"new.row.1188","24780"
"new.row.1189","24780"
"new.row.1190","24780"
"new.row.1191","24780"
"new.row.1192","24780"
"new.row.1193","24780"
"new.row.1194","24780"
"new.row.1195","24780"
"new.row.1196","24780"
"new.row.1197","24780"
"new.row.1198","24780"
"new.row.1199","24780"
"new.row.1200","24780"
"new.row.1201","24780"
"new.row.1202","24780"
"new.row.1203","24780"
"new.row.1204","24780"
"new.row.1205","24780"
"new.row.1206","24780"
"new.row.1207","24780"
"new.row.1208","24780"
"new.row.1209","24780"
"new.row.1210","24780"
"new.row.1211","24780"
"new.row.1212","24780"
"new.row.1213","24780"
"new.row.1214","24780"
"new.row.1215","24780"
"new.row.1216","24780"
"new.row.1217","24780"
"new.row.1218","24780"
"new.row.1219","24780"
"new.row.1220","24780"
"new.row.1221","24780"
"new.row.1222","24780"
"new.row.1223","24780"
"new.row.1224","24780"
"new.row.1225","24780"
"new.row.1226","24780"
"new.row.1227","24780"
"new.row.1228","24780"
"new.row.1229","24780"
"new.row.1230","24780"
"new.row.1231","24780"
"new.row.1232","25860"
"new.row.1233","25860"
"new.row.1234","25860"
"new.row.1235","25860"
"new.row.1236","25860"
"new.row.1237","25860"
"new.row.1238","25860"
"new.row.1239","25860"
"new.row.1240","25860"
"new.row.1241","25860"
"new.row.1242","25860"
"new.row.1243","25860"
"new.row.1244","25860"
"new.row.1245","25860"
"new.row.1246","25860"
"new.row.1247","25860"
"new.row.1248","25860"
