"","msa.fips","year","proprietors.Income"
"new.row.4682","40660",1971,16185
"new.row.4683","40660",1972,19374
"new.row.4684","40660",1973,21737
"new.row.4685","40660",1974,20770
"new.row.4686","40660",1975,22078
"new.row.4687","40660",1976,26578
"new.row.4688","40660",1977,30483
"new.row.4689","40660",1978,33343
"new.row.4690","40660",1979,37478
"new.row.4691","40660",1980,35731
"new.row.4692","40660",1981,35581
"new.row.4693","40660",1982,34936
"new.row.4694","40660",1983,38997
"new.row.4695","40660",1984,42878
"new.row.4696","40660",1985,43359
"new.row.4697","40660",1986,45411
"new.row.4698","40660",1987,41796
"new.row.4699","40660",1988,54915
"new.row.4700","40660",1989,54140
"new.row.4701","40660",1990,57675
"new.row.4702","40660",1991,60659
"new.row.4703","40660",1992,67945
"new.row.4704","40660",1993,70655
"new.row.4705","40660",1994,75438
"new.row.4706","40660",1995,79263
"new.row.4707","40660",1996,97088
"new.row.4708","40660",1997,115431
"new.row.4709","40660",1998,131315
"new.row.4710","40660",1999,155996
"new.row.4711","40660",2000,140126
"new.row.4712","40660",2001,149365
"new.row.4713","40660",2002,162613
"new.row.4714","40660",2003,168377
"new.row.4715","40660",2004,185104
"new.row.4716","40660",2005,189266
"new.row.4717","40660",2006,204408
"new.row.4718","40660",2007,208335
"new.row.4719","40660",2008,222181
"new.row.4720","40660",2009,197214
"new.row.4721","40660",2010,183565
"new.row.4722","40660",2011,180133
"new.row.4723","40660",2012,195052
"new.row.4724","40660",2013,205431
"new.row.4725","42340",1969,52376
"new.row.4726","42340",1970,50776
"new.row.4727","42340",1971,56419
"new.row.4728","42340",1972,66030
"new.row.4729","42340",1973,68357
"new.row.4730","42340",1974,69436
"new.row.4731","42340",1975,72475
"new.row.4732","42340",1976,87684
"new.row.4733","42340",1977,99662
"new.row.4734","42340",1978,118321
"new.row.4735","42340",1979,128311
"new.row.4736","42340",1980,121804
"new.row.4737","42340",1981,125565
"new.row.4738","42340",1982,119120
"new.row.4739","42340",1983,136400
"new.row.4740","42340",1984,147336
"new.row.4741","42340",1985,156011
"new.row.4742","42340",1986,170508
"new.row.4743","42340",1987,171953
"new.row.4744","42340",1988,215975
"new.row.4745","42340",1989,212435
"new.row.4746","42340",1990,235623
"new.row.4747","42340",1991,268175
"new.row.4748","42340",1992,329703
"new.row.4749","42340",1993,359208
"new.row.4750","42340",1994,357730
"new.row.4751","42340",1995,386082
"new.row.4752","42340",1996,433157
"new.row.4753","42340",1997,369524
"new.row.4754","42340",1998,431957
"new.row.4755","42340",1999,490766
"new.row.4756","42340",2000,499475
"new.row.4757","42340",2001,575752
"new.row.4758","42340",2002,547914
"new.row.4759","42340",2003,578312
"new.row.4760","42340",2004,649913
"new.row.4761","42340",2005,670733
"new.row.4762","42340",2006,738645
"new.row.4763","42340",2007,705123
"new.row.4764","42340",2008,690063
"new.row.4765","42340",2009,629192
"new.row.4766","42340",2010,636171
"new.row.4767","42340",2011,758627
"new.row.4768","42340",2012,806020
"new.row.4769","42340",2013,852430
"new.row.4770","46660",1969,31100
"new.row.4771","46660",1970,35659
"new.row.4772","46660",1971,39777
"new.row.4773","46660",1972,45066
"new.row.4774","46660",1973,48415
"new.row.4775","46660",1974,54089
"new.row.4776","46660",1975,48278
"new.row.4777","46660",1976,49563
"new.row.4778","46660",1977,38467
"new.row.4779","46660",1978,57601
"new.row.4780","46660",1979,59270
"new.row.4781","46660",1980,47643
"new.row.4782","46660",1981,56187
"new.row.4783","46660",1982,64448
"new.row.4784","46660",1983,58709
"new.row.4785","46660",1984,76251
"new.row.4786","46660",1985,80397
"new.row.4787","46660",1986,79295
"new.row.4788","46660",1987,93074
"new.row.4789","46660",1988,101790
"new.row.4790","46660",1989,104729
"new.row.4791","46660",1990,93030
"new.row.4792","46660",1991,105423
"new.row.4793","46660",1992,118940
"new.row.4794","46660",1993,116976
"new.row.4795","46660",1994,129349
"new.row.4796","46660",1995,149619
"new.row.4797","46660",1996,150382
"new.row.4798","46660",1997,162521
"new.row.4799","46660",1998,168967
"new.row.4800","46660",1999,193352
"new.row.4801","46660",2000,177690
"new.row.4802","46660",2001,196901
"new.row.4803","46660",2002,189303
"new.row.4804","46660",2003,232924
"new.row.4805","46660",2004,236217
"new.row.4806","46660",2005,239622
"new.row.4807","46660",2006,252915
"new.row.4808","46660",2007,241034
"new.row.4809","46660",2008,307337
"new.row.4810","46660",2009,282924
"new.row.4811","46660",2010,252354
"new.row.4812","46660",2011,299836
"new.row.4813","46660",2012,322998
"new.row.4814","46660",2013,375034
"new.row.4815","47580",1969,20888
"new.row.4816","47580",1970,21800
"new.row.4817","47580",1971,27711
"new.row.4818","47580",1972,29755
"new.row.4819","47580",1973,40707
"new.row.4820","47580",1974,37190
"new.row.4821","47580",1975,32684
"new.row.4822","47580",1976,38693
"new.row.4823","47580",1977,37581
"new.row.4824","47580",1978,45516
"new.row.4825","47580",1979,50661
"new.row.4826","47580",1980,36420
"new.row.4827","47580",1981,44175
"new.row.4828","47580",1982,46898
"new.row.4829","47580",1983,48605
"new.row.4830","47580",1984,67279
"new.row.4831","47580",1985,68138
"new.row.4832","47580",1986,71872
"new.row.4833","47580",1987,75097
"new.row.4834","47580",1988,93859
"new.row.4835","47580",1989,88012
"new.row.4836","47580",1990,93909
"new.row.4837","47580",1991,107713
"new.row.4838","47580",1992,117898
"new.row.4839","47580",1993,120555
"new.row.4840","47580",1994,124482
"new.row.4841","47580",1995,131024
"new.row.4842","47580",1996,151207
"new.row.4843","47580",1997,181680
"new.row.4844","47580",1998,202664
"new.row.4845","47580",1999,243376
"new.row.4846","47580",2000,221084
"new.row.4847","47580",2001,208117
"new.row.4848","47580",2002,192697
"new.row.4849","47580",2003,225769
"new.row.4850","47580",2004,231635
"new.row.4851","47580",2005,256570
"new.row.4852","47580",2006,276279
"new.row.4853","47580",2007,264307
"new.row.4854","47580",2008,249693
"new.row.4855","47580",2009,231221
"new.row.4856","47580",2010,242723
"new.row.4857","47580",2011,277062
"new.row.4858","47580",2012,304587
"new.row.4859","47580",2013,317113
"new.row.4860","27980",1969,21668
"new.row.4861","27980",1970,25693
"new.row.4862","27980",1971,27937
"new.row.4863","27980",1972,33581
"new.row.4864","27980",1973,27767
"new.row.4865","27980",1974,74387
"new.row.4866","27980",1975,39861
"new.row.4867","27980",1976,43144
"new.row.4868","27980",1977,47815
"new.row.4869","27980",1978,39923
"new.row.4870","27980",1979,55454
"new.row.4871","27980",1980,100064
"new.row.4872","27980",1981,62316
"new.row.4873","27980",1982,66986
"new.row.4874","27980",1983,120816
"new.row.4875","27980",1984,92542
"new.row.4876","27980",1985,92265
"new.row.4877","27980",1986,107563
"new.row.4878","27980",1987,119833
"new.row.4879","27980",1988,143999
"new.row.4880","27980",1989,165187
"new.row.4881","27980",1990,164437
"new.row.4882","27980",1991,164232
"new.row.4883","27980",1992,172989
"new.row.4884","27980",1993,197604
"new.row.4885","27980",1994,205290
"new.row.4886","27980",1995,250259
"new.row.4887","27980",1996,236198
"new.row.4888","27980",1997,235925
"new.row.4889","27980",1998,245245
"new.row.4890","27980",1999,258150
"new.row.4891","27980",2000,255484
"new.row.4892","27980",2001,301322
"new.row.4893","27980",2002,339916
"new.row.4894","27980",2003,347843
"new.row.4895","27980",2004,379451
"new.row.4896","27980",2005,409763
"new.row.4897","27980",2006,471570
"new.row.4898","27980",2007,434451
"new.row.4899","27980",2008,439225
"new.row.4900","27980",2009,490520
"new.row.4901","27980",2010,473273
"new.row.4902","27980",2011,500966
"new.row.4903","27980",2012,587632
"new.row.4904","27980",2013,617146
"new.row.4905","46520",1969,166012
"new.row.4906","46520",1970,170862
"new.row.4907","46520",1971,184946
"new.row.4908","46520",1972,217042
"new.row.4909","46520",1973,223879
"new.row.4910","46520",1974,235957
"new.row.4911","46520",1975,256635
"new.row.4912","46520",1976,323442
"new.row.4913","46520",1977,380432
"new.row.4914","46520",1978,373588
"new.row.4915","46520",1979,483985
"new.row.4916","46520",1980,517393
"new.row.4917","46520",1981,509010
"new.row.4918","46520",1982,540400
"new.row.4919","46520",1983,637302
"new.row.4920","46520",1984,688663
"new.row.4921","46520",1985,763442
"new.row.4922","46520",1986,816210
"new.row.4923","46520",1987,891712
"new.row.4924","46520",1988,1115422
"new.row.4925","46520",1989,1290436
"new.row.4926","46520",1990,1471725
"new.row.4927","46520",1991,1515948
"new.row.4928","46520",1992,1576664
"new.row.4929","46520",1993,1720345
"new.row.4930","46520",1994,1671654
"new.row.4931","46520",1995,1708795
"new.row.4932","46520",1996,1804837
"new.row.4933","46520",1997,1941906
"new.row.4934","46520",1998,1684659
"new.row.4935","46520",1999,1729653
"new.row.4936","46520",2000,1837232
"new.row.4937","46520",2001,1870840
"new.row.4938","46520",2002,1958334
"new.row.4939","46520",2003,2023852
"new.row.4940","46520",2004,2172945
"new.row.4941","46520",2005,2279596
"new.row.4942","46520",2006,2478444
"new.row.4943","46520",2007,2265552
"new.row.4944","46520",2008,2323700
"new.row.4945","46520",2009,2437369
"new.row.4946","46520",2010,2600685
"new.row.4947","46520",2011,2708592
"new.row.4948","46520",2012,3248403
"new.row.4949","46520",2013,3419914
"new.row.4950","14260",1969,109591
"new.row.4951","14260",1970,114571
"new.row.4952","14260",1971,124887
"new.row.4953","14260",1972,145379
"new.row.4954","14260",1973,179428
"new.row.4955","14260",1974,205182
"new.row.4956","14260",1975,191923
"new.row.4957","14260",1976,216452
"new.row.4958","14260",1977,218498
"new.row.4959","14260",1978,277550
"new.row.4960","14260",1979,283879
"new.row.4961","14260",1980,311342
"new.row.4962","14260",1981,302940
"new.row.4963","14260",1982,294466
"new.row.4964","14260",1983,360802
"new.row.4965","14260",1984,402365
"new.row.4966","14260",1985,412949
"new.row.4967","14260",1986,429246
"new.row.4968","14260",1987,523546
"new.row.4969","14260",1988,607987
"new.row.4970","14260",1989,666665
"new.row.4971","14260",1990,692196
"new.row.4972","14260",1991,706786
"new.row.4973","14260",1992,843898
"new.row.4974","14260",1993,1033569
"new.row.4975","14260",1994,1073798
"new.row.4976","14260",1995,1071712
"new.row.4977","14260",1996,1151933
"new.row.4978","14260",1997,1126716
"new.row.4979","14260",1998,1339865
"new.row.4980","14260",1999,1547807
"new.row.4981","14260",2000,1713763
"new.row.4982","14260",2001,1869840
"new.row.4983","14260",2002,2011411
"new.row.4984","14260",2003,2111258
"new.row.4985","14260",2004,2350698
"new.row.4986","14260",2005,2328491
"new.row.4987","14260",2006,2577957
"new.row.4988","14260",2007,2317672
"new.row.4989","14260",2008,1938287
"new.row.4990","14260",2009,2397628
"new.row.4991","14260",2010,2547300
"new.row.4992","14260",2011,2464992
"new.row.4993","14260",2012,2547045
"new.row.4994","14260",2013,2737482
"new.row.4995","17660",1969,17248
"new.row.4996","17660",1970,17438
"new.row.4997","17660",1971,18957
"new.row.4998","17660",1972,22564
"new.row.4999","17660",1973,18935
"new.row.5000","17660",1974,30609
"new.row.5001","17660",1975,31350
"new.row.5002","17660",1976,37610
"new.row.5003","17660",1977,39859
"new.row.5004","17660",1978,51506
"new.row.5005","17660",1979,52904
"new.row.5006","17660",1980,56697
"new.row.5007","17660",1981,54105
"new.row.5008","17660",1982,51528
"new.row.5009","17660",1983,62852
"new.row.5010","17660",1984,65143
"new.row.5011","17660",1985,64436
"new.row.5012","17660",1986,66817
"new.row.5013","17660",1987,73301
"new.row.5014","17660",1988,87275
"new.row.5015","17660",1989,97812
"new.row.5016","17660",1990,110033
"new.row.5017","17660",1991,111113
"new.row.5018","17660",1992,135548
"new.row.5019","17660",1993,156396
"new.row.5020","17660",1994,177510
"new.row.5021","17660",1995,167696
"new.row.5022","17660",1996,183196
"new.row.5023","17660",1997,173376
"new.row.5024","17660",1998,225628
"new.row.5025","17660",1999,250692
"new.row.5026","17660",2000,316894
"new.row.5027","17660",2001,336169
"new.row.5028","17660",2002,308596
"new.row.5029","17660",2003,304542
"new.row.5030","17660",2004,324531
"new.row.5031","17660",2005,353839
"new.row.5032","17660",2006,393250
"new.row.5033","17660",2007,355238
"new.row.5034","17660",2008,307647
"new.row.5035","17660",2009,329319
"new.row.5036","17660",2010,312678
"new.row.5037","17660",2011,311272
"new.row.5038","17660",2012,320732
"new.row.5039","17660",2013,337709
"new.row.5040","26820",1969,40965
"new.row.5041","26820",1970,40648
"new.row.5042","26820",1971,41908
"new.row.5043","26820",1972,48849
"new.row.5044","26820",1973,68747
"new.row.5045","26820",1974,84972
"new.row.5046","26820",1975,65268
"new.row.5047","26820",1976,64045
"new.row.5048","26820",1977,57750
"new.row.5049","26820",1978,67642
"new.row.5050","26820",1979,63754
"new.row.5051","26820",1980,81121
"new.row.5052","26820",1981,89021
"new.row.5053","26820",1982,82652
"new.row.5054","26820",1983,100855
"new.row.5055","26820",1984,104238
"new.row.5056","26820",1985,109552
"new.row.5057","26820",1986,114946
"new.row.5058","26820",1987,139527
"new.row.5059","26820",1988,158001
"new.row.5060","26820",1989,172615
"new.row.5061","26820",1990,179911
"new.row.5062","26820",1991,147738
"new.row.5063","26820",1992,163131
"new.row.5064","26820",1993,182466
"new.row.5065","26820",1994,176658
"new.row.5066","26820",1995,194051
"new.row.5067","26820",1996,204758
"new.row.5068","26820",1997,198256
"new.row.5069","26820",1998,249602
"new.row.5070","26820",1999,275111
"new.row.5071","26820",2000,285861
"new.row.5072","26820",2001,340172
"new.row.5073","26820",2002,406374
"new.row.5074","26820",2003,375658
"new.row.5075","26820",2004,424998
"new.row.5076","26820",2005,408073
"new.row.5077","26820",2006,474313
"new.row.5078","26820",2007,517661
"new.row.5079","26820",2008,602206
"new.row.5080","26820",2009,646156
"new.row.5081","26820",2010,627127
"new.row.5082","26820",2011,771860
"new.row.5083","26820",2012,842565
"new.row.5084","26820",2013,925734
"new.row.5085","30300",1969,24679
"new.row.5086","30300",1970,25691
"new.row.5087","30300",1971,26818
"new.row.5088","30300",1972,33473
"new.row.5089","30300",1973,37752
"new.row.5090","30300",1974,49864
"new.row.5091","30300",1975,41531
"new.row.5092","30300",1976,44680
"new.row.5093","30300",1977,44549
"new.row.5094","30300",1978,53716
"new.row.5095","30300",1979,53996
"new.row.5096","30300",1980,64272
"new.row.5097","30300",1981,63875
"new.row.5098","30300",1982,63323
"new.row.5099","30300",1983,76624
"new.row.5100","30300",1984,64012
"new.row.5101","30300",1985,53615
"new.row.5102","30300",1986,59806
"new.row.5103","30300",1987,53392
"new.row.5104","30300",1988,64639
"new.row.5105","30300",1989,74107
"new.row.5106","30300",1990,79848
"new.row.5107","30300",1991,72878
"new.row.5108","30300",1992,79430
"new.row.5109","30300",1993,104493
"new.row.5110","30300",1994,96150
"new.row.5111","30300",1995,93230
"new.row.5112","30300",1996,101876
"new.row.5113","30300",1997,96457
"new.row.5114","30300",1998,124523
"new.row.5115","30300",1999,140615
"new.row.5116","30300",2000,137603
"new.row.5117","30300",2001,153890
"new.row.5118","30300",2002,160790
"new.row.5119","30300",2003,158055
"new.row.5120","30300",2004,168543
"new.row.5121","30300",2005,172447
"new.row.5122","30300",2006,180573
"new.row.5123","30300",2007,183485
"new.row.5124","30300",2008,175957
"new.row.5125","30300",2009,171700
"new.row.5126","30300",2010,184176
"new.row.5127","30300",2011,187380
"new.row.5128","30300",2012,197603
"new.row.5129","30300",2013,192327
"new.row.5130","30860",1969,23181
"new.row.5131","30860",1970,26633
"new.row.5132","30860",1971,28923
"new.row.5133","30860",1972,34243
"new.row.5134","30860",1973,37788
"new.row.5135","30860",1974,42805
"new.row.5136","30860",1975,39729
"new.row.5137","30860",1976,44836
"new.row.5138","30860",1977,43698
"new.row.5139","30860",1978,48110
"new.row.5140","30860",1979,48005
"new.row.5141","30860",1980,46486
"new.row.5142","30860",1981,40368
"new.row.5143","30860",1982,41665
"new.row.5144","30860",1983,45073
"new.row.5145","30860",1984,52311
"new.row.5146","30860",1985,55980
"new.row.5147","30860",1986,63036
"new.row.5148","30860",1987,74074
"new.row.5149","30860",1988,78541
"new.row.5150","30860",1989,86318
"new.row.5151","30860",1990,99177
"new.row.5152","30860",1991,98387
"new.row.5153","30860",1992,111656
"new.row.5154","30860",1993,122983
"new.row.5155","30860",1994,119914
"new.row.5156","30860",1995,114208
"new.row.5157","30860",1996,123165
"new.row.5158","30860",1997,139673
"new.row.5159","30860",1998,175629
"new.row.5160","30860",1999,157815
"new.row.5161","30860",2000,140950
"new.row.5162","30860",2001,152843
"new.row.5163","30860",2002,137476
"new.row.5164","30860",2003,147005
"new.row.5165","30860",2004,188809
"new.row.5166","30860",2005,185991
"new.row.5167","30860",2006,205330
"new.row.5168","30860",2007,213863
"new.row.5169","30860",2008,213364
"new.row.5170","30860",2009,191608
"new.row.5171","30860",2010,215996
"new.row.5172","30860",2011,270034
"new.row.5173","30860",2012,304143
"new.row.5174","30860",2013,324905
"new.row.5175","38540",1969,15307
"new.row.5176","38540",1970,15071
"new.row.5177","38540",1971,16380
"new.row.5178","38540",1972,19798
"new.row.5179","38540",1973,17755
"new.row.5180","38540",1974,25946
"new.row.5181","38540",1975,25265
"new.row.5182","38540",1976,32171
"new.row.5183","38540",1977,32760
"new.row.5184","38540",1978,38879
"new.row.5185","38540",1979,38891
"new.row.5186","38540",1980,40835
"new.row.5187","38540",1981,41842
"new.row.5188","38540",1982,38487
"new.row.5189","38540",1983,43044
"new.row.5190","38540",1984,41609
"new.row.5191","38540",1985,43568
"new.row.5192","38540",1986,43720
"new.row.5193","38540",1987,46778
"new.row.5194","38540",1988,47959
"new.row.5195","38540",1989,50508
"new.row.5196","38540",1990,54811
"new.row.5197","38540",1991,55461
"new.row.5198","38540",1992,67839
"new.row.5199","38540",1993,77664
"new.row.5200","38540",1994,87484
"new.row.5201","38540",1995,83379
"new.row.5202","38540",1996,89599
"new.row.5203","38540",1997,86286
"new.row.5204","38540",1998,122060
"new.row.5205","38540",1999,126624
"new.row.5206","38540",2000,123662
"new.row.5207","38540",2001,131611
"new.row.5208","38540",2002,162195
"new.row.5209","38540",2003,164222
"new.row.5210","38540",2004,176550
"new.row.5211","38540",2005,185183
"new.row.5212","38540",2006,209482
"new.row.5213","38540",2007,197359
"new.row.5214","38540",2008,164284
"new.row.5215","38540",2009,152540
"new.row.5216","38540",2010,146129
"new.row.5217","38540",2011,151296
"new.row.5218","38540",2012,151817
"new.row.5219","38540",2013,160117
"new.row.5220","14010",1969,82291
"new.row.5221","14010",1970,72822
"new.row.5222","14010",1971,86679
"new.row.5223","14010",1972,80018
"new.row.5224","14010",1973,126746
"new.row.5225","14010",1974,137248
"new.row.5226","14010",1975,178024
"new.row.5227","14010",1976,168598
"new.row.5228","14010",1977,165147
"new.row.5229","14010",1978,140054
"new.row.5230","14010",1979,160550
"new.row.5231","14010",1980,106153
"new.row.5232","14010",1981,141129
"new.row.5233","14010",1982,116572
"new.row.5234","14010",1983,68436
"new.row.5235","14010",1984,154123
"new.row.5236","14010",1985,165530
"new.row.5237","14010",1986,161159
"new.row.5238","14010",1987,163809
"new.row.5239","14010",1988,150772
"new.row.5240","14010",1989,187558
"new.row.5241","14010",1990,206449
"new.row.5242","14010",1991,139107
"new.row.5243","14010",1992,198250
"new.row.5244","14010",1993,183902
"new.row.5245","14010",1994,235695
"new.row.5246","14010",1995,186447
"new.row.5247","14010",1996,298343
"new.row.5248","14010",1997,301017
"new.row.5249","14010",1998,227196
"new.row.5250","14010",1999,257671
"new.row.5251","14010",2000,288087
"new.row.5252","14010",2001,335848
"new.row.5253","14010",2002,347553
"new.row.5254","14010",2003,398546
"new.row.5255","14010",2004,483310
"new.row.5256","14010",2005,418580
"new.row.5257","14010",2006,473551
"new.row.5258","14010",2007,512099
"new.row.5259","14010",2008,589796
"new.row.5260","14010",2009,496941
"new.row.5261","14010",2010,500420
"new.row.5262","14010",2011,646573
"new.row.5263","14010",2012,610181
"new.row.5264","14010",2013,870825
"new.row.5265","16020",1969,32590
"new.row.5266","16020",1970,35278
"new.row.5267","16020",1971,35555
"new.row.5268","16020",1972,40641
"new.row.5269","16020",1973,49626
"new.row.5270","16020",1974,42627
"new.row.5271","16020",1975,51937
"new.row.5272","16020",1976,57434
"new.row.5273","16020",1977,59672
"new.row.5274","16020",1978,68381
"new.row.5275","16020",1979,75633
"new.row.5276","16020",1980,52064
"new.row.5277","16020",1981,65433
"new.row.5278","16020",1982,60548
"new.row.5279","16020",1983,61010
"new.row.5280","16020",1984,86518
"new.row.5281","16020",1985,94961
"new.row.5282","16020",1986,86112
"new.row.5283","16020",1987,105073
"new.row.5284","16020",1988,113740
"new.row.5285","16020",1989,123797
"new.row.5286","16020",1990,98225
"new.row.5287","16020",1991,95792
"new.row.5288","16020",1992,103444
"new.row.5289","16020",1993,104232
"new.row.5290","16020",1994,110805
"new.row.5291","16020",1995,121402
"new.row.5292","16020",1996,133131
"new.row.5293","16020",1997,144203
"new.row.5294","16020",1998,144900
"new.row.5295","16020",1999,148829
"new.row.5296","16020",2000,178402
"new.row.5297","16020",2001,179752
"new.row.5298","16020",2002,215504
"new.row.5299","16020",2003,220824
"new.row.5300","16020",2004,248147
"new.row.5301","16020",2005,232683
"new.row.5302","16020",2006,246185
"new.row.5303","16020",2007,240687
"new.row.5304","16020",2008,288338
"new.row.5305","16020",2009,267539
"new.row.5306","16020",2010,261896
"new.row.5307","16020",2011,301822
"new.row.5308","16020",2012,359031
"new.row.5309","16020",2013,391255
"new.row.5310","16060",1969,38134
"new.row.5311","16060",1970,39334
"new.row.5312","16060",1971,42971
"new.row.5313","16060",1972,47570
"new.row.5314","16060",1973,58414
"new.row.5315","16060",1974,59988
"new.row.5316","16060",1975,66648
"new.row.5317","16060",1976,72085
"new.row.5318","16060",1977,78236
"new.row.5319","16060",1978,83638
"new.row.5320","16060",1979,90291
"new.row.5321","16060",1980,79578
"new.row.5322","16060",1981,82196
"new.row.5323","16060",1982,77787
"new.row.5324","16060",1983,84280
"new.row.5325","16060",1984,96485
"new.row.5326","16060",1985,105449
"new.row.5327","16060",1986,90330
"new.row.5328","16060",1987,111132
"new.row.5329","16060",1988,123168
"new.row.5330","16060",1989,141436
"new.row.5331","16060",1990,137493
"new.row.5332","16060",1991,118329
"new.row.5333","16060",1992,142235
"new.row.5334","16060",1993,146279
"new.row.5335","16060",1994,153750
"new.row.5336","16060",1995,163370
"new.row.5337","16060",1996,179806
"new.row.5338","16060",1997,182356
"new.row.5339","16060",1998,163432
"new.row.5340","16060",1999,166700
"new.row.5341","16060",2000,168933
"new.row.5342","16060",2001,175767
"new.row.5343","16060",2002,181575
"new.row.5344","16060",2003,192005
"new.row.5345","16060",2004,212186
"new.row.5346","16060",2005,206942
"new.row.5347","16060",2006,222199
"new.row.5348","16060",2007,203800
"new.row.5349","16060",2008,223009
"new.row.5350","16060",2009,205236
"new.row.5351","16060",2010,215594
"new.row.5352","16060",2011,238670
"new.row.5353","16060",2012,249226
"new.row.5354","16060",2013,285511
"new.row.5355","16580",1969,105134
"new.row.5356","16580",1970,94478
"new.row.5357","16580",1971,121218
"new.row.5358","16580",1972,112798
"new.row.5359","16580",1973,171542
"new.row.5360","16580",1974,170970
"new.row.5361","16580",1975,224692
"new.row.5362","16580",1976,210693
"new.row.5363","16580",1977,214805
"new.row.5364","16580",1978,192659
"new.row.5365","16580",1979,225949
"new.row.5366","16580",1980,158018
"new.row.5367","16580",1981,196305
"new.row.5368","16580",1982,169476
"new.row.5369","16580",1983,128132
"new.row.5370","16580",1984,238658
"new.row.5371","16580",1985,262409
"new.row.5372","16580",1986,249711
"new.row.5373","16580",1987,237991
"new.row.5374","16580",1988,235918
"new.row.5375","16580",1989,293703
"new.row.5376","16580",1990,314807
"new.row.5377","16580",1991,226969
"new.row.5378","16580",1992,302799
"new.row.5379","16580",1993,299696
"new.row.5380","16580",1994,329493
"new.row.5381","16580",1995,241548
"new.row.5382","16580",1996,348715
"new.row.5383","16580",1997,325414
"new.row.5384","16580",1998,290113
"new.row.5385","16580",1999,298363
"new.row.5386","16580",2000,363895
"new.row.5387","16580",2001,396481
"new.row.5388","16580",2002,371459
"new.row.5389","16580",2003,399814
"new.row.5390","16580",2004,483209
"new.row.5391","16580",2005,389539
"new.row.5392","16580",2006,450360
"new.row.5393","16580",2007,484543
"new.row.5394","16580",2008,599807
"new.row.5395","16580",2009,510094
"new.row.5396","16580",2010,553262
"new.row.5397","16580",2011,679286
"new.row.5398","16580",2012,610659
"new.row.5399","16580",2013,903081
"new.row.5400","16980",1969,2435661
"new.row.5401","16980",1970,2381390
"new.row.5402","16980",1971,2630681
"new.row.5403","16980",1972,2809765
"new.row.5404","16980",1973,3091799
"new.row.5405","16980",1974,3156947
"new.row.5406","16980",1975,3463977
"new.row.5407","16980",1976,4057569
"new.row.5408","16980",1977,4860017
"new.row.5409","16980",1978,5392982
"new.row.5410","16980",1979,5880110
"new.row.5411","16980",1980,5907717
"new.row.5412","16980",1981,6065820
"new.row.5413","16980",1982,5810705
"new.row.5414","16980",1983,6469405
"new.row.5415","16980",1984,7690360
"new.row.5416","16980",1985,8284170
"new.row.5417","16980",1986,8991677
"new.row.5418","16980",1987,10695961
"new.row.5419","16980",1988,12625323
"new.row.5420","16980",1989,12724551
"new.row.5421","16980",1990,13225918
"new.row.5422","16980",1991,12262401
"new.row.5423","16980",1992,14735673
"new.row.5424","16980",1993,15077099
"new.row.5425","16980",1994,16266683
"new.row.5426","16980",1995,18408730
"new.row.5427","16980",1996,20651209
"new.row.5428","16980",1997,21903269
"new.row.5429","16980",1998,21654645
"new.row.5430","16980",1999,24016359
"new.row.5431","16980",2000,26167921
"new.row.5432","16980",2001,28514805
"new.row.5433","16980",2002,30078114
"new.row.5434","16980",2003,30536444
"new.row.5435","16980",2004,31581337
"new.row.5436","16980",2005,30913706
"new.row.5437","16980",2006,33367683
"new.row.5438","16980",2007,30741847
"new.row.5439","16980",2008,32103990
"new.row.5440","16980",2009,30632973
"new.row.5441","16980",2010,31674078
"new.row.5442","16980",2011,33790444
"new.row.5443","16980",2012,36358727
"new.row.5444","16980",2013,38430318
"new.row.5445","19180",1969,45262
"new.row.5446","19180",1970,40747
"new.row.5447","19180",1971,51161
"new.row.5448","19180",1972,50133
"new.row.5449","19180",1973,74946
"new.row.5450","19180",1974,75952
"new.row.5451","19180",1975,94262
"new.row.5452","19180",1976,90599
"new.row.5453","19180",1977,90205
"new.row.5454","19180",1978,84497
"new.row.5455","19180",1979,102947
"new.row.5456","19180",1980,71506
"new.row.5457","19180",1981,82627
"new.row.5458","19180",1982,69862
"new.row.5459","19180",1983,55537
"new.row.5460","19180",1984,96815
"new.row.5461","19180",1985,99281
"new.row.5462","19180",1986,83983
"new.row.5463","19180",1987,77571
"new.row.5464","19180",1988,84158
"new.row.5465","19180",1989,111524
"new.row.5466","19180",1990,105888
"new.row.5467","19180",1991,73281
"new.row.5468","19180",1992,104542
"new.row.5469","19180",1993,105292
"new.row.5470","19180",1994,122132
"new.row.5471","19180",1995,84959
"new.row.5472","19180",1996,118143
"new.row.5473","19180",1997,103981
"new.row.5474","19180",1998,77162
"new.row.5475","19180",1999,82319
"new.row.5476","19180",2000,106843
"new.row.5477","19180",2001,111355
"new.row.5478","19180",2002,111944
"new.row.5479","19180",2003,132194
"new.row.5480","19180",2004,163440
"new.row.5481","19180",2005,124674
"new.row.5482","19180",2006,151124
"new.row.5483","19180",2007,139808
"new.row.5484","19180",2008,208904
"new.row.5485","19180",2009,162035
"new.row.5486","19180",2010,169255
"new.row.5487","19180",2011,221852
"new.row.5488","19180",2012,197120
"new.row.5489","19180",2013,311441
"new.row.5490","19340",1969,185325
"new.row.5491","19340",1970,180346
"new.row.5492","19340",1971,178031
"new.row.5493","19340",1972,208716
"new.row.5494","19340",1973,260108
"new.row.5495","19340",1974,244580
"new.row.5496","19340",1975,300420
"new.row.5497","19340",1976,291434
"new.row.5498","19340",1977,296760
